source,target,edge_type
88d5f63af893be00ab021f918e944f58f5f04abe,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
c8936186aa4faeef7040b0877fd48729e76fd80d,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
195c1307dba0c79d799accc02a43151fa89da749,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
ec6676f598372780b215297087d58eb53755b0e8,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
ccf32a6cb2a6aabf1a0f883a87084b47d34ba493,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
17538d44f9076c47c37b97e1ab9265066dbc9535,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
a0e7ee5812d35441d46fd1127b2ad7f1970d531f,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
0a778f4ee820b20f44d965ad8b0c64e741d332c7,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
c6b59f3eccc97a33b7ef7f7e24f35425c8034afe,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
07a99f0ac9c51525ba95a7a6432a5183a0d1aa96,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
11615aad1412e0755eb2d78a85e0c7a9eb18de2e,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
7dafdc8905c7bef733e89bc37cf38cb22ef1855d,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
56a1ebcc3b162f329660e005dd60a875a2d860ec,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
282accfcb5dfb42bf846fc454c7a07373abd1f0a,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
b9bd4600e4f567a1fd14c3b49c5c17a81cd4e70d,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
f2be66c82c37ee9bdce8b591be5a47faf7aadf70,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
a2e6d6f48c39c7c0c753001f1ba29782e3d5fd18,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
0a88835a07859f64938c25cd2c7b62f60d98db52,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
cb8540ad12e54b7897d5f89f1b51ab42320b097c,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
d5d7dc0d762d6935464196dbe861983ff6d417c2,55e3b4ff342fdf3e400932d0a285a1f9591562b5,citation
55f23116001c5df71f9840d216ec6970a6528ba2,b0a06c6d7ce860896fb8dc70ccda26664c4185dd,citation
55f23116001c5df71f9840d216ec6970a6528ba2,d95534b665ae2fd6a0ded9faf461bfdd313f9b7b,citation
55f23116001c5df71f9840d216ec6970a6528ba2,50656bebd1409f2255a09ba7cba02fe34d497aaf,citation
55f23116001c5df71f9840d216ec6970a6528ba2,f825fc0ff4e605afce865052c4bf20f0240fff09,citation
55f23116001c5df71f9840d216ec6970a6528ba2,ebaf6fafb4adb7f3657fdbb869249c727ffccf7e,citation
55f23116001c5df71f9840d216ec6970a6528ba2,e23364c6e31733051f86ebce3f9f1240f8500f50,citation
55f23116001c5df71f9840d216ec6970a6528ba2,c4621be5001b69ea9057f026bea8e64b73e5c078,citation
55f23116001c5df71f9840d216ec6970a6528ba2,6f6b4737b2558267d481a564923bff29e00d3236,citation
55f23116001c5df71f9840d216ec6970a6528ba2,7f58f9a582b719a80499f29562090091bf230ac9,citation
55f23116001c5df71f9840d216ec6970a6528ba2,39465745850f03275dcc09d25142fe959b76867b,citation
55f23116001c5df71f9840d216ec6970a6528ba2,7c239704af6e9257644a089b5af2d2a7a2bf20b5,citation
55f23116001c5df71f9840d216ec6970a6528ba2,15a6beb9c66e074bf2b5fe67d3897e28f39c846e,citation
55f23116001c5df71f9840d216ec6970a6528ba2,d5ed4c2276022f6c6c4cf5fef7234aad350b58aa,citation
55f23116001c5df71f9840d216ec6970a6528ba2,290acb3ad25f4c4824c6779de0b021e0752c14db,citation
55f23116001c5df71f9840d216ec6970a6528ba2,f7dd4fa80f9b2853ce3873c2b914175d758f57e6,citation
55f23116001c5df71f9840d216ec6970a6528ba2,e62ca59bf7ce71e5ad018f948db060760b84ebb0,citation
55f23116001c5df71f9840d216ec6970a6528ba2,ad0b9b0494357e7cb87a4883967b6dd076012603,citation
55f23116001c5df71f9840d216ec6970a6528ba2,3b57d51fe9e5f853e9997771ac703248fdfe413b,citation
55f23116001c5df71f9840d216ec6970a6528ba2,be0935fbe257730ee4ae5e98827976833c7470ba,citation
55f23116001c5df71f9840d216ec6970a6528ba2,3217278e346fefbd34f0727321059c7ea5792612,citation
55f23116001c5df71f9840d216ec6970a6528ba2,153ab2363e6fe86749449b70d04fa5cbc82dd68f,citation
55f23116001c5df71f9840d216ec6970a6528ba2,ad8631abf269d2b886614f69221d25a732a7f58d,citation
55f23116001c5df71f9840d216ec6970a6528ba2,f06ff5f719eb9cd939dde8fc9b199b17adcbc75f,citation
55f23116001c5df71f9840d216ec6970a6528ba2,7cfc1e85392d4007a90ecd05b7a0318252041c3c,citation
55f23116001c5df71f9840d216ec6970a6528ba2,b907537c602b95948da809f7d4aff4bc959d8ba1,citation
55f23116001c5df71f9840d216ec6970a6528ba2,62138449a50b40e0c72070052a1da06ade7fa0b9,citation
55f23116001c5df71f9840d216ec6970a6528ba2,cab372bc3824780cce20d9dd1c22d4df39ed081a,citation
55f23116001c5df71f9840d216ec6970a6528ba2,37288fe76a864233214b6a5e4cee29923e9c36b9,citation
55f23116001c5df71f9840d216ec6970a6528ba2,6364fdaa0a0eccd823a779fcdd489173f938e91a,citation
55f23116001c5df71f9840d216ec6970a6528ba2,ff6a3ae098ff288a2926d87899bab258ed1a2abb,citation
55f23116001c5df71f9840d216ec6970a6528ba2,dcb2ee4bf3d6e83a62dfe6c4cabf04344fb811a9,citation
55f23116001c5df71f9840d216ec6970a6528ba2,,citation
563dd34de81e2c2157b071fbd617642a9a831eed,f50848e1b0867e0178cb7990125fd207f526a3d5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,368f2210938eef9f81906f171bacf30e3ac8781e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,40f80ffe124f036a0697e26c420bd4294ce1da94,citation
563dd34de81e2c2157b071fbd617642a9a831eed,641ee65c532f9de8fc0ceb4796d9038abc4640d4,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e987980835849674886a135a012ce08b81ec5ec4,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e1601a035095fcc2ef4bf69884058f6b81698354,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b57f61c000ffe3a6ff300a4f12354ec224f19a13,citation
563dd34de81e2c2157b071fbd617642a9a831eed,558a08d295d5276e8836288263d67189c3062a99,citation
563dd34de81e2c2157b071fbd617642a9a831eed,f2f3183f2d47f8b11d95e97a11322b779a1c5702,citation
563dd34de81e2c2157b071fbd617642a9a831eed,df1696050c10fffb86668e9443d39cf72fbddf88,citation
563dd34de81e2c2157b071fbd617642a9a831eed,bb83ccf143ef54508b5278220c9efaef67ca8a64,citation
563dd34de81e2c2157b071fbd617642a9a831eed,91dc6d22be59955bf057c32b2ffcf7e0d633df3e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d14bca7f0682afeebbd1ac5722c5e6b61bafadc2,citation
563dd34de81e2c2157b071fbd617642a9a831eed,04140806ff5f95b19553a17591e7efc014435b91,citation
563dd34de81e2c2157b071fbd617642a9a831eed,912140f1819ae4634fa8785c97b1658ba319365b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,9c30c9d49d1325e86604a90e69eeea08a0d079d4,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d2971edc5eae22d76c438ee434fb1b89f5abbb1d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c258cdfd4f3316adb6f2e30bfc2d2811c2e860b2,citation
563dd34de81e2c2157b071fbd617642a9a831eed,5453c5c070a5b434348c8322d42326e44591cb1f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7cb1ad4f9a436bfcc3bbadce1ab617aa7124c984,citation
563dd34de81e2c2157b071fbd617642a9a831eed,28a4cd91eff9881cd47de586b30933525db29868,citation
563dd34de81e2c2157b071fbd617642a9a831eed,211e66804d8d9e0248f6a76be18046f87a1f826b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,fb3982c6ed1f97bcb92fe11dcd06952c08b28ea1,citation
563dd34de81e2c2157b071fbd617642a9a831eed,dad0fa2e411a46e6fb1d21507f64da9379f4d2d5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,fb9b1665e9c032be34c1dc481e6a6efc6f01e780,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c5e1287127de93350a0e7f63330f8745b8213b50,citation
563dd34de81e2c2157b071fbd617642a9a831eed,08393ac1bccf2fa854e7ffd39172c9631b8c12d6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,acc985100a3c3c07853d2bda82573afd8c43c04d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1ea4cb0d83976508ccd7271bd08180dbc4e119eb,citation
563dd34de81e2c2157b071fbd617642a9a831eed,9b25841c04a8decfd3105cb8dfa59c4d1e3c4963,citation
563dd34de81e2c2157b071fbd617642a9a831eed,73d63b99082b9e145be7fda38c399a5201e060dc,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3b7fe2380ce622014e233b9b1bf4284823cd97f5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,af3d5b5a8375c7db2b116fd0c36f5e3022534126,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e1b08e1a5ee1750ff3db1bff1d157a816e369593,citation
563dd34de81e2c2157b071fbd617642a9a831eed,603fc09a24766cf4645feedcc554454b1fe92470,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2caffae293db09b51e465c87f88172cb3d441592,citation
563dd34de81e2c2157b071fbd617642a9a831eed,fbfd5e23f11b9a02b8d39461125e9a31ad27fa7c,citation
563dd34de81e2c2157b071fbd617642a9a831eed,85ab16854285cadba3327a69bf9b528b05d060b9,citation
563dd34de81e2c2157b071fbd617642a9a831eed,485fe26cdf8b1ad829b8601986fe4295ac360a52,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1a991446f46480c0c8b90c4fb9fda0784cc52103,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e8fd2b5c786f9c9b5822a5e736c0d9bc72e37eed,citation
563dd34de81e2c2157b071fbd617642a9a831eed,853283489b17f9a9c336a8072dfdc5c7d612dfeb,citation
563dd34de81e2c2157b071fbd617642a9a831eed,a6ecfe1d91b7f3afd13873dfecf69adb70c16266,citation
563dd34de81e2c2157b071fbd617642a9a831eed,a6513abc3f4149703241664319af18f070d44137,citation
563dd34de81e2c2157b071fbd617642a9a831eed,edf061d6463bcba6840d840a4dc9a6e251c1d5d8,citation
563dd34de81e2c2157b071fbd617642a9a831eed,6beb8f595a0fcba4134d976f980ef2e51abb2705,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2d11444745d7cca5c4ef4280bd99bd2789dc91e0,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b9ef4bd9d43d32df3f5f2caac6dc5b4e2f2bada9,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b8e4c378ad0343a4c5e5fd1f79c2482ae5b49837,citation
563dd34de81e2c2157b071fbd617642a9a831eed,142734d44acdfd67efe49ce466b5daadfcbe8408,citation
563dd34de81e2c2157b071fbd617642a9a831eed,60e6c755079c4baaf9692eaab20f6906a68f100f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1462000e3c61a2c30f232e7512e4a81e010c8b12,citation
563dd34de81e2c2157b071fbd617642a9a831eed,ec676c3be24f4704f6c64dfee5a125ff7e28b38f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,94a847934919c2b5984bbad6bb6a9565d15da1ab,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7b2842fe615d62162b6d359fc43dbd86e4feae4f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,f691326be1fd48f118edbd95b1d369f62b7f733e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b213b723dd8eac4e66999f474e23be31bebad035,citation
563dd34de81e2c2157b071fbd617642a9a831eed,771fa88e613baf4de8baf3017043aa6b9cff733f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,de71f2ffe71118c65430dbfade9cbaf429db1bd0,citation
563dd34de81e2c2157b071fbd617642a9a831eed,23bd347361b4392705835d419b6543b3e73a3a96,citation
563dd34de81e2c2157b071fbd617642a9a831eed,64636e0beea98c82f52f4a03d4b3b34ff758943e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,8b127b9c7e37f075559ed5a51428527205dcf3f5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,32abbcb3aa75ac34a92624dc779a9f7a82ee981c,citation
563dd34de81e2c2157b071fbd617642a9a831eed,5137a1182aabaab3bc3899d860652760a0b28134,citation
563dd34de81e2c2157b071fbd617642a9a831eed,373c6269e1a6c3c6c9d81d24af42d3966ffc2008,citation
563dd34de81e2c2157b071fbd617642a9a831eed,db762de9a05f04e30d48aed756c950de87819a25,citation
563dd34de81e2c2157b071fbd617642a9a831eed,0184401f500ad04478a2a5070c85b9c220c9a010,citation
563dd34de81e2c2157b071fbd617642a9a831eed,227c73287beb6aadc0f7b3cfac4880d3df22aeb3,citation
563dd34de81e2c2157b071fbd617642a9a831eed,f7f31b2ea95d4ecd2bfb0025a16af882dee57318,citation
563dd34de81e2c2157b071fbd617642a9a831eed,0a6e633240e02eaa269842d1b08d6ecab09a5e7d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,24cf0ed8f29193d0a003428f0bebe6894649bf60,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d4fb7bd27bcb666141b7d09155c13d38f8a2145f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,82085fe5c6dd93350eb14c53cb9c50c97782bea6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,6a3e67b57fdd48a5abe6d5edaec74f11b9cbebb6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,278c338a3ae8e6f033c620470f5a54d7aa257292,citation
563dd34de81e2c2157b071fbd617642a9a831eed,23653a9f071d20bac22948f1dd1ebd0564b09507,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c05353f32623cfd57a1d3ed8c948cf0ebba4f693,citation
563dd34de81e2c2157b071fbd617642a9a831eed,32e0edff98ac03aedf6be40d7ea18d673905e5da,citation
563dd34de81e2c2157b071fbd617642a9a831eed,359e225d149fe453ba24c79657ede52344cd4433,citation
563dd34de81e2c2157b071fbd617642a9a831eed,a0365a287fc3f46e8c3c2d033394526376e32e99,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2493a7b07ff1c741c2e17da158d879b049c4d830,citation
563dd34de81e2c2157b071fbd617642a9a831eed,343555d02216dad52e82aafee9b9fda5d528db16,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c1d959ccf2077895bb82ff9a9d6fe40bae473b1f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,4ded1d0ad80a7a53e44734fc38e8d497190bb5f0,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e7e181373d326398735eaf647be826bd73703e1c,citation
563dd34de81e2c2157b071fbd617642a9a831eed,80fdfec85dbad8f7764d72840d24b7322ad103e7,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7476c64c1272df457306e4a1b3eaa1c817db6f8d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,33ab462e529f4304649ec99f9b8aeb84668384ab,citation
563dd34de81e2c2157b071fbd617642a9a831eed,dea64c333458c67022a8a5b9e684c0753ef901b9,citation
563dd34de81e2c2157b071fbd617642a9a831eed,beb2a7ca8c6bfaf68479b327ea18de15ea81d82d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,15cee802015ceb74890cd17ba8345e04b23ce822,citation
563dd34de81e2c2157b071fbd617642a9a831eed,cebe026377b10313bebedc2ee18f8fa045ceebf7,citation
563dd34de81e2c2157b071fbd617642a9a831eed,dcecc224616b35bb4bbf1622d732c765ffc762d2,citation
563dd34de81e2c2157b071fbd617642a9a831eed,6cb28c1d018f8c1f0745081fa8481b3f9a443cd8,citation
563dd34de81e2c2157b071fbd617642a9a831eed,bbf37e5ba6a896db5d6c06d0e1e99cd78792b7d5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,4136fa97365b8aa93afe50cfd1976309ac2cee0a,citation
563dd34de81e2c2157b071fbd617642a9a831eed,de7134740db1a386f2b0a9d4ea4fb3053440bc46,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2b1ddd99c66abd6562125f8708e2d0f5cd42db1e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d3b1b3131e74132137eeeca0ceef43d1b4b2ce76,citation
563dd34de81e2c2157b071fbd617642a9a831eed,0732e431c182ef3223345a0da19bac76ce88ec43,citation
563dd34de81e2c2157b071fbd617642a9a831eed,88d182d01e859a009d9b9fa3f21747ea0df72534,citation
563dd34de81e2c2157b071fbd617642a9a831eed,5e9fcdba3aa4b83a99cf2ff46b5322379d208276,citation
563dd34de81e2c2157b071fbd617642a9a831eed,62b668899bed9bb7eb66719bea8d0aaa7684ef2e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,09ace9acc59218deb277f1328da22e272d2ec65b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,57e3dd4f9668db927b12c01ca2b9036fd406c637,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e7db83d2cdceab31d02ff8b5a3fb9155b660c9bc,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3d548b6bdd7c44da1083de8af948433e68c2bff9,citation
563dd34de81e2c2157b071fbd617642a9a831eed,261b220c98ad5045132fbdff541a0f568b8e7c2d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e6e1b506808b504967e352b158d9f7b810c44425,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1cc8d9f4540f024a6bb47bff40ed3e207ee0c47f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d5364863a7a3aee64e9d3c91285015a8a037c7ca,citation
563dd34de81e2c2157b071fbd617642a9a831eed,173d7d1b8124fae7a294a816d872468837357b55,citation
563dd34de81e2c2157b071fbd617642a9a831eed,5e2fdf42d985b3eb9eeb8387e1f7d093ade81525,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1390acf6a280c120a13028cb6254af7bb9bf2982,citation
563dd34de81e2c2157b071fbd617642a9a831eed,87618fd93e6d1ecdb20286ff9487c798d405e644,citation
563dd34de81e2c2157b071fbd617642a9a831eed,6be4a42f74ec67128a2e92e0790891829ae78c0d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,ea9c21de7ea96fedf8184d4e45f86527341b8355,citation
563dd34de81e2c2157b071fbd617642a9a831eed,63af588184880e302517f618e2bf01e3d32afd93,citation
563dd34de81e2c2157b071fbd617642a9a831eed,9541ce9542eb2cb67f579963f8c0a98445622a59,citation
563dd34de81e2c2157b071fbd617642a9a831eed,45b95d963fc73a8f1f505afa8581e51e4d7b505f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2b85d48ce0e84688aed10ba3657f67a40da0ebd1,citation
563dd34de81e2c2157b071fbd617642a9a831eed,a538579ac50d659ac0bca9824d6446e741c586b3,citation
563dd34de81e2c2157b071fbd617642a9a831eed,e83e13e4572aad3346233374b89afa5221e4fa7d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,4b9304cc37f7b5e6ee5368cee1f0caf76f5601ad,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3b2914f2d58d86f994594e55c7c5896b530cba36,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1078661d93cda6b50158d5d99871e4f30231afd6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,91996470c4da931e4048dcbb3bf0d2eaf09f57da,citation
563dd34de81e2c2157b071fbd617642a9a831eed,00b7d5c14dadfd6c643cafebb04a9649c4420f78,citation
563dd34de81e2c2157b071fbd617642a9a831eed,df28d32dda9cc3fbe6e1da6e0a325b4749a03f42,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b210c64459313163f47c222fe4e4dd9115e680c2,citation
563dd34de81e2c2157b071fbd617642a9a831eed,db1f17c6b22fd88c8366fe9b7b6cc036b526b1bc,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c7fbea9d039e93fc721f0cd1538b5ac04b4f0e73,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d34f082c63776f801524727e8ea2f05e5f299ea5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,88c6df4e87d4f35d7d6d3f7dafa18b9041c18062,citation
563dd34de81e2c2157b071fbd617642a9a831eed,944621ae8cbab22d1499a146095e874eaa71fbaf,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7cfc1e85392d4007a90ecd05b7a0318252041c3c,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c326a12a21162110c7b959b887fd153d33cb6040,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3913fd7b6c2d414f8f77f06ace4e9661ee816f82,citation
563dd34de81e2c2157b071fbd617642a9a831eed,49c5884e7a7c2f5dd8194c6932b8aab13baea060,citation
563dd34de81e2c2157b071fbd617642a9a831eed,56de40934ab0a042dd3494b6ce9b8a93753e02e7,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3259ee16912c209e8713ea99f986aaf615405a74,citation
563dd34de81e2c2157b071fbd617642a9a831eed,654912ad5d6350ec41ca9b93077e394916819d93,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7e2c7fd80bbc6a569fa65b2e38a265830b706f93,citation
563dd34de81e2c2157b071fbd617642a9a831eed,885ebc6d2e1952e8b8dbba16247c5e2cafee15d7,citation
563dd34de81e2c2157b071fbd617642a9a831eed,18743d1107b5284e57fd0affa67dbf34d0d8107b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7cdb98726c5ee323316463abb7ec53fc421ab5be,citation
563dd34de81e2c2157b071fbd617642a9a831eed,8e453cde20bc1cc3486f43b46b6fbab93cda9959,citation
563dd34de81e2c2157b071fbd617642a9a831eed,79b26df5a0e98888333bd11e2500f552662a8e17,citation
563dd34de81e2c2157b071fbd617642a9a831eed,74a2f08a8e25ea86eba868eaa315db14e0953e29,citation
563dd34de81e2c2157b071fbd617642a9a831eed,06ac7cd9757ebf588da071ea31fde0a97d365202,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3d06ca8f742fafe32544756c5667c83aa09bf84f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1f9680daebf221729cc020332dcb472f6520ece6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b06f2a6a233d1aa98cfc7fce6edf8c4471767e6c,citation
563dd34de81e2c2157b071fbd617642a9a831eed,9e41cbe6ae16fc554f535fce713a76085ccfbdf5,citation
563dd34de81e2c2157b071fbd617642a9a831eed,3fe55ffb8a37fadc607121392114a8da9bf67c42,citation
563dd34de81e2c2157b071fbd617642a9a831eed,315c4ceb18f156c42a8da823ef81dc6658694a8e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b84497e3c36ee7e90c50e4b19f166dd20b59c4f2,citation
563dd34de81e2c2157b071fbd617642a9a831eed,9713136918465818b7cce801b0cce07b96b82c55,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2ceeda8d2662a518b212aeafd3c8962454392668,citation
563dd34de81e2c2157b071fbd617642a9a831eed,131173d2f1f45517f9e7a0fb4b5584f04596e3cf,citation
563dd34de81e2c2157b071fbd617642a9a831eed,0df18d051ad304cd77535334cc6b31dbab4cd2d6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,46b2bcb92f31ccb0bc508c63aa51398ca5f81e71,citation
563dd34de81e2c2157b071fbd617642a9a831eed,be750618052fe95b394e25714e68b7a15ff1fc5e,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b0002c3d6bcc9e4f4cc7a62db3591df11f2b94e7,citation
563dd34de81e2c2157b071fbd617642a9a831eed,91c3da98b6c2be76171b1f77b857b70996f86aed,citation
563dd34de81e2c2157b071fbd617642a9a831eed,b27e252bd8e0ec4be41c1525bc79ccef5004a0c4,citation
563dd34de81e2c2157b071fbd617642a9a831eed,50c58a3ebcc5b8f7a41ba1ff8f3b98ebd2fa8fb6,citation
563dd34de81e2c2157b071fbd617642a9a831eed,26d9bd021d400bd7b88fdc5d711f4c001cd3cd63,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1b4fbed9d228e9e749bde337c93a68c0833fbdc1,citation
563dd34de81e2c2157b071fbd617642a9a831eed,0121c2f1614d772eae925bffa2475c35a98109eb,citation
563dd34de81e2c2157b071fbd617642a9a831eed,a37e2fe36472ad262aa683db726a7f5f22563521,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c24f3bf983f27a3eaabe70b9e520076ad4a53e6d,citation
563dd34de81e2c2157b071fbd617642a9a831eed,846439f5189f261e3320635e4077eca5ec4ed270,citation
563dd34de81e2c2157b071fbd617642a9a831eed,d1a4d610e44ad0405df01df7495400fa907bb98b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,46537eea0f5a2a7b57a2f9ead9ee0cb8e8905b79,citation
563dd34de81e2c2157b071fbd617642a9a831eed,1ab9b99d9f426eea0ad2e81d4697d743833a795b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,44b999887283c061bccf2efd069185951db33d78,citation
563dd34de81e2c2157b071fbd617642a9a831eed,75f7b0ce9f5183bb4c66266553889c8665e79f2f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c9b10fbcc4f6a0a201a70911b987b622c0196554,citation
563dd34de81e2c2157b071fbd617642a9a831eed,13a315a551da69ad37d1a61ed7e634324c757db4,citation
563dd34de81e2c2157b071fbd617642a9a831eed,a76250c95885f254cea9203521a1dc33c3e3c55b,citation
563dd34de81e2c2157b071fbd617642a9a831eed,5767080040df85d2a19beb02c9c42469d35e08b8,citation
563dd34de81e2c2157b071fbd617642a9a831eed,9e1cfbf9aa61b1fee5e687c05c288b719353312a,citation
563dd34de81e2c2157b071fbd617642a9a831eed,2f9b4d4a9fc45805c4bac74c78973fa6ec3a9b54,citation
563dd34de81e2c2157b071fbd617642a9a831eed,bc07c4e68f78b594b1b926ff1f3ee8d6b2a11efe,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7644057f13b7f7942d95940a27dd9c1f743c7a06,citation
563dd34de81e2c2157b071fbd617642a9a831eed,7d09d40fad47eee2359ffb5edf5efacf978d0ba9,citation
563dd34de81e2c2157b071fbd617642a9a831eed,c665be0bc4a97b990d7c0a2f7efb7bc4308a136f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,94c4ba7246f781632aa68ca5b1acff0fdbb2d92f,citation
563dd34de81e2c2157b071fbd617642a9a831eed,8ea93d72376a7f7a586fa7a1ec79fb5e8ddd8895,citation
563dd34de81e2c2157b071fbd617642a9a831eed,36f1ebf27e431ce95f4482eb8283a3afbfffd630,citation
563dd34de81e2c2157b071fbd617642a9a831eed,4452c915eb4c2bc0295ca74c409307cd1df690ff,citation
563dd34de81e2c2157b071fbd617642a9a831eed,cb4e31439abca90f65a42ae20b829cbea869f9b1,citation
563dd34de81e2c2157b071fbd617642a9a831eed,36e4ee5d6af96beebfc29ff5d02c2ecc1f747645,citation
563dd34de81e2c2157b071fbd617642a9a831eed,091af42a5821d7d7eb707cee406d2eed0d445bce,citation
563dd34de81e2c2157b071fbd617642a9a831eed,30996de2406dc2495878c649f287bf5db4269a52,citation
563dd34de81e2c2157b071fbd617642a9a831eed,8fc6954776f92ee164640acf864ad8a73fc1dfac,citation
563dd34de81e2c2157b071fbd617642a9a831eed,4be5b3f47debf219e01ff9d226bff3442a3b3aa2,citation
563dd34de81e2c2157b071fbd617642a9a831eed,fa44c293d9c0a55ddfdfdda404e5bacf86663076,citation
563dd34de81e2c2157b071fbd617642a9a831eed,42791e105af37aab7d2e3144e23619e3731bfa0a,citation
