author_1,author_2,weight
145502062,2255323182,1
145502062,40306765,1
145081012,2431887,10
145081012,48436657,2
145081012,143697638,2
145081012,1792042,5
145081012,1772342,5
145081012,40077116,1
145081012,30482845,1
145081012,1774209,1
145081012,1790125,1
145081012,1754105,1
145081012,1792326,1
145081012,37726434,1
145081012,1792947,1
145081012,144218139,1
145081012,33783361,1
145081012,1809553,1
145081012,1768033,1
145081012,38701217,6
145081012,144195767,2
145081012,1782963,1
145081012,36503437,3
145081012,1761695,1
145081012,1793216,2
145081012,1699926,2
145081012,145207020,3
145081012,2371811,2
145081012,8736619,1
145081012,40842652,1
145081012,8579236,1
145081012,144543011,1
145081012,120210446,1
145081012,107623830,1
145081012,9565302,1
145081012,2076588,3
145081012,79899557,1
145081012,2161154755,1
145081012,2761811,2
145081012,47156841,3
145081012,39084933,1
145081012,2275184728,2
145081012,2722356,2
145081012,35070157,1
145081012,46557378,1
145081012,46655948,1
145081012,2250217374,2
145081012,39473364,1
145081012,150201224,1
145081012,152883132,1
145081012,3200697,1
145081012,153561857,1
145081012,2051741434,1
145081012,2918196,1
145081012,2118338393,1
145081012,49205243,1
145081012,1396068894,1
145081012,1818922,1
145081012,1736813,1
145081012,6003233,1
145081012,2146113922,1
145081012,2214204,1
145081012,1772918,1
145081012,2158112540,1
145081012,2287832440,2
145081012,1718203,2
145081012,1600570032,2
145081012,2090700,3
145081012,2433461,1
145081012,72021062,1
145081012,1388340317,2
145081012,2496338,2
145081012,2592776,1
145081012,47832777,1
145081012,2901654,1
145081012,2145438,1
145081012,2074809719,1
145081012,2097523,2
145081012,33928001,1
145081012,46205525,1
145081012,2106841357,1
145081012,145161513,1
145081012,93490977,1
145081012,1906892,1
145081012,145919954,1
145081012,49902832,1
145081012,11526470,1
145081012,2202802,1
145081012,2941745,1
145081012,2046813,1
145081012,34603347,1
145081012,2396854,1
145081012,1695792,1
2431887,48436657,2
2431887,143697638,2
2431887,1792042,6
2431887,1772342,5
2431887,40077116,1
2431887,30482845,1
2431887,1774209,1
2431887,1790125,1
2431887,1754105,1
2431887,1792326,1
2431887,37726434,1
2431887,1792947,1
2431887,144218139,1
2431887,33783361,1
2431887,1809553,1
2431887,1768033,1
2431887,38701217,7
2431887,144195767,2
2431887,1782963,1
2431887,36503437,3
2431887,1761695,1
2431887,1793216,3
2431887,1699926,2
2431887,145207020,3
2431887,2371811,3
2431887,8736619,1
2431887,40842652,1
2431887,8579236,1
2431887,144543011,1
2431887,120210446,1
2431887,107623830,1
2431887,9565302,2
2431887,2076588,5
2431887,79899557,2
2431887,2161154755,1
2431887,2761811,2
2431887,47156841,3
2431887,39084933,1
2431887,2275184728,2
2431887,2722356,2
2431887,35070157,1
2431887,46557378,1
2431887,46655948,1
2431887,2250217374,2
2431887,39473364,1
2431887,150201224,1
2431887,152883132,1
2431887,3200697,1
2431887,153561857,1
2431887,2051741434,1
2431887,2918196,2
2431887,2118338393,1
2431887,49205243,1
