author_1,author_2,weight
1406193129,39067672,1
1406193129,1600160488,1
1406193129,2154898018,1
1406193129,6111728,1
1406193129,3134596,1
1406193129,2065397046,1
1406193129,2277912,1
1406193129,2116108808,1
1406193129,2298881675,1
1406193129,2261746045,1
1406193129,2261748334,1
1406193129,2268495239,1
1406193129,2118384359,1
1406193129,2109372409,1
1406193129,2118824833,1
1406193129,2152190430,1
1406193129,151389936,1
1406193129,2066071,1
1406193129,2108013123,1
1406193129,1398461214,1
1406193129,2712401,1
1406193129,48299334,1
1406193129,27103730,1
1406193129,143758236,1
41124209,2152541203,25
41124209,2354331143,5
41124209,2092627229,17
41124209,14972923,14
41124209,1926231262,7
41124209,2074629469,3
41124209,2122374817,18
41124209,6598643,19
41124209,1397852111,18
41124209,145536550,18
41124209,41130241,22
41124209,5056982,22
41124209,2238799118,2
41124209,2243372740,2
41124209,3173442,4
41124209,84308351,3
41124209,31421132,18
41124209,3010969,3
41124209,22296032,6
41124209,152772071,17
41124209,2108734,19
41124209,2007483498,4
41124209,2007692704,6
41124209,41131456,5
41124209,2250498183,9
41124209,2282471854,1
41124209,12959139,4
41124209,2331987261,1
41124209,2056371649,4
41124209,1926285994,4
41124209,1926771547,2
41124209,1926340513,3
41124209,41134221,3
41124209,2324073396,1
41124209,2332306797,1
41124209,7325235,1
41124209,40383891,1
41124209,40584201,13
41124209,49345106,12
41124209,3988776,13
41124209,9787230,12
41124209,1396398049,12
41124209,144348673,13
41124209,1700529,6
41124209,40047816,4
41124209,8311185,12
41124209,152750629,13
41124209,2066488749,12
41124209,2072616109,15
41124209,50144273,7
41124209,2122355679,2
41124209,1579775589,16
41124209,2072782593,14
41124209,2158258070,11
41124209,49688913,8
41124209,120175502,12
41124209,47330620,14
41124209,1926235266,14
41124209,9284143,7
41124209,2341872654,5
41124209,49839819,7
41124209,1840375,19
41124209,120774631,13
41124209,6537565,13
41124209,48128495,9
41124209,1739838,9
41124209,46567235,7
41124209,51079681,10
41124209,2122369388,1
41124209,2105869322,1
41124209,2122359326,4
41124209,51429918,6
41124209,4971784,1
41124209,3609151,4
41124209,1926228857,3
41124209,2122369373,2
41124209,2122369400,1
41124209,1576368250,1
41124209,1924842078,2
41124209,51107585,1
41124209,1926318518,3
41124209,11354920,1
41124209,4330752,2
41124209,144603847,1
41124209,2122359289,1
41124209,83672784,1
41124209,50095217,3
41124209,2133856545,1
41124209,143939138,1
41124209,144334775,4
41124209,49980839,1
41124209,144416314,3
41124209,2107720438,1
41124209,1926285936,3
41124209,150067700,1
41124209,145397416,1
41124209,2053898582,1
41124209,2147265302,3
41124209,2211745973,3
41124209,2211745187,3
41124209,36067701,2
41124209,1605998470,3
41124209,52007649,1
41124209,2215296,1
41124209,2179024879,2
41124209,40961045,2
41124209,1916423,2
41124209,1970917,6
41124209,7508200,2
41124209,50975727,2
41124209,1777618,2
41124209,81203260,2
41124209,3500210,2
41124209,2053444469,1
41124209,5447385,2
41124209,2378401682,1
41124209,2250918107,1
41124209,113211032,1
41124209,2218690876,1
41124209,48691104,2
41124209,3507536,2
41124209,104423300,1
41124209,2194809,1
41124209,39021791,2
41124209,38987729,1
41124209,2197168429,1
41124209,46909391,1
41124209,144813790,1
41124209,35024991,1
41124209,48370955,2
41124209,2004120,2
41124209,2242871312,6
41124209,2254043701,5
41124209,2215464977,3
41124209,6081263,3
41124209,2237777880,3
41124209,2306349195,3
41124209,2387879053,2
41124209,2387910100,2
41124209,2354330827,3
41124209,2115488282,1
41124209,2256780972,2
41124209,6219018,3
41124209,150008573,1
41124209,2211752112,1
41124209,2147265300,1
41124209,39818565,1
41124209,2226206392,1
41124209,2226149481,1
41124209,1995573509,1
41124209,2062947008,1
41124209,2226139392,1
41124209,51292941,2
41124209,2116507701,1
41124209,2333407206,1
41124209,2161409274,2
41124209,148421508,1
41124209,2265588859,2
41124209,120252442,1
41124209,2201708388,1
41124209,3466411,1
41124209,2048198195,1
41124209,1572538698,1
41124209,2086739278,1
41124209,2258951095,1
41124209,2151857497,1
41124209,7587012,1
41124209,2118524593,1
41124209,2440529709,1
41124209,2042055808,1
41124209,51289615,1
41124209,2220893514,1
41124209,2375004449,1
41124209,2090766695,1
41124209,2348206616,1
41124209,2363606721,1
41124209,2163865940,1
41124209,2221073892,2
41124209,2323988760,1
41124209,2366610926,1
41124209,2305590831,1
41124209,2305591943,1
41124209,2375087017,1
41124209,2375004551,1
41124209,2301247945,1
41124209,2284996409,1
41124209,3437785,1
41124209,2318288618,1
41124209,2292382334,1
41124209,2371077594,1
41124209,2334327468,1
41124209,2375004399,1
41124209,2053253094,1
41124209,2441346083,1
41124209,2139914531,1
41124209,117055205,1
41124209,2280335288,1
41124209,2323986971,1
41124209,69546104,1
41124209,2258950624,1
41124209,2258951604,1
41124209,2258951615,1
41124209,2258949163,1
41124209,2324123384,1
41124209,2109726851,2
41124209,2284996868,1
41124209,4509574,1
41124209,2284996340,1
41124209,2323989130,1
41124209,2378187776,1
41124209,2322501282,1
41124209,2292382330,1
41124209,2219780148,1
41124209,145196228,2
41124209,33139122,2
41124209,38626526,1
41124209,39962349,1
41124209,2323988956,1
41124209,4662002,1
41124209,2314917988,1
41124209,2314918509,1
41124209,2836042,1
41124209,145776127,3
41124209,2237783553,1
41124209,2310186242,1
41124209,30655726,2
41124209,2596897,1
41124209,2258950765,1
41124209,7667018,2
41124209,2054896876,1
41124209,145739913,1
41124209,2155262341,1
41124209,2221073635,1
41124209,2028241054,2
41124209,1752533079,1
41124209,1890094,1
41124209,35571193,1
41124209,2261400608,1
41124209,2190472040,1
41124209,2308074395,1
41124209,1403795782,1
41124209,2354638452,2
41124209,2256781036,1
41124209,2387226301,1
41124209,7997808,1
41124209,2333511945,1
41124209,6880965,1
41124209,1926231192,1
41124209,1579777445,1
41124209,2308460825,1
41124209,4518441,1
41124209,93513284,1
41124209,39067672,1
41124209,1600160488,1
41124209,2154898018,1
41124209,6111728,1
41124209,3134596,1
41124209,2065397046,1
41124209,2277912,1
41124209,2116108808,1
41124209,2298881675,1
41124209,2261746045,1
41124209,2261748334,1
41124209,2268495239,1
2152541203,2354331143,5
2152541203,2092627229,16
2152541203,14972923,14
2152541203,1926231262,7
2152541203,2074629469,3
2152541203,2122374817,17
2152541203,6598643,18
2152541203,1397852111,17
2152541203,145536550,17
2152541203,41130241,21
2152541203,5056982,21
2152541203,2238799118,2
2152541203,2243372740,2
2152541203,3173442,4
2152541203,84308351,3
2152541203,31421132,18
2152541203,3010969,3
2152541203,22296032,6
2152541203,152772071,16
2152541203,2108734,18
2152541203,2007483498,4
2152541203,2007692704,6
2152541203,41131456,5
2152541203,2250498183,9
2152541203,2282471854,1
2152541203,12959139,4
2152541203,2331987261,1
2152541203,2056371649,4
2152541203,1926285994,4
2152541203,1926771547,2
2152541203,1926340513,3
2152541203,41134221,3
2152541203,2324073396,1
2152541203,2332306797,1
2152541203,7325235,1
2152541203,40383891,1
2152541203,40584201,12
2152541203,49345106,12
2152541203,3988776,12
2152541203,9787230,11
2152541203,1396398049,11
2152541203,144348673,12
2152541203,1700529,5
2152541203,40047816,4
2152541203,8311185,11
2152541203,152750629,12
2152541203,2066488749,11
2152541203,2072616109,15
2152541203,50144273,7
2152541203,2122355679,2
2152541203,1579775589,15
2152541203,2072782593,13
2152541203,2158258070,11
2152541203,49688913,7
2152541203,120175502,11
2152541203,47330620,13
2152541203,1926235266,13
2152541203,9284143,7
2152541203,2341872654,5
2152541203,49839819,7
2152541203,1840375,18
2152541203,120774631,12
2152541203,6537565,13
2152541203,48128495,9
2152541203,1739838,9
2152541203,46567235,6
2152541203,51079681,9
2152541203,2122369388,1
2152541203,2105869322,1
2152541203,2122359326,4
2152541203,51429918,6
2152541203,4971784,1
2152541203,3609151,3
2152541203,1926228857,3
2152541203,2122369373,2
2152541203,2122369400,1
2152541203,1576368250,1
2152541203,1924842078,2
2152541203,51107585,1
2152541203,1926318518,3
2152541203,11354920,1
2152541203,4330752,2
2152541203,144603847,1
2152541203,2122359289,1
2152541203,83672784,1
2152541203,50095217,3
2152541203,2133856545,1
2152541203,143939138,1
2152541203,144334775,4
2152541203,49980839,1
2152541203,144416314,2
2152541203,2107720438,1
2152541203,1926285936,3
2152541203,150067700,1
2152541203,145397416,1
2152541203,2053898582,1
2152541203,2147265302,3
2152541203,2211745973,3
2152541203,2211745187,3
2152541203,36067701,2
2152541203,1605998470,3
2152541203,52007649,1
2152541203,2215296,1
2152541203,2179024879,2
2152541203,40961045,2
2152541203,1916423,2
2152541203,1970917,6
2152541203,7508200,2
2152541203,2140597639,1
2152541203,40170078,2
2152541203,39856948,1
2152541203,4652926,1
2152541203,2243237839,2
2152541203,2144572725,2
2152541203,2375087031,1
2152541203,2243263227,2
2152541203,2252993630,2
2152541203,65931428,1
2152541203,38987729,1
2152541203,2197168429,1
2152541203,46909391,1
2152541203,144813790,1
2152541203,35024991,1
2152541203,48370955,2
2152541203,2004120,2
2152541203,2242871312,6
2152541203,2254043701,5
2152541203,2215464977,3
2152541203,6081263,3
2152541203,2237777880,3
2152541203,2306349195,3
2152541203,2387879053,2
2152541203,2387910100,2
2152541203,2354330827,3
2152541203,2115488282,1
2152541203,2256780972,2
2152541203,6219018,3
2152541203,2249361687,1
2152541203,2149234710,1
2152541203,49960328,1
2152541203,2392416802,1
2152541203,2256138558,1
2152541203,47969327,1
2152541203,6197495,1
2152541203,153352772,1
2152541203,2289862332,1
2152541203,2242367046,1
2152541203,40635575,1
2152541203,150008573,1
2152541203,2211752112,1
2152541203,2147265300,1
2152541203,39818565,1
2152541203,2226206392,1
2152541203,2226149481,1
2152541203,1995573509,1
2152541203,2062947008,1
2152541203,2226139392,1
2152541203,51292941,2
2152541203,2116507701,1
2152541203,2333407206,1
2152541203,2161409274,2
2152541203,148421508,1
2152541203,2265588859,2
2152541203,120252442,1
2152541203,2201708388,1
2152541203,3466411,1
2152541203,2048198195,1
2152541203,1572538698,1
2152541203,2086739278,1
2152541203,2258951095,1
2152541203,2151857497,1
2152541203,7587012,1
2152541203,2118524593,1
2152541203,2440529709,1
2152541203,2042055808,1
2152541203,51289615,1
2152541203,2220893514,1
2152541203,2375004449,1
2152541203,2090766695,1
2152541203,2348206616,1
2152541203,2363606721,1
2152541203,2163865940,1
2152541203,2221073892,2
2152541203,2323988760,1
2152541203,2366610926,1
2152541203,2305590831,1
2152541203,2305591943,1
2152541203,2375087017,1
2152541203,2375004551,1
2152541203,2301247945,1
2152541203,2284996409,1
2152541203,3437785,1
2152541203,2318288618,1
2152541203,2292382334,1
2152541203,2371077594,1
2152541203,2334327468,1
2152541203,2375004399,1
2152541203,2053253094,1
2152541203,2441346083,1
2152541203,2139914531,1
2152541203,117055205,1
2152541203,2280335288,1
2152541203,2323986971,1
2152541203,69546104,1
2152541203,2258950624,1
2152541203,2258951604,1
2152541203,2258951615,1
2152541203,2258949163,1
2152541203,2324123384,1
2152541203,2109726851,2
2152541203,2284996868,1
2152541203,4509574,1
2152541203,2284996340,1
2152541203,2323989130,1
2152541203,2378187776,1
2152541203,2322501282,1
2152541203,2292382330,1
2152541203,2219780148,1
2152541203,145196228,2
2152541203,33139122,2
2152541203,38626526,1
2152541203,39962349,1
2152541203,2323988956,1
2152541203,4662002,1
2152541203,2314917988,1
2152541203,2314918509,1
2152541203,2836042,1
2152541203,145776127,3
2152541203,2237783553,1
2152541203,2310186242,1
2152541203,30655726,2
2152541203,2596897,1
2152541203,2258950765,1
2152541203,7667018,2
2152541203,2054896876,1
2152541203,145739913,1
2152541203,2155262341,1
2152541203,2221073635,1
2152541203,2028241054,2
2152541203,1752533079,1
2152541203,1890094,1
2152541203,35571193,1
2152541203,50975727,1
2152541203,1777618,1
2152541203,81203260,1
2152541203,3500210,1
2152541203,2261400608,1
2152541203,5447385,1
2152541203,48691104,1
2152541203,3507536,1
2152541203,2190472040,1
2152541203,2308074395,1
2152541203,39021791,1
2152541203,1403795782,1
2152541203,2354638452,2
2152541203,2256781036,1
2152541203,2387226301,1
2152541203,7997808,1
2152541203,2333511945,1
2152541203,6880965,1
2152541203,1926231192,1
2152541203,1579777445,1
2152541203,2308460825,1
2152541203,4518441,1
2152541203,93513284,1
2152541203,39067672,1
2152541203,1600160488,1
2152541203,2154898018,1
2152541203,6111728,1
2152541203,3134596,1
2152541203,2065397046,1
2152541203,2277912,1
2152541203,2116108808,1
2152541203,2298881675,1
2152541203,2261746045,1
2152541203,2261748334,1
2152541203,2268495239,1
2152541203,2118384359,1
2152541203,2109372409,1
2152541203,2118824833,1
2152541203,2152190430,1
2152541203,151389936,1
2152541203,2066071,1
2152541203,2108013123,1
2152541203,1398461214,1
2152541203,2712401,1
2152541203,48299334,1
2152541203,27103730,1
2152541203,143758236,1
2354331143,2092627229,2
2354331143,14972923,5
2354331143,1926231262,3
2354331143,2074629469,2
2354331143,2122374817,3
2354331143,6598643,3
2354331143,1397852111,2
2354331143,145536550,2
2354331143,41130241,2
2354331143,5056982,5
2354331143,2238799118,1
2354331143,2243372740,1
2354331143,38987729,1
2354331143,2197168429,1
2354331143,46909391,1
2354331143,144813790,1
2354331143,35024991,1
2354331143,48370955,1
2354331143,2004120,2
2354331143,2215464977,2
2354331143,6081263,2
2354331143,2237777880,2
2354331143,2306349195,2
2354331143,2387879053,1
2354331143,1840375,3
2354331143,2387910100,1
2354331143,2354330827,2
2354331143,2115488282,1
2354331143,2256780972,2
2354331143,6219018,2
2354331143,51292941,1
2354331143,2116507701,1
2354331143,2333407206,1
2354331143,2161409274,1
2354331143,148421508,1
2354331143,2265588859,1
2354331143,120252442,1
2354331143,2201708388,1
2354331143,3466411,1
2354331143,2056371649,1
2354331143,2048198195,1
2354331143,1572538698,1
2354331143,2086739278,1
2354331143,2258951095,1
2354331143,2151857497,1
2354331143,7587012,1
2354331143,2118524593,1
2354331143,2440529709,1
2354331143,2042055808,1
2354331143,51289615,1
2354331143,2220893514,1
2354331143,2375004449,1
2354331143,2090766695,1
2354331143,2348206616,1
2354331143,2363606721,1
2354331143,2163865940,1
2354331143,6537565,1
2354331143,41131456,1
2354331143,41134221,1
2354331143,2221073892,1
2354331143,2323988760,1
2354331143,2366610926,1
2354331143,2305590831,1
2354331143,2305591943,1
2354331143,2375087017,1
2354331143,2375004551,1
2354331143,2301247945,1
2354331143,2284996409,1
2354331143,3437785,1
2354331143,2318288618,1
2354331143,2292382334,1
2354331143,2371077594,1
2354331143,2334327468,1
2354331143,2375004399,1
2354331143,2053253094,1
2354331143,2441346083,1
2354331143,2139914531,1
2354331143,1926228857,1
2354331143,1926285936,1
2354331143,1926285994,1
2354331143,2072616109,2
2354331143,117055205,1
2354331143,2280335288,1
2354331143,2323986971,1
2354331143,69546104,1
2354331143,2007692704,1
2354331143,2258950624,1
2354331143,2258951604,1
2354331143,2258951615,1
2354331143,2258949163,1
2354331143,2324123384,1
2354331143,2109726851,1
2354331143,2284996868,1
2354331143,4509574,1
2354331143,2284996340,1
2354331143,2323989130,1
2354331143,2378187776,1
2354331143,2322501282,1
2354331143,2292382330,1
2354331143,2219780148,1
2354331143,145196228,1
2354331143,33139122,1
2354331143,38626526,1
2354331143,39962349,1
2354331143,2323988956,1
2354331143,4662002,1
2354331143,2314917988,1
2354331143,2314918509,1
2354331143,2250498183,1
2354331143,2836042,1
2354331143,145776127,1
2354331143,2237783553,1
2354331143,2310186242,1
2354331143,2116108808,1
2354331143,2354638452,1
2092627229,14972923,6
2092627229,1926231262,6
2092627229,2074629469,3
2092627229,2122374817,16
2092627229,6598643,17
2092627229,1397852111,17
2092627229,145536550,17
2092627229,41130241,17
2092627229,5056982,17
2092627229,2238799118,2
2092627229,2243372740,2
2092627229,40584201,12
2092627229,49345106,11
2092627229,3988776,12
2092627229,9787230,11
2092627229,1396398049,11
2092627229,144348673,12
2092627229,1700529,6
2092627229,40047816,4
2092627229,8311185,11
2092627229,152750629,12
2092627229,2066488749,11
2092627229,2072616109,12
2092627229,50144273,7
2092627229,2122355679,2
2092627229,1579775589,14
2092627229,2072782593,13
2092627229,2158258070,10
2092627229,49688913,8
2092627229,120175502,11
2092627229,47330620,13
2092627229,1926235266,13
2092627229,9284143,7
2092627229,2341872654,5
2092627229,49839819,7
2092627229,1840375,14
2092627229,2108734,14
2092627229,152772071,12
2092627229,120774631,12
2092627229,31421132,13
2092627229,6537565,11
2092627229,48128495,9
2092627229,1739838,9
2092627229,46567235,7
2092627229,51079681,9
2092627229,2122369388,1
2092627229,2105869322,1
2092627229,2122359326,4
2092627229,51429918,6
2092627229,4971784,1
2092627229,3609151,4
2092627229,1926228857,2
2092627229,1926340513,2
2092627229,2122369373,2
2092627229,2122369400,1
2092627229,1576368250,1
2092627229,1924842078,2
2092627229,51107585,1
2092627229,1926318518,3
2092627229,11354920,1
2092627229,4330752,2
2092627229,144603847,1
2092627229,2122359289,1
2092627229,83672784,1
2092627229,2056371649,2
2092627229,41131456,2
2092627229,50095217,3
2092627229,2133856545,1
2092627229,143939138,1
2092627229,144334775,4
2092627229,49980839,1
2092627229,144416314,3
2092627229,2107720438,1
2092627229,1926285936,2
2092627229,1926285994,2
2092627229,150067700,1
2092627229,22296032,2
2092627229,145397416,1
2092627229,2053898582,1
2092627229,2147265302,3
2092627229,2211745973,3
2092627229,2211745187,3
2092627229,36067701,2
2092627229,1605998470,2
2092627229,52007649,1
2092627229,2215296,1
2092627229,2179024879,2
2092627229,40961045,2
2092627229,1916423,2
2092627229,1970917,6
2092627229,7508200,2
2092627229,50975727,2
2092627229,1777618,2
2092627229,81203260,2
2092627229,3500210,2
2092627229,2053444469,1
2092627229,5447385,2
2092627229,2378401682,1
2092627229,2250918107,1
2092627229,113211032,1
2092627229,2218690876,1
2092627229,48691104,2
2092627229,3507536,2
2092627229,104423300,1
2092627229,2194809,1
2092627229,39021791,2
2092627229,38987729,1
2092627229,2197168429,1
2092627229,46909391,1
2092627229,144813790,1
2092627229,35024991,1
2092627229,48370955,2
2092627229,2004120,1
2092627229,2242871312,5
2092627229,2250498183,6
2092627229,2254043701,4
2092627229,150008573,1
2092627229,2211752112,1
2092627229,2147265300,1
2092627229,39818565,1
2092627229,2596897,1
2092627229,2161409274,1
2092627229,2258950765,1
2092627229,7667018,2
2092627229,2054896876,1
2092627229,145739913,1
2092627229,33139122,1
2092627229,2155262341,1
2092627229,2221073635,1
2092627229,2221073892,1
2092627229,2265588859,1
2092627229,2028241054,2
2092627229,2007692704,1
2092627229,41134221,1
2092627229,51292941,1
2092627229,1752533079,1
2092627229,1890094,1
2092627229,35571193,1
2092627229,145196228,1
2092627229,145776127,2
2092627229,2261400608,1
2092627229,2190472040,1
2092627229,2308074395,1
2092627229,7997808,1
2092627229,2333511945,1
2092627229,6880965,1
2092627229,1926231192,1
2092627229,2109726851,1
2092627229,1579777445,1
2092627229,1926771547,1
2092627229,2308460825,1
2092627229,4518441,1
2092627229,93513284,1
2092627229,39067672,1
2092627229,1600160488,1
2092627229,2154898018,1
2092627229,6111728,1
2092627229,3134596,1
2092627229,2065397046,1
2092627229,2277912,1
2092627229,2298881675,1
2092627229,2261746045,1
2092627229,2261748334,1
2092627229,2268495239,1
14972923,1926231262,6
14972923,2074629469,3
14972923,2122374817,6
14972923,6598643,7
14972923,1397852111,6
14972923,145536550,6
14972923,41130241,10
14972923,5056982,11
14972923,2238799118,2
14972923,2243372740,2
14972923,3173442,4
14972923,84308351,3
14972923,31421132,8
14972923,3010969,3
14972923,22296032,5
14972923,152772071,6
14972923,2108734,7
14972923,2007483498,4
14972923,2007692704,6
14972923,41131456,4
14972923,2250498183,4
14972923,2282471854,1
14972923,12959139,4
14972923,2331987261,1
14972923,2056371649,3
14972923,1926285994,3
14972923,1926771547,2
14972923,1926340513,2
14972923,41134221,3
14972923,2324073396,1
14972923,2332306797,1
14972923,7325235,1
14972923,40383891,1
14972923,13576513,1
14972923,38987729,1
14972923,2197168429,1
14972923,46909391,1
14972923,144813790,1
14972923,35024991,1
14972923,48370955,2
14972923,2004120,2
14972923,2215464977,3
14972923,6081263,3
14972923,2237777880,3
14972923,2306349195,3
14972923,2387879053,2
14972923,1840375,7
14972923,2387910100,2
14972923,2354330827,3
14972923,2115488282,1
14972923,2256780972,2
14972923,6219018,3
14972923,51292941,2
14972923,2116507701,1
14972923,2333407206,1
14972923,2161409274,2
14972923,148421508,1
14972923,2265588859,2
14972923,120252442,1
14972923,2201708388,1
14972923,3466411,1
14972923,2048198195,1
14972923,1572538698,1
14972923,2086739278,1
14972923,2258951095,1
14972923,2151857497,1
14972923,7587012,1
14972923,2118524593,1
14972923,2440529709,1
14972923,2042055808,1
14972923,51289615,1
14972923,2220893514,1
14972923,2375004449,1
14972923,2090766695,1
14972923,2348206616,1
14972923,2363606721,1
14972923,2163865940,1
14972923,6537565,3
14972923,2221073892,2
14972923,2323988760,1
14972923,2366610926,1
14972923,2305590831,1
14972923,2305591943,1
14972923,2375087017,1
14972923,2375004551,1
14972923,2301247945,1
14972923,2284996409,1
14972923,3437785,1
14972923,2318288618,1
14972923,2292382334,1
14972923,2371077594,1
14972923,2334327468,1
14972923,2375004399,1
14972923,2053253094,1
14972923,2441346083,1
14972923,2139914531,1
14972923,1926228857,2
14972923,1926285936,2
14972923,2072616109,4
14972923,117055205,1
14972923,2280335288,1
14972923,2323986971,1
14972923,69546104,1
14972923,2258950624,1
14972923,2258951604,1
14972923,2258951615,1
14972923,2258949163,1
14972923,2324123384,1
14972923,2109726851,2
14972923,2284996868,1
14972923,4509574,1
14972923,2284996340,1
14972923,2323989130,1
14972923,2378187776,1
14972923,2322501282,1
14972923,2292382330,1
14972923,2219780148,1
14972923,145196228,2
14972923,33139122,2
14972923,38626526,1
14972923,39962349,1
14972923,2323988956,1
14972923,4662002,1
14972923,2314917988,1
14972923,2314918509,1
14972923,2836042,1
14972923,145776127,3
14972923,2237783553,1
14972923,2310186242,1
14972923,30655726,2
14972923,2258950765,1
14972923,7667018,2
14972923,2054896876,1
14972923,145739913,1
14972923,2155262341,1
14972923,1579775589,4
14972923,2122369373,1
14972923,1926318518,2
14972923,2221073635,1
14972923,2028241054,2
14972923,47330620,2
14972923,1926235266,2
14972923,2242871312,1
14972923,2072782593,2
14972923,1752533079,1
14972923,1890094,1
14972923,35571193,1
14972923,1403795782,1
14972923,2354638452,2
14972923,2256781036,1
14972923,2387226301,1
14972923,7997808,1
14972923,49688913,1
14972923,2333511945,1
14972923,6880965,1
14972923,1926231192,1
14972923,1579777445,1
14972923,1924842078,1
14972923,2308460825,1
14972923,40584201,1
14972923,4518441,1
14972923,93513284,1
14972923,39067672,1
14972923,1600160488,1
14972923,49345106,1
14972923,8311185,1
14972923,152750629,1
14972923,144348673,1
14972923,3988776,1
14972923,2154898018,1
14972923,6111728,1
14972923,3134596,1
14972923,120774631,1
14972923,1970917,1
14972923,2065397046,1
14972923,40047816,1
14972923,48128495,1
14972923,1739838,1
14972923,2277912,1
14972923,46567235,1
14972923,51079681,1
14972923,2116108808,1
1926231262,2074629469,3
1926231262,2122374817,8
1926231262,6598643,7
1926231262,1397852111,6
1926231262,145536550,6
1926231262,41130241,6
1926231262,5056982,8
1926231262,2238799118,2
1926231262,2243372740,2
1926231262,2161409274,5
1926231262,3466411,2
1926231262,51292941,3
1926231262,2333407206,2
1926231262,2405131975,1
1926231262,2247178235,1
1926231262,2056371649,5
1926231262,6537565,7
1926231262,1926285936,5
1926231262,2139914531,4
1926231262,1926285994,5
1926231262,2007692704,3
1926231262,41134221,3
1926231262,2007483498,1
1926231262,41131456,5
1926231262,2448929308,1
1926231262,2448929305,1
1926231262,2450724385,1
1926231262,2261404625,2
1926231262,145776127,6
1926231262,2122369388,1
1926231262,2105869322,1
1926231262,40584201,1
1926231262,49345106,1
1926231262,3988776,1
1926231262,2122359326,1
1926231262,51429918,1
1926231262,51079681,1
1926231262,50144273,1
1926231262,4971784,1
1926231262,2122355679,1
1926231262,3609151,1
1926231262,1579775589,4
1926231262,1926228857,5
1926231262,2072782593,3
1926231262,9787230,1
1926231262,1396398049,1
1926231262,1926340513,2
1926231262,2122369373,2
1926231262,2158258070,1
1926231262,144348673,1
1926231262,2122369400,1
1926231262,1576368250,1
1926231262,49688913,2
1926231262,120175502,1
1926231262,1924842078,2
1926231262,47330620,3
1926231262,51107585,1
1926231262,1926235266,3
1926231262,1926318518,3
1926231262,11354920,1
1926231262,9284143,1
1926231262,4330752,1
1926231262,49839819,1
1926231262,1840375,4
1926231262,144603847,1
1926231262,2122359289,1
1926231262,48128495,1
1926231262,83672784,1
1926231262,2108734,3
1926231262,50095217,1
1926231262,2133856545,1
1926231262,40047816,1
1926231262,143939138,1
1926231262,1739838,1
1926231262,152750629,1
1926231262,152772071,1
1926231262,144334775,1
1926231262,49980839,1
1926231262,144416314,1
1926231262,2107720438,1
1926231262,120774631,1
1926231262,31421132,3
1926231262,150067700,1
1926231262,22296032,2
1926231262,145397416,1
1926231262,2053898582,1
1926231262,2066488749,1
1926231262,38987729,1
1926231262,2197168429,1
1926231262,46909391,1
1926231262,144813790,1
1926231262,35024991,1
1926231262,48370955,2
1926231262,2004120,2
1926231262,2387910100,1
1926231262,2028241054,3
1926231262,2324210492,1
1926231262,2367139381,1
1926231262,7667018,3
1926231262,2258950765,2
1926231262,2091490313,1
1926231262,145739913,2
1926231262,33139122,3
1926231262,2155262341,2
1926231262,145196228,3
1926231262,2237997071,1
1926231262,2250498183,4
1926231262,2116507701,1
1926231262,148421508,1
1926231262,2265588859,2
1926231262,120252442,1
1926231262,2201708388,1
1926231262,2048198195,1
1926231262,1572538698,1
1926231262,2086739278,1
1926231262,2258951095,1
1926231262,2151857497,1
1926231262,7587012,1
1926231262,2118524593,1
1926231262,2440529709,1
1926231262,2042055808,1
1926231262,51289615,1
1926231262,2220893514,1
1926231262,2375004449,1
1926231262,2090766695,1
1926231262,2348206616,1
1926231262,2363606721,1
1926231262,2163865940,1
1926231262,2221073892,2
1926231262,2323988760,1
1926231262,2366610926,1
1926231262,2305590831,1
1926231262,2305591943,1
1926231262,2375087017,1
1926231262,2375004551,1
1926231262,2301247945,1
1926231262,2284996409,1
1926231262,3437785,1
1926231262,2318288618,1
1926231262,2292382334,1
1926231262,2371077594,1
1926231262,2334327468,1
1926231262,2375004399,1
1926231262,2053253094,1
1926231262,2441346083,1
1926231262,2072616109,3
1926231262,117055205,1
1926231262,2280335288,1
1926231262,2323986971,1
1926231262,69546104,1
1926231262,2258950624,1
1926231262,2258951604,1
1926231262,2258951615,1
1926231262,2258949163,1
1926231262,2324123384,1
1926231262,2109726851,2
1926231262,2284996868,1
1926231262,4509574,1
1926231262,2284996340,1
1926231262,2323989130,1
1926231262,2378187776,1
1926231262,2322501282,1
1926231262,2292382330,1
1926231262,2219780148,1
1926231262,38626526,1
1926231262,39962349,1
1926231262,2323988956,1
1926231262,4662002,1
1926231262,2314917988,1
1926231262,2314918509,1
1926231262,2836042,1
1926231262,2237783553,1
1926231262,2310186242,1
1926231262,2054896876,1
1926231262,2221073635,1
1926231262,2242871312,1
1926231262,1752533079,1
1926231262,1890094,1
1926231262,35571193,1
1926231262,7997808,1
1926231262,2333511945,1
1926231262,6880965,1
1926231262,1926231192,1
1926231262,1579777445,1
1926231262,1926771547,1
1926231262,2308460825,1
2074629469,2122374817,3
2074629469,6598643,3
2074629469,1397852111,3
2074629469,145536550,3
2074629469,41130241,3
2074629469,5056982,3
2074629469,2238799118,2
2074629469,2243372740,2
2074629469,38987729,1
2074629469,2197168429,1
2074629469,46909391,1
2074629469,144813790,1
2074629469,35024991,1
2074629469,48370955,2
2074629469,2004120,1
2074629469,2308460825,1
2074629469,1579775589,1
2074629469,2250498183,1
2122374817,6598643,20
2122374817,1397852111,17
2122374817,145536550,17
2122374817,41130241,17
2122374817,5056982,19
