paper_id,author_id,author_name,position,n_authors
2596fac45aba35a1c2ad91fe4451305c068a180a,2160753742,Sabrina Elbach,2,4
2596fac45aba35a1c2ad91fe4451305c068a180a,2372823,A. Tzika,3,4
3807f11438d87a5d5cb87861fe7fe01d4c21545b,2148717721,Erica Adezati,0,5
3807f11438d87a5d5cb87861fe7fe01d4c21545b,10712622,Melissa D. Thye,1,5
3807f11438d87a5d5cb87861fe7fe01d4c21545b,1404327934,A. Edmondson-Stait,2,5
3807f11438d87a5d5cb87861fe7fe01d4c21545b,3220443,J. Szaflarski,3,5
3807f11438d87a5d5cb87861fe7fe01d4c21545b,2502755,D. Mirman,4,5
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,15026570,Rebecca Voglewede,0,7
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,66468674,Kaeli Vandemark,1,7
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,123543491,A. M. Davidson,2,7
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,46258755,Annie Dewitt,3,7
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,2114609142,Marissa D. Heffler,4,7
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,13926142,Emma H. Trimmer,5,7
3910b13aa45a1d7a1352f2e9025d4be8c2d4fc4b,3848104,Ricardo Mostany,6,7
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,34629227,J. Owen,0,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,3101512,Yi-Ou Li,1,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,2158030222,Fanpei G. Yang,2,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,50641123,C. Shetty,3,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,3323371,Polina Bukshpun,4,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,46617308,S. Vora,5,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,2777586,Mari Wakahiro,6,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,2724628,L. Hinkley,7,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,1758601,S. Nagarajan,8,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,2638814,E. Sherr,9,11
9e3af7dcfd6b843e1ab8b85b78cdfb5b2947b970,3326940,P. Mukherjee,10,11
bbf1849d982a227df02e52a27c48710cb333a14f,4008147,A. Struck,0,7
bbf1849d982a227df02e52a27c48710cb333a14f,1402002443,Camille Garcia-Ramos,1,7
bbf1849d982a227df02e52a27c48710cb333a14f,6226596,K. Gjini,2,7
bbf1849d982a227df02e52a27c48710cb333a14f,2251543528,Jana E. Jones,3,7
bbf1849d982a227df02e52a27c48710cb333a14f,2271772213,Vivek Prabhakaran,4,7
bbf1849d982a227df02e52a27c48710cb333a14f,2077043,N. Adluru,5,7
bbf1849d982a227df02e52a27c48710cb333a14f,2286891662,Bruce P Hermann,6,7
577071a34054a591b4942c46032df7bb2c96fc13,2231387747,P. Kotlarz,0,6
577071a34054a591b4942c46032df7bb2c96fc13,35192428,K. Lankinen,1,6
577071a34054a591b4942c46032df7bb2c96fc13,2338398,M. Hakonen,2,6
577071a34054a591b4942c46032df7bb2c96fc13,2181904822,T. Turpin,3,6
577071a34054a591b4942c46032df7bb2c96fc13,79899557,J. Polimeni,4,6
577071a34054a591b4942c46032df7bb2c96fc13,2198327,J. Ahveninen,5,6
a0c14b2b5a32a8f247276d5f8a192ea16af02888,6571211,S. Petkoski,0,2
a0c14b2b5a32a8f247276d5f8a192ea16af02888,7597475,V. Jirsa,1,2
921afa7c3d5eca429a5c65c2b651b8ea292ba6f9,1824520,G. Shepherd,0,2
921afa7c3d5eca429a5c65c2b651b8ea292ba6f9,50767653,Naoki Yamawaki,1,2
431406c94590f4b529d299a19f615c857992a54d,101747998,I. Rigoni,0,13
431406c94590f4b529d299a19f615c857992a54d,1392703396,J. R. Queralt,1,13
431406c94590f4b529d299a19f615c857992a54d,1381576544,K. Glomb,2,13
431406c94590f4b529d299a19f615c857992a54d,40439592,M. Preti,3,13
431406c94590f4b529d299a19f615c857992a54d,8379528,N. Roehri,4,13
431406c94590f4b529d299a19f615c857992a54d,2959008,S. Tourbier,5,13
431406c94590f4b529d299a19f615c857992a54d,34767860,L. Spinelli,6,13
431406c94590f4b529d299a19f615c857992a54d,2106825933,M. Seeck,7,13
431406c94590f4b529d299a19f615c857992a54d,2106153376,Vanessa Ville,8,13
431406c94590f4b529d299a19f615c857992a54d,1896450,P. Hagmann,9,13
431406c94590f4b529d299a19f615c857992a54d,2140075844,S. Vulliemoz,10,13
431406c94590f4b529d299a19f615c857992a54d,2224942476,Clinical Neurophysiology,11,13
431406c94590f4b529d299a19f615c857992a54d,120342264,Spinelli,12,13
05ec9174badc89bcfe9d631c433913b1d7a626de,46702759,Han Zhang,0,3
05ec9174badc89bcfe9d631c433913b1d7a626de,144986260,D. Shen,1,3
05ec9174badc89bcfe9d631c433913b1d7a626de,144482122,Weili Lin,2,3
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,3150195,Jonathan Wirsich,0,7
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,38738686,E. Amico,1,7
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,144127624,M. Guye,2,7
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,144130877,J. Ranjeva,3,7
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,144196356,A. Giraud,4,7
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,145144224,J. Goñi,5,7
89d4843a3a8802fcc5cbd91d7be37e8be2bad5d2,2684668,Sepideh Sadaghiani,6,7
b938e9c585ad8a1f67dbf0963d8ea43f90a9c7af,3807831,P. Hof,0,2
b938e9c585ad8a1f67dbf0963d8ea43f90a9c7af,1978940,D. Chklovskii,1,2
37680090f534ae1dfdc4e7312cf6de8d7b22177a,1890094,Jan Funke,0,7
37680090f534ae1dfdc4e7312cf6de8d7b22177a,48893834,Fabian Tschopp,1,7
37680090f534ae1dfdc4e7312cf6de8d7b22177a,22255728,William Grisaitis,2,7
37680090f534ae1dfdc4e7312cf6de8d7b22177a,49636458,Arlo Sheridan,3,7
37680090f534ae1dfdc4e7312cf6de8d7b22177a,145229121,Chandan Singh,4,7
37680090f534ae1dfdc4e7312cf6de8d7b22177a,1889009,S. Saalfeld,5,7
37680090f534ae1dfdc4e7312cf6de8d7b22177a,3178417,Srinivas C. Turaga,6,7
d4eddf81080bafcdef2493248122d7340a5c681a,2073487179,Tabacof Pedro,0,3
d4eddf81080bafcdef2493248122d7340a5c681a,70215448,Busbice Tim,1,3
d4eddf81080bafcdef2493248122d7340a5c681a,144288155,Larson Stephen,2,3
af70c13c12979cb6f759d7054eb53cfd8f3224cd,2108728206,Qian Wu,0,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,2108652910,Hao Hu,1,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,39983007,Wen Chen,2,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,2145302370,Huan-Huan Chen,3,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,2115385202,Lu Chen,4,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,2107936767,Jiang Zhou,5,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,46936202,Hu Liu,6,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,2297390714,F. Wu,7,9
af70c13c12979cb6f759d7054eb53cfd8f3224cd,1771226,Xiao-Quan Xu,8,9
e4b1b3dd9cec14cdf0378d56e18f1a15de78873e,9763151,L. Uddin,0,2
e4b1b3dd9cec14cdf0378d56e18f1a15de78873e,2291677,Katherine H. Karlsgodt,1,2
db9ad9c7455d9a4d25a519899784521b2b121ba0,2028900839,Jingbin Yuan,0,6
db9ad9c7455d9a4d25a519899784521b2b121ba0,2155701300,Jing Zhang,1,6
db9ad9c7455d9a4d25a519899784521b2b121ba0,50002366,Lijun Shen,2,6
db9ad9c7455d9a4d25a519899784521b2b121ba0,2109982546,Dan Zhang,3,6
db9ad9c7455d9a4d25a519899784521b2b121ba0,1720871973,Wenhuan Yu,4,6
db9ad9c7455d9a4d25a519899784521b2b121ba0,50434167,Hua Han,5,6
3ec961bbe7655a89e22f8ed02fc573e8c8598952,1739256381,Huixia Ren,0,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,2146272065,Jin Zhu,1,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,2106354220,X. Su,2,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,2111635605,Siyan Chen,3,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,1752578274,Silin Zeng,4,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,2056436351,X. Lan,5,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,2055450196,Liang-yu Zou,6,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,3176087,M. Sughrue,7,9
3ec961bbe7655a89e22f8ed02fc573e8c8598952,2118269240,Yi Guo,8,9
22c1317a7f5d13d28fbac7fee00a4346522c427f,49889644,Yanfu Zhang,0,5
22c1317a7f5d13d28fbac7fee00a4346522c427f,33058822,L. Zhan,1,5
22c1317a7f5d13d28fbac7fee00a4346522c427f,50425592,Shandong Wu,2,5
22c1317a7f5d13d28fbac7fee00a4346522c427f,2077479650,Paul M. Thompson,3,5
22c1317a7f5d13d28fbac7fee00a4346522c427f,145114933,Heng Huang,4,5
62081d70e3935c425210d8987098ca1e35dab066,34172684,Michał Januszewski,0,2
62081d70e3935c425210d8987098ca1e35dab066,35086944,Viren Jain,1,2
c4d4275838118e03da112d5f07a4212ca576b543,24023618,Jordan K. Matelsky,0,6
c4d4275838118e03da112d5f07a4212ca576b543,2360174834,Hannah Martinez,1,6
c4d4275838118e03da112d5f07a4212ca576b543,1605998470,Daniel Xenes,2,6
c4d4275838118e03da112d5f07a4212ca576b543,2178804985,Michael S. Robinette,3,6
c4d4275838118e03da112d5f07a4212ca576b543,2238461462,A. Panigrahi,4,6
c4d4275838118e03da112d5f07a4212ca576b543,1916423,Brock Andrew Wester,5,6
6a8e7315c989775c8c8c88efb835498dc2b02982,2137115734,Danni Tu,0,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2279546293,Julia Wrobel,1,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2213003,T. Satterthwaite,2,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2289093649,Jeff Goldsmith,3,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2279545767,Ruben C. Gur,4,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2288515084,R. Gur,5,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2258958733,Jan Gertheiss,6,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2190757065,Dani S. Bassett,7,9
6a8e7315c989775c8c8c88efb835498dc2b02982,2266750069,Russell T. Shinohara,8,9
062041e98757440cfb4c6bebec7b01b921af9bae,2346937779,Carsten H. Tischbirek,0,11
062041e98757440cfb4c6bebec7b01b921af9bae,2214860385,Lingjing Fang,1,11
062041e98757440cfb4c6bebec7b01b921af9bae,8877577,Duncan M. Chadly,2,11
062041e98757440cfb4c6bebec7b01b921af9bae,2367235877,Saori Lobbia,3,11
062041e98757440cfb4c6bebec7b01b921af9bae,2238103142,J. D. Aguirre,4,11
062041e98757440cfb4c6bebec7b01b921af9bae,10743183,Yodai Takei,5,11
062041e98757440cfb4c6bebec7b01b921af9bae,2275007534,Chun-Hao Chen,6,11
062041e98757440cfb4c6bebec7b01b921af9bae,2251004547,Paul W. Sternberg,7,11
062041e98757440cfb4c6bebec7b01b921af9bae,2273742334,Carlos Lois,8,11
062041e98757440cfb4c6bebec7b01b921af9bae,2565400,M. Elowitz,9,11
062041e98757440cfb4c6bebec7b01b921af9bae,2204515920,Long Cai,10,11
f24ced0d310ebc8b0c1ad69d9ab9a6f9b292d9ca,37953205,Patrick B. Chen,0,2
f24ced0d310ebc8b0c1ad69d9ab9a6f9b292d9ca,78291774,J. Flint,1,2
307d990d6eedfa44ec17212d96738a76c9530fd1,66613116,Diégo Cordero Cervantes,0,1
e06c702a2fe0227505754d8ee04008eb057f173a,1398294595,Moisés Hernández-Fernández,0,6
e06c702a2fe0227505754d8ee04008eb057f173a,2325806,I. Reguly,1,6
e06c702a2fe0227505754d8ee04008eb057f173a,1710263,S. Jbabdi,2,6
e06c702a2fe0227505754d8ee04008eb057f173a,2265705502,M. Giles,3,6
e06c702a2fe0227505754d8ee04008eb057f173a,2162210436,Stephen M. Smith,4,6
e06c702a2fe0227505754d8ee04008eb057f173a,2719951,S. Sotiropoulos,5,6
8ba1c371f34852cee17efcde3606d48b3f7afc05,1404909024,Nils Reinhard,0,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,35314046,Frank K. Schubert,1,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,32879127,Enrico Bertolini,2,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,35577744,Nicolas Hagedorn,3,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,2042323860,Giulia Manoli,4,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,51259774,Manabu Sekiguchi,5,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,3973127,Taishi Yoshii,6,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,48567451,Dirk Rieger,7,9
8ba1c371f34852cee17efcde3606d48b3f7afc05,1397963781,C. Helfrich-Förster,8,9
dba9b3e437792c297753d84a35092ea06ac599ea,3245683,B. Jeurissen,0,4
dba9b3e437792c297753d84a35092ea06ac599ea,1788574,M. Descoteaux,1,4
dba9b3e437792c297753d84a35092ea06ac599ea,13841773,S. Mori,2,4
dba9b3e437792c297753d84a35092ea06ac599ea,144385759,A. Leemans,3,4
51025beaf8a51d182dbec4a5c1579c19c570d9fd,49924869,S. Oldham,0,2
51025beaf8a51d182dbec4a5c1579c19c570d9fd,2236046203,Gareth Ball,1,2
45d2fb941239f57b53a46bb5c8e508441d800cba,2375465666,Junjie Zhai,0,5
45d2fb941239f57b53a46bb5c8e508441d800cba,2457448857,Jiachang Pang,1,5
45d2fb941239f57b53a46bb5c8e508441d800cba,2457501648,Xiangdong Lei,2,5
45d2fb941239f57b53a46bb5c8e508441d800cba,2457432708,Kexu Yan,3,5
45d2fb941239f57b53a46bb5c8e508441d800cba,2457529229,Jingren Zhou,4,5
27e3280f8708d4f568c14172980f8c11bc4f2a93,2124688671,M. Tranfa,0,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2056426238,M. Petracca,1,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2239638732,M. Moccia,2,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,1400556402,A. Scaravilli,3,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2242596860,F. Barkhof,4,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2243019666,V. Brescia Morra,5,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,143935505,A. Carotenuto,6,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,5741966,S. Collorone,7,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2279824074,Andrea Elefante,8,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,46500467,F. Falco,9,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,3665188,R. Lanzillo,10,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2032717784,L. Lorenzini,11,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,8280370,M. Schoonheim,12,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,3573506,A. Toosy,13,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2276220212,Arturo Brunetti,14,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,12984798,S. Cocozza,15,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,2268850130,M. Quarantelli,16,18
27e3280f8708d4f568c14172980f8c11bc4f2a93,8003773,G. Pontillo,17,18
c327f311d528365771adad0254e9f289f23ec4cb,1753917,Amir H. Omidvarnia,0,6
c327f311d528365771adad0254e9f289f23ec4cb,145822109,Raphaël Liégeois,1,6
c327f311d528365771adad0254e9f289f23ec4cb,38738686,E. Amico,2,6
c327f311d528365771adad0254e9f289f23ec4cb,40439592,M. Preti,3,6
c327f311d528365771adad0254e9f289f23ec4cb,3200076,A. Zalesky,4,6
c327f311d528365771adad0254e9f289f23ec4cb,35452821,D. Van de Ville,5,6
02be999d5f5d26eb6e8b03f372033fe8c13823b7,23578172,K. Piekarz,0,2
02be999d5f5d26eb6e8b03f372033fe8c13823b7,38734935,Alberto Stolfi,1,2
bbc3b5868c114002e3518dedec0fd85376ac9178,2267313576,H. I. Chen,0,3
bbc3b5868c114002e3518dedec0fd85376ac9178,2241871155,John A. Wolf,1,3
bbc3b5868c114002e3518dedec0fd85376ac9178,2241033441,Douglas H. Smith,2,3
23ae8d8d75f4c2809a7ed266d9bd71a48222b0e8,2676819,Richard F. Betzel,0,4
23ae8d8d75f4c2809a7ed266d9bd71a48222b0e8,35220961,A. Griffa,1,4
23ae8d8d75f4c2809a7ed266d9bd71a48222b0e8,1387946952,Andrea Avena-Koenigsberger,2,4
23ae8d8d75f4c2809a7ed266d9bd71a48222b0e8,145144224,J. Goñi,3,4
18555de7d13ad46f97ac0682e7b007e83e838b64,2114009596,M. Yan,0,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2116672950,Wenwen Yu,1,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2502922,Qian Lv,2,19
18555de7d13ad46f97ac0682e7b007e83e838b64,1509474502,Qiming Lv,3,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2062816633,Tingting Bo,4,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2109383588,Xiaoyu Chen,5,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2108112746,Yilin Liu,6,19
18555de7d13ad46f97ac0682e7b007e83e838b64,40451723,Yafeng Zhan,7,19
18555de7d13ad46f97ac0682e7b007e83e838b64,7190041,Shengyao Yan,8,19
18555de7d13ad46f97ac0682e7b007e83e838b64,47435366,X. Shen,9,19
18555de7d13ad46f97ac0682e7b007e83e838b64,94390628,Baofeng Yang,10,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2165905893,Qiming Hu,11,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2165874681,Jiangli Yu,12,19
18555de7d13ad46f97ac0682e7b007e83e838b64,144223685,Z. Qiu,13,19
18555de7d13ad46f97ac0682e7b007e83e838b64,3156839,Yuanjing Feng,14,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2109108365,Xiao-Yong Zhang,15,19
18555de7d13ad46f97ac0682e7b007e83e838b64,2149698929,He Wang,16,19
18555de7d13ad46f97ac0682e7b007e83e838b64,11159516,Fuqiang Xu,17,19
18555de7d13ad46f97ac0682e7b007e83e838b64,11032852,Z. Wang,18,19
13b1774096840c37cc14fc189673f8c420b98359,2234808092,A. Speckert,0,10
13b1774096840c37cc14fc189673f8c420b98359,2268184696,H. Ji,1,10
13b1774096840c37cc14fc189673f8c420b98359,151079186,K. Payette,2,10
13b1774096840c37cc14fc189673f8c420b98359,91218924,P. Grehten,3,10
13b1774096840c37cc14fc189673f8c420b98359,5490674,R. Kottke,4,10
13b1774096840c37cc14fc189673f8c420b98359,2305493861,S. Ackermann,5,10
13b1774096840c37cc14fc189673f8c420b98359,50447815,B. Padden,6,10
13b1774096840c37cc14fc189673f8c420b98359,34221701,L. Mazzone,7,10
13b1774096840c37cc14fc189673f8c420b98359,7578465,U. Moehrlen,8,10
13b1774096840c37cc14fc189673f8c420b98359,2250525381,A. Jakab,9,10
341e654d7bda2a3f4a7613f58a04762b84cc4d28,51287702,Courtney P. Gilchrist,0,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,152403396,Deanne K. Thompson,1,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,47503925,Claire E. Kelly,2,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,1388515135,R. Beare,3,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,4180413,C. Adamson,4,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,2606500,T. Dhollander,5,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,1390766742,Katherine J. Lee,6,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,4980265,K. Treyvaud,7,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,50393409,Lillian G. Matthews,8,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,2668644,M. Tolcos,9,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,2060748584,J. Cheong,10,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,2200329,T. Inder,11,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,2926244,L. Doyle,12,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,6960000,Angela L. Cumberland,13,15
341e654d7bda2a3f4a7613f58a04762b84cc4d28,145840368,P. Anderson,14,15
48a8d685dcbea5d5ddfb181d2d95afead298ee46,40539032,B. Staffler,0,6
48a8d685dcbea5d5ddfb181d2d95afead298ee46,5342713,Manuel Berning,1,6
48a8d685dcbea5d5ddfb181d2d95afead298ee46,8524161,K. Boergens,2,6
48a8d685dcbea5d5ddfb181d2d95afead298ee46,4725285,Anjali Gour,3,6
48a8d685dcbea5d5ddfb181d2d95afead298ee46,1715782,Patrick van der Smagt,4,6
48a8d685dcbea5d5ddfb181d2d95afead298ee46,2495450,M. Helmstaedter,5,6
68662221522238be66a12f1e8b12e5b06569f53a,29768035,D. K. Saha,0,5
68662221522238be66a12f1e8b12e5b06569f53a,2273987085,Anastasia Bohsali,1,5
68662221522238be66a12f1e8b12e5b06569f53a,2163626825,Rekha Saha,2,5
68662221522238be66a12f1e8b12e5b06569f53a,2262315352,Ihab Hajjar,3,5
68662221522238be66a12f1e8b12e5b06569f53a,2132419391,V. Calhoun,4,5
e5b8a309acaf5d3ae1f2a25ddcea913bec97223f,2372690199,Gang Qu,0,5
e5b8a309acaf5d3ae1f2a25ddcea913bec97223f,2257373238,Ziyu Zhou,1,5
e5b8a309acaf5d3ae1f2a25ddcea913bec97223f,2132419393,V. Calhoun,2,5
e5b8a309acaf5d3ae1f2a25ddcea913bec97223f,46403606,Aiying Zhang,3,5
e5b8a309acaf5d3ae1f2a25ddcea913bec97223f,2143488876,Yu-Ping Wang,4,5
cfb22d8b2ec5f4d46629f3522cd04b766d3950f9,2064673290,David M. Zimmerman,0,3
cfb22d8b2ec5f4d46629f3522cd04b766d3950f9,2836042,Benjamin L. de Bivort,1,3
cfb22d8b2ec5f4d46629f3522cd04b766d3950f9,2303644273,A. Samuel,2,3
099774797b3f64c1c6a49239633f4c2c7a11ed0f,37928633,Qian-Quan Sun,0,6
099774797b3f64c1c6a49239633f4c2c7a11ed0f,4350301,Alaba Sotayo,1,6
099774797b3f64c1c6a49239633f4c2c7a11ed0f,4770712,Alejandro Cazzulino,2,6
099774797b3f64c1c6a49239633f4c2c7a11ed0f,40024494,Anna M. Snyder,3,6
099774797b3f64c1c6a49239633f4c2c7a11ed0f,6492057,C. Denny,4,6
099774797b3f64c1c6a49239633f4c2c7a11ed0f,3887323,S. Siegelbaum,5,6
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,2108818780,Yupu Wang,0,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,1414049828,Meike Lobb-Rabe,1,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,2251536934,James Ashley,2,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,2136532057,Purujit Chatterjee,3,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,2045209038,Veera Anand,4,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,2248278403,H. Bellen,5,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,3618837,O. Kanca,6,8
c984c026ea4b03a1c1bc5d0dedcf2102498f5c80,4016700,Robert A. Carrillo,7,8
e791eb82233c25a71294180b03290dcf509da25b,32123684,B. Frey,0,12
e791eb82233c25a71294180b03290dcf509da25b,145854168,M. Petersen,1,12
e791eb82233c25a71294180b03290dcf509da25b,2078451,E. Schlemm,2,12
e791eb82233c25a71294180b03290dcf509da25b,1738696346,C. Mayer,3,12
e791eb82233c25a71294180b03290dcf509da25b,8084341,U. Hanning,4,12
e791eb82233c25a71294180b03290dcf509da25b,1742166567,Kristin Engelke,5,12
e791eb82233c25a71294180b03290dcf509da25b,3272096,J. Fiehler,6,12
e791eb82233c25a71294180b03290dcf509da25b,1404387845,K. Borof,7,12
e791eb82233c25a71294180b03290dcf509da25b,144957448,A. Jagodzinski,8,12
e791eb82233c25a71294180b03290dcf509da25b,3019244,C. Gerloff,9,12
e791eb82233c25a71294180b03290dcf509da25b,2673431,G. Thomalla,10,12
e791eb82233c25a71294180b03290dcf509da25b,34999338,B. Cheng,11,12
c0e4acc210eb65547e70cbe97b82c9fb6e1b2187,2237105594,Ziquan Wei,0,4
c0e4acc210eb65547e70cbe97b82c9fb6e1b2187,31552949,Tingting Dan,1,4
c0e4acc210eb65547e70cbe97b82c9fb6e1b2187,2256319057,Jiaqi Ding,2,4
c0e4acc210eb65547e70cbe97b82c9fb6e1b2187,2255506351,Guorong Wu,3,4
ecfc9b0a60343603736cabae2088a754fc221d9b,3291249,V. Brezina,0,1
b5bf43901f1ef362855e2477d0b3fe99dbb7f5d2,2272944685,Bin He,0,6
b5bf43901f1ef362855e2477d0b3fe99dbb7f5d2,2194226349,Yakang Dai,1,6
b5bf43901f1ef362855e2477d0b3fe99dbb7f5d2,3006953,L. Astolfi,2,6
b5bf43901f1ef362855e2477d0b3fe99dbb7f5d2,2053507000,F. Babiloni,3,6
b5bf43901f1ef362855e2477d0b3fe99dbb7f5d2,2254984574,H. Yuan,4,6
b5bf43901f1ef362855e2477d0b3fe99dbb7f5d2,2155557268,Lin Yang,5,6
81a76abfea488321eae16ee0909953ab82f346aa,3335307,J. Medaglia,0,7
81a76abfea488321eae16ee0909953ab82f346aa,122051435,B. Erickson,1,7
81a76abfea488321eae16ee0909953ab82f346aa,2251651145,D. Pustina,2,7
81a76abfea488321eae16ee0909953ab82f346aa,40256617,A. Kelkar,3,7
81a76abfea488321eae16ee0909953ab82f346aa,33746197,A. DeMarco,4,7
81a76abfea488321eae16ee0909953ab82f346aa,88878860,J. Dickens,5,7
81a76abfea488321eae16ee0909953ab82f346aa,1903267,P. Turkeltaub,6,7
f7c0d74c5a2c06907964534ab92a497285179ea1,2186482,V. Siless,0,4
f7c0d74c5a2c06907964534ab92a497285179ea1,1865628498,Ken Chang,1,4
f7c0d74c5a2c06907964534ab92a497285179ea1,145815766,B. Fischl,2,4
f7c0d74c5a2c06907964534ab92a497285179ea1,1818922,A. Yendiki,3,4
c324b9b35072c924c0682de9c45165b9de34953d,2161661977,Neehal Tumma,0,5
c324b9b35072c924c0682de9c45165b9de34953d,2303341603,Linghao Kong,1,5
c324b9b35072c924c0682de9c45165b9de34953d,1741961759,Shashata Sawmya,2,5
c324b9b35072c924c0682de9c45165b9de34953d,2303521099,Tony T. Wang,3,5
c324b9b35072c924c0682de9c45165b9de34953d,2613669,N. Shavit,4,5
fe6d3742b346afdc266690c2cbcd75093fc686d6,2295894138,Venkatesh Subramani,0,9
fe6d3742b346afdc266690c2cbcd75093fc686d6,2995877,A. Pascarella,1,9
fe6d3742b346afdc266690c2cbcd75093fc686d6,2199464654,Jérémy Brunel,2,9
fe6d3742b346afdc266690c2cbcd75093fc686d6,117169081,Yann Harel,3,9
