author_norm,person_id,person_display_name,name_variants,component_size,is_reconciled_merge
carandini|m,person:m carandini,M. Carandini,M. Carandini,1,False
cardona|a,person:albert cardona,Albert Cardona,A. Cardona; Albert Cardona,1,False
card|g,person:g card,G. Card,G. Card,1,False
carlson|kw,person:kristen carlson,Kristen W. Carlson,Kristen W. Carlson,1,False
carmichael|s,person:s carmichael,S. Carmichael,S. Carmichael,1,False
carmona|j,person:j carmona,J. Carmona,J. Carmona,1,False
carpentiero|o,person:omar carpentiero,Omar Carpentiero,Omar Carpentiero,1,False
carrasco|tt,person:teodoro tapia carrasco,Teodoro Tapia Carrasco,Teodoro Tapia Carrasco,1,False
carrillo|ra,person:robert carrillo,Robert A. Carrillo,Robert A. Carrillo,1,False
carroll|ec,person:elizabeth carroll,Elizabeth C. Carroll,Elizabeth C. Carroll,1,False
carr|s,person:sean carr,Sean Carr,Sean Carr,1,False
carson|j,person:james carson,James P. Carson,James Carson; James P. Carson,2,True
carson|jp,person:james carson,James P. Carson,James Carson; James P. Carson,2,True
carstensen|hr,person:heather carstensen,Heather R. Carstensen,Heather R. Carstensen,1,False
carter|j,person:jeff carter,Jeff Carter,Jeff Carter,1,False
casadio|c,person:c casadio,C. Casadio,C. Casadio,1,False
casal|l,person:linzy casal,Linzy Casal,Linzy Casal,1,False
casanova|m,person:m casanova,M. Casanova,M. Casanova,1,False
casellato|c,person:c casellato,C. Casellato,C. Casellato,1,False
casimo|k,person:kaitlyn casimo,Kaitlyn Casimo,Kaitlyn Casimo,1,False
casingal|c,person:cristine casingal,Cristine Casingal,Cristine Casingal,1,False
casiño|c,person:charlize casino,Charlize Casiño,Charlize Casiño,1,False
caspi-lebovic|ab,person:asaf caspi lebovic,Asaf B. Caspi-Lebovic,Asaf B. Caspi-Lebovic,1,False
cassella|l,person:lucia cassella,Lucia Cassella,Lucia Cassella,1,False
casser|v,person:vincent casser,Vincent Casser,Vincent Casser,1,False
cassimatis|nd,person:nicholas cassimatis,Nicholas D. Cassimatis,Nicholas D. Cassimatis,1,False
casta|tk,person:tanya casta,Tanya K. Casta,Tanya K. Casta,1,False
castellanos|fx,person:f castellanos,F. X. Castellanos,F. X. Castellanos,1,False
castelli|d,person:d castelli,D. Castelli,D. Castelli,1,False
castello|mvdo,person:matteo visconti di oleggio castello,Matteo Visconti di Oleggio Castello,Matteo Visconti di Oleggio Castello,1,False
castillo|lmp,person:lesly palacios castillo,Lesly M. Palacios Castillo,L. M. P. Castillo; Lesly M. Palacios Castillo,1,False
castillo|p,person:p castillo,P. Castillo,P. Castillo,1,False
castonguay|sj,person:simon castonguay,Simon J. Castonguay,Simon J. Castonguay,1,False
casto|c,person:colton casto,Colton Casto,Colton Casto,1,False
castrejón|j,person:j castrejon,J. Castrejón,J. Castrejón,1,False
castro|af,person:andre ferreira castro,André Ferreira Castro,André Ferreira Castro,1,False
castro|m,person:m castro,M. C. Castro,M. C. Castro; M. Castro,2,True
castro|mc,person:m castro,M. C. Castro,M. C. Castro; M. Castro,2,True
castro|ma,person:manual castro,Manual A. Castro,Manual A. Castro,1,False
catani|m,person:m catani,M. Catani,M. Catani,1,False
cathala|l,person:laurence cathala,Laurence Cathala,L. Cathala; Laurence Cathala,1,False
cattavitello|c,person:cesare cattavitello,Cesare Cattavitello,Cesare Cattavitello,1,False
causemann|m,person:m causemann,M. Causemann,M. Causemann,1,False
cavallaro|a,person:amanda cavallaro,Amanda Cavallaro,Amanda Cavallaro,1,False
cavanaugh|cj,person:cara cavanaugh,Cara J. Cavanaugh,Cara J. Cavanaugh,1,False
caviness|v,person:v caviness,V. Caviness,V. Caviness,1,False
cayco-gajic|na,person:n cayco gajic,N. A. Cayco-Gajic,N. A. Cayco-Gajic,1,False
cazemier|jl,person:j cazemier,J. L. Cazemier,J. L. Cazemier,1,False
cazorla|m,person:m cazorla,M. Cazorla,M. Cazorla,1,False
cazzulino|a,person:alejandro cazzulino,Alejandro Cazzulino,Alejandro Cazzulino,1,False
ceballos|c,person:cesar ceballos,Cesar Ceballos,Cesar Ceballos,1,False
ceberg|n,person:nils ceberg,Nils Ceberg,Nils Ceberg,1,False
cecchetto|c,person:c cecchetto,C. Cecchetto,C. Cecchetto,1,False
ceffa|n,person:nicolo ceffa,Nicolò Ceffa,Nicolò Ceffa,1,False
celii|b,person:brendan celii,Brendan Celii,Brendan Celii,1,False
celikel|t,person:t celikel,T. Celikel,T. Celikel,1,False
cenameri|a,person:alban cenameri,Alban Cenameri,Alban Cenameri,1,False
cepeda|c,person:carlos cepeda,Carlos Cepeda,Carlos Cepeda,1,False
cepko|c,person:c cepko,C. Cepko,C. Cepko,1,False
cerullo|ma,person:michael cerullo,Michael A. Cerullo,Michael A. Cerullo,1,False
cervantes-sandoval|i,person:isaac cervantes sandoval,Isaac Cervantes-Sandoval,Isaac Cervantes-Sandoval,1,False
cervantes|d,person:d cervantes,D. Cervantes,D. Cervantes,1,False
cervantes|dc,person:diego cordero cervantes,Diégo Cordero Cervantes,Diégo Cordero Cervantes,1,False
cervantes|m,person:martha cervantes,Martha Cervantes,Martha Cervantes,1,False
cervetto|c,person:c cervetto,C. Cervetto,C. Cervetto,1,False
cetin|a,person:ali cetin,Ali H. Cetin,Ali Cetin; Ali H. Cetin,2,True
cetin|ah,person:ali cetin,Ali H. Cetin,Ali Cetin; Ali H. Cetin,2,True
chadderton|p,person:p chadderton,P. Chadderton,P. Chadderton,1,False
chadly|dm,person:duncan chadly,Duncan M. Chadly,Duncan M. Chadly,1,False
chae|u,person:uikyu chae,Uikyu Chae,Uikyu Chae,1,False
chaisrisawatsuk|b,person:bhumpanya chaisrisawatsuk,Bhumpanya Chaisrisawatsuk,Bhumpanya Chaisrisawatsuk,1,False
chai|r,person:r chai,R. Chai,R. Chai,1,False
chakraborty|a,person:anirban chakraborty,Anirban Chakraborty,Anirban Chakraborty,1,False
chakravarty|m,person:m chakravarty,M. Chakravarty,M. Chakravarty,1,False
chalasani|sh,person:sreekanth chalasani,Sreekanth H. Chalasani,Sreekanth H. Chalasani,1,False
chalavadi|r,person:rupasri chalavadi,Rupasri Chalavadi,Rupasri Chalavadi,1,False
chalfie|m,person:m chalfie,M. Chalfie,M. Chalfie,1,False
chalimourda|a,person:athanassia chalimourda,Athanassia Chalimourda,Athanassia Chalimourda,1,False
chalyshkan|s,person:selimzhan chalyshkan,Selimzhan Chalyshkan,Selimzhan Chalyshkan,1,False
champion|a,person:a champion,A. Champion,A. Champion,1,False
chandok|i,person:i chandok,I. Chandok,I. Chandok,1,False
chandrasekaran|s,person:sandhya chandrasekaran,Sandhya Chandrasekaran,Sandhya Chandrasekaran,1,False
chandrashekar|j,person:j chandrashekar,J. Chandrashekar,J. Chandrashekar,1,False
chandra|s,person:sarthak chandra,Sarthak Chandra,Sarthak Chandra,1,False
changeux|j,person:j changeux,J. Changeux,J. Changeux,1,False
chang|a,person:andersen chang,Andersen Chang,Andersen Chang,1,False
chang|b,person:bo jui chang,Bo-Jui Chang,Bo-Jui Chang,1,False
chang|c,person:chi lun chang,Chi-Lun Chang,Chi-Lun Chang,1,False
chang|i,person:iksoo chang,Iksoo Chang,Iksoo Chang,1,False
chang|l,person:lei ann chang,Lei-Ann Chang,Lei-Ann Chang; Lyanne Chang,1,False
chang|n,person:ning chang,Ning Chang,Ning Chang,1,False
chang|w,person:wei cheng chang,Wei-Cheng Chang,Wei-Cheng Chang; Wei-Kun Chang,1,False
chan|chm,person:chun hei michael chan,Chun Hei Michael Chan,Chun Hei Michael Chan,1,False
chan|icw,person:ivy chi wai chan,Ivy Chi Wai Chan,Ivy Chi Wai Chan,1,False
chan|j,person:joey chan,Joey Chan,Joey Chan,1,False
chan|v,person:vivian chan,Vivian Chan,Vivian Chan,1,False
chapeton|j,person:julio chapeton,Julio Chapeton,Julio Chapeton,1,False
chapochnikov|n,person:n chapochnikov,N. Chapochnikov,N. Chapochnikov,1,False
chard|r,person:ryan chard,Ryan Chard,Ryan Chard,1,False
charlot|b,person:b charlot,B. Charlot,B. Charlot,1,False
charney|a,person:a charney,A. Charney,A. Charney,1,False
charon|n,person:n charon,N. Charon,N. Charon,1,False
charpentier|c,person:claire charpentier,Claire Charpentier,Claire Charpentier,1,False
charrier|me,person:monique estelle charrier,Monique Estelle Charrier,Monique Estelle Charrier,1,False
chartrand|t,person:thomas chartrand,Thomas Chartrand,Thomas Chartrand,1,False
chatterjee|a,person:a chatterjee,A. Chatterjee,A. Chatterjee,1,False
chatterjee|p,person:purujit chatterjee,Purujit Chatterjee,Purujit Chatterjee,1,False
chatzigeorgiou|m,person:marios chatzigeorgiou,Marios Chatzigeorgiou,Marios Chatzigeorgiou,1,False
chaubey|ah,person:aditi chaubey,Aditi H. Chaubey,Aditi H. Chaubey,1,False
chaudhary|s,person:shivesh chaudhary,Shivesh Chaudhary,Shivesh Chaudhary,1,False
cheadle|l,person:lucas cheadle,Lucas Cheadle,Lucas Cheadle,1,False
cheatham|n,person:natasha cheatham,Natasha Cheatham,Natasha Cheatham,1,False
cheng|a,person:ao cheng,Ao Cheng,Ao Cheng,1,False
cheng|aa,person:annie cheng,Annie A. Cheng,Annie A. Cheng,1,False
cheng|h,person:hwai jong cheng,Hwai-Jong Cheng,Hwai-Jong Cheng,1,False
cheng|hpj,person:hon pong jimmy cheng,Hon Pong Jimmy Cheng,Hon Pong Jimmy Cheng,1,False
cheng|j,person:jie zhi cheng,Jie-Zhi Cheng,Jian Cheng; Jie-Zhi Cheng,1,False
cheng|m,person:michael cheng,Michael Cheng,Michael Cheng,1,False
cheng|n,person:nannan cheng,Nannan Cheng,Nannan Cheng,1,False
cheng|s,person:shouqiang cheng,Shouqiang Cheng,Shouqiang Cheng; Si-Xuan Cheng; Sibo Cheng,1,False
cheng|y,person:yiran cheng,Yiran Cheng,Yiran Cheng,1,False
chen|ab,person:alex chen,Alex B. Chen,Alex B. Chen,1,False
chen|b,person:bohao chen,Bohao Chen,B. Chen; Bohao Chen,1,False
chen|bl,person:beth chen,Beth L. Chen,Beth L. Chen,1,False
chen|c,person:chih cheng chen,Chih-Cheng Chen,C. Chen; Changmin Chen; Chao Chen; Chih-Cheng Chen; Chun-Hao Chen,1,False
chen|d,person:danping chen,Danping Chen,D. Chen; Danping Chen,1,False
chen|f,person:feng chen,Feng Chen,Fei Chen; Feng Chen,1,False
chen|g,person:guozhang chen,Guozhang Chen,Guozhang Chen,1,False
chen|h,person:haoran chen,Haoran Chen,Han Chen; Hanbo Chen; Hang Chen; Hao Chen; Haoran Chen; Huafu Chen; Huai Chen,1,False
chen|hi,person:h isaac chen,H. Isaac Chen,H. I. Chen; H. Isaac Chen,1,False
chen|j,person:jingdao chen,Jingdao Chen,Jianwei Chen; Jianxu Chen; Jingdao Chen,1,False
chen|jl,person:jerry chen,Jerry L. Chen,Jerry L. Chen,1,False
chen|k,person:kaifeng chen,Kaifeng Chen,Kai Chen; Kaifeng Chen; Ke Chen,1,False
chen|l,person:li jun chen,Li-jun Chen,L. Chen; Li Chen; Li-jun Chen; Liang Chen; Lujia Chen,1,False
chen|m,person:ming quan chen,Ming-Quan Chen,Mengya Chen; Min Chen; Ming-Fu Chen; Ming-Quan Chen; Minghao Chen; Mohan Chen,1,False
chen|n,person:natalie chen,Natalie Chen,N. Chen; Nan Chen; Nannan Chen; Natalie Chen,1,False
chen|p,person:po jui chen,Po-Jui Chen,P. Chen; Pei-Ju Chen; Po-Jui Chen,1,False
chen|pb,person:patrick chen,Patrick B. Chen,Patrick B. Chen,1,False
chen|q,person:qihua chen,Qihua Chen,Qi Chen; Qihua Chen,1,False
chen|s,person:shuo chen,Shuo Chen,Shuo Chen,1,False
chen|t,person:tian min chen,Tian-min Chen,Tian-Lun Chen; Tian-min Chen; Tianyi Chen,1,False
chen|x,person:xiaoyin chen,Xiaoyin Chen,Xi Chen; Xiaodan Chen; Xiaoyin Chen; Xiaoyu Chen; Xinyu Chen; Xinyue Chen; Xuejin Chen; Xuemei Chen; Xupeng Chen,1,False
chen|y,person:yuh tarng chen,Yuh-tarng Chen,Y-C-D. Chen; Yajing Chen; Yi-Chun Chen; Yinda Chen; Yingying Chen; Yu Chen; Yuanhua Chen; Yuejun Chen; Yuh-tarng Chen; Yuhan Chen; Yuze Chen,1,False
chen|yd,person:yu chieh david chen,Yu-Chieh David Chen,Yu-Chieh David Chen,1,False
chen|z,person:zhenqing chen,Zhenqing Chen,Zhaoqin Chen; Zhenqing Chen; Zihao Chen,1,False
cheong|h,person:h cheong,H. S. Cheong,H. Cheong; H. S. Cheong,2,True
cheong|hs,person:h cheong,H. S. Cheong,H. Cheong; H. S. Cheong,2,True
chernyy|n,person:nick chernyy,Nick Chernyy,Nick Chernyy,1,False
cherra|sj,person:salvatore cherra,Salvatore J Cherra,Salvatore J Cherra,1,False
chesi|a,person:a chesi,A. Chesi,A. Chesi,1,False
chevillet|ma,person:mark chevillet,Mark A. Chevillet,Mark A. Chevillet,1,False
chew|yl,person:yee lian chew,Yee Lian Chew,Yee Lian Chew,1,False
chialvo|d,person:d chialvo,D. Chialvo,D. Chialvo,1,False
chiang|a,person:ann shyn chiang,Ann-Shyn Chiang,A. Chiang; Ann-Shyn Chiang,1,False
chiang|p,person:po han chiang,Po-Han Chiang,Po-Han Chiang,1,False
chiappe|e,person:eugenia chiappe,Eugenia Chiappe,Eugenia Chiappe,1,False
chickrin|de,person:dmitry chickrin,Dmitry E. Chickrin,Dmitry E. Chickrin,1,False
chien|c,person:c chien,C. Chien,C. Chien,1,False
chien|y,person:yu feng chien,Yu-Feng Chien,Yu-Feng Chien,1,False
chimaladinne|s,person:sanjana chimaladinne,Sanjana Chimaladinne,Sanjana Chimaladinne,1,False
chimento|mf,person:melissa chimento,Melissa F. Chimento,Melissa F. Chimento,1,False
chindemi|g,person:g chindemi,G. Chindemi,G. Chindemi,1,False
chini|m,person:m chini,M. Chini,M. Chini,1,False
chinthalapudi|s,person:srijith chinthalapudi,Srijith Chinthalapudi,Srijith Chinthalapudi,1,False
chirillo|ma,person:michael chirillo,Michael A. Chirillo,Michael A. Chirillo,1,False
chisholm|a,person:a chisholm,A. Chisholm,A. Chisholm,1,False
chisholm|ad,person:andrew chisholm,Andrew D. Chisholm,Andrew D. Chisholm,1,False
chklovskii|d,person:d chklovskii,D. Chklovskii,D. Chklovskii,1,False
choe|dt,person:daniel choe,Daniel T. Choe,Daniel T. Choe,1,False
choe|y,person:yoonsuck choe,Yoonsuck Choe,Y. Choe; Yoonsuck Choe,1,False
choi|c,person:chris choi,Chris Choi,Chris Choi,1,False
choi|h,person:hyungjun choi,Hyungjun Choi,Hannah Choi; Hannah L Choi; Heejin Choi; Hyungjun Choi,2,True
choi|hl,person:hyungjun choi,Hyungjun Choi,Hannah Choi; Hannah L Choi; Heejin Choi; Hyungjun Choi,2,True
choi|j,person:jung seok choi,Jung-Seok Choi,J. Choi; Jinhang Choi; Jun-Hyeok Choi; Jung-Seok Choi; Junyoung Choi,1,False
choi|k,person:kyuhyun choi,Kyuhyun Choi,Kyuhyun Choi,1,False
choi|m,person:myung kyu choi,Myung-Kyu Choi,Myung-Kyu Choi,1,False
choi|s,person:soo hee choi,Soo-Hee Choi,Soo-Hee Choi,1,False
chojetzki|j,person:jonas chojetzki,Jonas Chojetzki,Jonas Chojetzki,1,False
chong|p,person:peter chong,Peter Chong,Peter Chong,1,False
chong|s,person:s chong,S. Chong,S. Chong,1,False
choudhury|p,person:piali choudhury,Piali Choudhury,Piali Choudhury,1,False
chourrout|m,person:matthieu chourrout,Matthieu Chourrout,Matthieu Chourrout,1,False
chou|gm,person:grant chou,Grant M. Chou,Grant M. Chou,1,False
chou|k,person:katherine chou,Katherine Chou,Katherine Chou,1,False
chou|y,person:ya hui chou,Ya-Hui Chou,Ya-Hui Chou,1,False
chowdhury|d,person:dhrubajyoti chowdhury,Dhrubajyoti Chowdhury,Dhrubajyoti Chowdhury,1,False
chowdhury|rh,person:raeed chowdhury,Raeed H. Chowdhury,Raeed H. Chowdhury,1,False
cho|a,person:andrew cho,Andrew Cho,Andrew Cho,1,False
cho|i,person:il joo cho,Il‐Joo Cho,Il‐Joo Cho,1,False
cho|s,person:su ji cho,Su-Ji Cho,Sky Cho; Su-Ji Cho,1,False
cho|w,person:w cho,W. Cho,W. Cho,1,False
cho|z,person:zang hee cho,Zang-Hee Cho,Zang-Hee Cho,1,False
christensen|c,person:cameron christensen,Cameron Christensen,Cameron Christensen,1,False
christenson|mp,person:matthias christenson,Matthias P. Christenson,Matthias P. Christenson,1,False
christian|km,person:kimberly christian,Kimberly M. Christian,Kimberly M. Christian,1,False
christie|jm,person:jason christie,Jason M. Christie,Jason M. Christie,1,False
christie|kw,person:kevin christie,Kevin W. Christie,Kevin W. Christie,1,False
chuang|a,person:a chuang,A. Chuang,A. Chuang,1,False
chuang|m,person:ming chuang,Ming Chuang,Ming Chuang,1,False
chua|nj,person:nicholas chua,Nicholas J. Chua,Nicholas J. Chua,1,False
chudinova|a,person:a chudinova,A. Chudinova,A. Chudinova,1,False
chuhma|n,person:n chuhma,N. Chuhma,N. Chuhma,1,False
chung|j,person:jaewon chung,Jaewon Chung,Jaewon Chung,1,False
chung|je,person:jason chung,Jason E. Chung,Jason E. Chung,1,False
chung|jr,person:ji ryang chung,Ji Ryang Chung,Ji Ryang Chung,1,False
chung|k,person:kwanghun chung,Kwanghun Chung,Kwanghun Chung,1,False
chung|s,person:shinjae chung,Shinjae Chung,Shinjae Chung,1,False
chung|t,person:tae song chung,Tae-Song Chung,Tae-Song Chung,1,False
churas|c,person:c churas,C. Churas,C. Churas,1,False
church|gm,person:george church,George M. Church,George M. Church,1,False
chute|c,person:christopher chute,Christopher Chute,Christopher Chute,1,False
chuzhanova|n,person:n chuzhanova,N. Chuzhanova,N. Chuzhanova,1,False
chu|l,person:lei chu,Lei Chu,L. Chu; Lei Chu,1,False
chu|s,person:s chu,S. Chu,S. Chu,1,False
chytoudis-peroudis|c,person:charalampos chrysovalantis chytoudis peroudis,Charalampos-Chrysovalantis Chytoudis-Peroudis,Charalampos-Chrysovalantis Chytoudis-Peroudis,1,False
cifuentes-vargas|l,person:luigim cifuentes vargas,Luigim Cifuentes-Vargas,Luigim Cifuentes-Vargas,1,False
cionca|a,person:alexandre cionca,Alexandre Cionca,Alexandre Cionca,1,False
cipollini|b,person:ben cipollini,Ben Cipollini,Ben Cipollini,1,False
ciresan|d,person:d ciresan,D. Ciresan,D. Ciresan,1,False
cirone|e,person:evan cirone,Evan Cirone,Evan Cirone,1,False
cirunay|m,person:m cirunay,M. Cirunay,M. Cirunay,1,False
cizeron|m,person:melissa cizeron,Mélissa Cizeron,Mélissa Cizeron,1,False
clack|ng,person:nathan clack,Nathan G. Clack,Nathan G. Clack,1,False
clandinin|tr,person:t clandinin,T. R. Clandinin,T. R. Clandinin,1,False
clapham|d,person:d clapham,D. Clapham,D. Clapham,1,False
clardy|j,person:j clardy,J. Clardy,J. Clardy,1,False
clark|b,person:benjamin clark,Benjamin Clark,Benjamin Clark,1,False
clark|d,person:daniel clark,Daniel Clark,Daniel Clark,1,False
clark|da,person:damon clark,Damon A. Clark,Damon A. Clark,1,False
clark|ra,person:ruaridh clark,Ruaridh A. Clark,Ruaridh A. Clark,1,False
clascá|f,person:f clasca,F. Clascá,F. Clascá,1,False
clausen|m,person:matthis clausen,Matthis Clausen,Matthis Clausen,1,False
claussen|j,person:j claussen,J. Claussen,J. Claussen,1,False
claus|l,person:lindsey claus,Lindsey Claus,Lindsey Claus,1,False
clayton|m,person:michael clayton,Michael Clayton,Michael Clayton,1,False
clemens|j,person:jan clemens,Jan Clemens,Jan Clemens,1,False
clements|j,person:jody clements,Jody Clements,Jody Clements,1,False
cler|e,person:eileen cler,Eileen Cler,Eileen Cler,1,False
cloetens|p,person:p cloetens,P. Cloetens,P. Cloetens,1,False
clopath|c,person:c clopath,C. Clopath,C. Clopath,1,False
close|j,person:j close,J. Close,J. Close,1,False
close|k,person:kari close,Kari Close,Kari Close,1,False
clowney|ej,person:e josephine clowney,E. Josephine Clowney,E. Josephine Clowney,1,False
coalson|t,person:t coalson,T. Coalson,T. Coalson,1,False
coates|ke,person:kaylynn coates,Kaylynn E. Coates,Kaylynn E. Coates,1,False
cobbs|c,person:c cobbs,C. Cobbs,C. Cobbs,1,False
cobb|m,person:m cobb,M. Cobb,M. Cobb,1,False
cobos|e,person:erick cobos,Erick Cobos,Erick Cobos,1,False
cocanougher|bt,person:benjamin cocanougher,Benjamin T. Cocanougher,Benjamin T. Cocanougher,1,False
coca|d,person:d coca,D. Coca,D. Coca,1,False
cochella|l,person:l cochella,L. Cochella,L. Cochella,1,False
cocozza|s,person:s cocozza,S. Cocozza,S. Cocozza,1,False
codeluppi|s,person:simone codeluppi,Simone Codeluppi,Simone Codeluppi,1,False
cofer|g,person:g cofer,G. Cofer,G. Cofer,1,False
cohan|nw,person:nathaniel wood cohan,Nathaniel Wood Cohan,Nathaniel Wood Cohan,1,False
cohen-adad|j,person:j cohen adad,J. Cohen-Adad,J. Cohen-Adad,1,False
cohen|b,person:ben cohen,Ben Cohen,Ben Cohen,1,False
cohen|i,person:itai cohen,Itai Cohen,Itai Cohen,1,False
cohen|n,person:n cohen,N. Cohen,N. Cohen,1,False
colcombe|sj,person:stanley colcombe,Stanley J. Colcombe,Stanley J. Colcombe,1,False
coletta|l,person:l coletta,L. Coletta,L. Coletta,1,False
collie|m,person:matt collie,Matt Collie,Matt Collie,1,False
collinson|l,person:lucy collinson,Lucy Collinson,L. Collinson; Lucy Collinson,1,False
collins|l,person:l collins,L. Collins,L. Collins,1,False
collman|f,person:f collman,F. Collman,F. Collman,1,False
colodner|kj,person:kenneth colodner,Kenneth J. Colodner,Kenneth J. Colodner,1,False
colonell|j,person:jennifer colonell,Jennifer Colonell,Jennifer Colonell,1,False
colton|c,person:c colton,C. Colton,C. Colton,1,False
colón-ramos|da,person:daniel colon ramos,Daniel A. Colón-Ramos,Daniel A. Colón-Ramos; Daniel Colόn-Ramos,2,True
colόn-ramos|d,person:daniel colon ramos,Daniel A. Colón-Ramos,Daniel A. Colón-Ramos; Daniel Colόn-Ramos,2,True
comoletti|d,person:d comoletti,D. Comoletti,D. Comoletti,1,False
condomitti|g,person:g condomitti,G. Condomitti,G. Condomitti,1,False
condylis|c,person:cameron condylis,Cameron Condylis,Cameron Condylis,1,False
cong|j,person:jason cong,Jason Cong,Jason Cong,1,False
conklin|ea,person:elisabeth conklin,Elisabeth A. Conklin,Elisabeth A. Conklin,1,False
conrad|r,person:ryan conrad,Ryan Conrad,Ryan Conrad,1,False
conroy|jm,person:john conroy,John M. Conroy,John M. Conroy,1,False
consortium|f,person:flywire consortium,FlyWire Consortium,FlyWire Consortium,1,False
consortium|i,person:iibdgc consortium,Iibdgc Consortium,Iibdgc Consortium,1,False
consortium|wa,person:wei chung allen consortium,Wei-Chung Allen Consortium,Wei-Chung Allen Consortium,1,False
conte|d,person:d conte,D. Conte,D. Conte,1,False
contreas|d,person:dominick contreas,Dominick Contreas,Dominick Contreas,1,False
conway|jr,person:j conway,J. R. Conway,J. R. Conway,1,False
conzelmann|k,person:k conzelmann,K. Conzelmann,K. Conzelmann,1,False
conzelmann|m,person:markus conzelmann,Markus Conzelmann,Markus Conzelmann,1,False
cook|a,person:a cook,A. Cook,A. Cook,1,False
cook|ap,person:andrew cook,Andrew P. Cook,Andrew P Cook; Andrew P. Cook,1,False
cook|jj,person:james cook,James J. Cook,James J. Cook,1,False
cook|m,person:michael cook,Michael Cook,Matthew Cook; Michael Cook,1,False
cook|sj,person:steven cook,Steven J. Cook,Steven J. Cook,1,False
cornean|j,person:jacqueline cornean,Jacqueline Cornean,Jacqueline Cornean,1,False
cornford|j,person:jonathan cornford,Jonathan Cornford,Jonathan Cornford,1,False
corni|mg,person:maria giulia corni,Maria Giulia Corni,Maria Giulia Corni,1,False
coronado-leija|r,person:ricardo coronado leija,Ricardo Coronado-Leija,Ricardo Coronado-Leija,1,False
corporaal|h,person:h corporaal,H. Corporaal,H. Corporaal,1,False
corradini|e,person:enrico corradini,Enrico Corradini,Enrico Corradini,1,False
corrado|c,person:cali corrado,Cali Corrado,Cali Corrado,1,False
correia|a,person:ana correia,Ana Correia,A. Correia; Ana Correia,1,False
corrêa|ir,person:ivan correa,Ivan R. Corrêa,Ivan R. Corrêa,1,False
cortes|j,person:j cortes,J. Cortes,J. Cortes,1,False
corteze|m,person:maria corteze,Maria Corteze,Maria Corteze,1,False
cortez|c,person:c cortez,C. Cortez,C. Cortez,1,False
cosmanescu|f,person:f cosmanescu,F. Cosmanescu,F. Cosmanescu,1,False
cossell|l,person:l cossell,L. Cossell,L. Cossell,1,False
costalago-meruelo|a,person:alicia costalago meruelo,Alicia Costalago-Meruelo,Alicia Costalago-Meruelo,1,False
costa|ek,person:emma costa,Emma K. Costa,Emma K. Costa,1,False
costa|m,person:marta costa,Marta Costa,M. Costa; Marta Costa,1,False
costa|nd,person:n da costa,N. D. da Costa,N. D. Costa; N. D. da Costa; NM da Costa,2,True
costa|ndd,person:n da costa,N. D. da Costa,N. D. Costa; N. D. da Costa; NM da Costa,2,True
costa|nmd,person:nuno macarico da costa,Nuno Maçarico da Costa,Nuno Maçarico da Costa,1,False
coste|b,person:benoit coste,Benoît Coste,Benoît Coste,1,False
costi|l,person:leone costi,Leone Costi,Leone Costi,1,False
cotter|k,person:kaelan cotter,Kaelan Cotter,Kaelan Cotter,1,False
cotton|r,person:r cotton,R. Cotton,R. Cotton,1,False
coulon--mahdi|o,person:orfane coulon mahdi,Orfane Coulon--Mahdi,Orfane Coulon--Mahdi,1,False
coulson|b,person:bramwell coulson,Bramwell Coulson,Bramwell Coulson,1,False
courcol|j,person:j courcol,J. Courcol,J. Courcol,1,False
courgeon|m,person:maximilien courgeon,Maximilien Courgeon,Maximilien Courgeon,1,False
courtney|a,person:amy courtney,Amy Courtney,Amy Courtney,1,False
court|r,person:robert court,Robert Court,Robert Court,1,False
covantes-osuna|c,person:c covantes osuna,C. Covantes-Osuna,C. Covantes-Osuna,1,False
cover|kk,person:k cover,K. K. Cover,K. K. Cover,1,False
cowan|nj,person:noah cowan,Noah J. Cowan,Noah J. Cowan,1,False
cowley|hp,person:hannah cowley,Hannah P. Cowley,Hannah P. Cowley,1,False
craddock|r,person:r craddock,R. Craddock,R. Craddock,1,False
crahan|t,person:t crahan,T. Crahan,T. Crahan,1,False
craig|a,person:allison craig,Allison Craig,Allison Craig,1,False
crary|jf,person:john crary,John F. Crary,John F. Crary,1,False
crespo-lópez|m,person:m crespo lopez,M. Crespo-López,M. Crespo-López,1,False
crespo|rem,person:r montano crespo,R. E. Montaño Crespo,R. E. Montaño Crespo,1,False
cristofori-armstrong|b,person:b cristofori armstrong,B. Cristofori-Armstrong,B. Cristofori-Armstrong,1,False
crofts|j,person:j crofts,J. Crofts,J. Crofts,1,False
croke|h,person:haley croke,Haley Croke,Haley Croke,1,False
crook|j,person:j crook,J. Crook,J. Crook,1,False
croset|v,person:vincent croset,Vincent Croset,Vincent Croset,1,False
cross|sj,person:sarah cross,Sarah J. Cross,Sarah J. Cross,1,False
cros|cc,person:cyril cros,Cyril C Cros,Cyril C Cros,1,False
crouse|cm,person:charles crouse,Charles M. Crouse,Charles M. Crouse,1,False
crowe|as,person:arthur crowe,Arthur S. Crowe,Arthur S. Crowe,1,False
crow|m,person:m crow,M. Crow,M. Crow,1,False
cruchet|s,person:steeve cruchet,Steeve Cruchet,Steeve Cruchet,1,False
crump|mg,person:michael crump,Michael G. Crump,Michael G. Crump,1,False
cruz|aldl,person:aubrie de la cruz,Aubrie L De La Cruz,Aubrie L De La Cruz,1,False
csermely|p,person:peter csermely,Peter Csermely,P. Csermely; Peter Csermely,1,False
