author_a,author_b,shared_works,weight
person:alireza zali,person:zeinab hamedani,1,1
person:elnaz amanzadeh,person:zeinab hamedani,1,1
person:alireza zali,person:s oraee yazdani,1,1
person:elnaz amanzadeh,person:s oraee yazdani,1,1
person:alireza zali,person:elnaz amanzadeh,1,1
person:h takemura,person:nicola palomero gallagher,1,1
person:h takemura,person:m axer,1,1
person:d gra el,person:h takemura,1,1
person:h takemura,person:m jorgensen,1,1
person:h takemura,person:r woods,1,1
person:h takemura,person:k zilles,1,1
person:m axer,person:nicola palomero gallagher,1,1
person:d gra el,person:nicola palomero gallagher,1,1
person:m jorgensen,person:nicola palomero gallagher,1,1
person:nicola palomero gallagher,person:r woods,1,1
person:d gra el,person:m axer,1,1
person:m axer,person:m jorgensen,1,1
person:m axer,person:r woods,1,1
person:k zilles,person:m axer,1,1
person:d gra el,person:m jorgensen,1,1
person:d gra el,person:r woods,1,1
person:d gra el,person:k zilles,1,1
person:m jorgensen,person:r woods,1,1
person:k zilles,person:m jorgensen,1,1
person:k zilles,person:r woods,1,1
person:azusa kamikouchi,person:xiao ming li,1,1
person:min huang,person:s pieraut,1,1
person:jasmine cao,person:min huang,1,1
person:f polli,person:min huang,1,1
person:min huang,person:vincenzo roncace,1,1
person:gloria shen,person:min huang,1,1
person:c ramos medina,person:min huang,1,1
person:hyeyoung lee,person:min huang,1,1
person:anton maximov,person:min huang,1,1
person:jasmine cao,person:s pieraut,1,1
person:f polli,person:s pieraut,1,1
person:s pieraut,person:vincenzo roncace,1,1
person:gloria shen,person:s pieraut,1,1
person:c ramos medina,person:s pieraut,1,1
person:hyeyoung lee,person:s pieraut,1,1
person:anton maximov,person:s pieraut,1,1
person:f polli,person:jasmine cao,1,1
person:jasmine cao,person:vincenzo roncace,1,1
person:gloria shen,person:jasmine cao,1,1
person:c ramos medina,person:jasmine cao,1,1
person:hyeyoung lee,person:jasmine cao,1,1
person:anton maximov,person:jasmine cao,1,1
person:f polli,person:vincenzo roncace,1,1
person:f polli,person:gloria shen,1,1
person:c ramos medina,person:f polli,1,1
person:f polli,person:hyeyoung lee,1,1
person:gloria shen,person:vincenzo roncace,1,1
person:c ramos medina,person:vincenzo roncace,1,1
person:hyeyoung lee,person:vincenzo roncace,1,1
person:anton maximov,person:vincenzo roncace,1,1
person:c ramos medina,person:gloria shen,1,1
person:gloria shen,person:hyeyoung lee,1,1
person:anton maximov,person:gloria shen,1,1
person:c ramos medina,person:hyeyoung lee,1,1
person:anton maximov,person:c ramos medina,1,1
person:anton maximov,person:hyeyoung lee,1,1
person:christoph pokorny,person:kerem kurban,1,1
person:kerem kurban,person:omar awile,1,1
person:james isbister,person:kerem kurban,1,1
person:kerem kurban,person:m wolf,1,1
person:kerem kurban,person:michael reimann,1,1
person:alex chen,person:marc duque,1,1
person:alex chen,person:v wang,1,1
person:alex chen,person:mahalakshmi dhanasekar,1,1
person:alex chen,person:xuelong mi,1,1
person:alex chen,person:altyn rymbek,1,1
person:alex chen,person:loeva tocquer,1,1
person:alex chen,person:sujatha narayan,1,1
person:alex chen,person:d prober,1,1
person:alex chen,person:guoqiang yu,1,1
person:alex chen,person:claire wyart,1,1
person:alex chen,person:florian engert,1,1
person:alex chen,person:m ahrens,1,1
person:marc duque,person:v wang,1,1
person:mahalakshmi dhanasekar,person:marc duque,1,1
person:marc duque,person:xuelong mi,1,1
person:altyn rymbek,person:marc duque,1,1
person:loeva tocquer,person:marc duque,1,1
person:marc duque,person:sujatha narayan,1,1
person:d prober,person:marc duque,1,1
person:guoqiang yu,person:marc duque,1,1
person:claire wyart,person:marc duque,1,1
person:florian engert,person:marc duque,1,1
person:m ahrens,person:marc duque,1,1
person:mahalakshmi dhanasekar,person:v wang,1,1
person:v wang,person:xuelong mi,1,1
person:altyn rymbek,person:v wang,1,1
person:loeva tocquer,person:v wang,1,1
person:sujatha narayan,person:v wang,1,1
person:d prober,person:v wang,1,1
person:guoqiang yu,person:v wang,1,1
person:claire wyart,person:v wang,1,1
person:florian engert,person:v wang,1,1
person:m ahrens,person:v wang,1,1
person:mahalakshmi dhanasekar,person:xuelong mi,1,1
person:altyn rymbek,person:mahalakshmi dhanasekar,1,1
person:loeva tocquer,person:mahalakshmi dhanasekar,1,1
person:mahalakshmi dhanasekar,person:sujatha narayan,1,1
person:d prober,person:mahalakshmi dhanasekar,1,1
person:guoqiang yu,person:mahalakshmi dhanasekar,1,1
person:claire wyart,person:mahalakshmi dhanasekar,1,1
person:florian engert,person:mahalakshmi dhanasekar,1,1
person:m ahrens,person:mahalakshmi dhanasekar,1,1
person:altyn rymbek,person:xuelong mi,1,1
person:loeva tocquer,person:xuelong mi,1,1
person:sujatha narayan,person:xuelong mi,1,1
person:d prober,person:xuelong mi,1,1
person:guoqiang yu,person:xuelong mi,1,1
person:claire wyart,person:xuelong mi,1,1
person:florian engert,person:xuelong mi,1,1
person:m ahrens,person:xuelong mi,1,1
person:altyn rymbek,person:loeva tocquer,1,1
person:altyn rymbek,person:sujatha narayan,1,1
person:altyn rymbek,person:d prober,1,1
person:altyn rymbek,person:guoqiang yu,1,1
person:altyn rymbek,person:claire wyart,1,1
person:altyn rymbek,person:florian engert,1,1
person:altyn rymbek,person:m ahrens,1,1
person:loeva tocquer,person:sujatha narayan,1,1
person:d prober,person:loeva tocquer,1,1
person:guoqiang yu,person:loeva tocquer,1,1
person:claire wyart,person:loeva tocquer,1,1
person:florian engert,person:loeva tocquer,1,1
person:loeva tocquer,person:m ahrens,1,1
person:d prober,person:sujatha narayan,1,1
person:guoqiang yu,person:sujatha narayan,1,1
person:claire wyart,person:sujatha narayan,1,1
person:florian engert,person:sujatha narayan,1,1
person:m ahrens,person:sujatha narayan,1,1
person:d prober,person:guoqiang yu,1,1
person:claire wyart,person:d prober,1,1
person:d prober,person:florian engert,1,1
person:d prober,person:m ahrens,1,1
person:claire wyart,person:guoqiang yu,1,1
person:florian engert,person:guoqiang yu,1,1
person:guoqiang yu,person:m ahrens,1,1
person:claire wyart,person:florian engert,1,1
person:claire wyart,person:m ahrens,1,1
person:b voleti,person:hae mook kang,1,1
person:hae mook kang,person:t hajszan,1,1
person:g rajkowska,person:hae mook kang,1,1
person:c stockmeier,person:hae mook kang,1,1
person:hae mook kang,person:p licznerski,1,1
person:a lepack,person:hae mook kang,1,1
person:hae mook kang,person:m majik,1,1
person:hae mook kang,person:l jeong,1,1
person:hae mook kang,person:m banasr,1,1
person:hae mook kang,person:hyeon son,1,1
person:hae mook kang,person:r duman,1,1
person:b voleti,person:t hajszan,1,1
person:b voleti,person:g rajkowska,1,1
person:b voleti,person:c stockmeier,1,1
person:b voleti,person:p licznerski,1,1
person:a lepack,person:b voleti,1,1
person:b voleti,person:m majik,1,1
person:b voleti,person:l jeong,1,1
person:b voleti,person:m banasr,1,1
person:b voleti,person:hyeon son,1,1
person:b voleti,person:r duman,1,1
person:g rajkowska,person:t hajszan,1,1
person:c stockmeier,person:t hajszan,1,1
person:p licznerski,person:t hajszan,1,1
person:a lepack,person:t hajszan,1,1
person:m majik,person:t hajszan,1,1
person:l jeong,person:t hajszan,1,1
person:m banasr,person:t hajszan,1,1
person:hyeon son,person:t hajszan,1,1
person:r duman,person:t hajszan,1,1
person:c stockmeier,person:g rajkowska,1,1
person:g rajkowska,person:p licznerski,1,1
person:a lepack,person:g rajkowska,1,1
person:g rajkowska,person:m majik,1,1
person:g rajkowska,person:l jeong,1,1
person:g rajkowska,person:m banasr,1,1
person:g rajkowska,person:hyeon son,1,1
person:g rajkowska,person:r duman,1,1
person:c stockmeier,person:p licznerski,1,1
person:a lepack,person:c stockmeier,1,1
person:c stockmeier,person:m majik,1,1
person:c stockmeier,person:l jeong,1,1
person:c stockmeier,person:m banasr,1,1
person:c stockmeier,person:hyeon son,1,1
person:c stockmeier,person:r duman,1,1
person:a lepack,person:p licznerski,1,1
person:m majik,person:p licznerski,1,1
person:l jeong,person:p licznerski,1,1
person:m banasr,person:p licznerski,1,1
person:hyeon son,person:p licznerski,1,1
person:p licznerski,person:r duman,1,1
person:a lepack,person:m majik,1,1
person:a lepack,person:l jeong,1,1
person:a lepack,person:m banasr,1,1
person:a lepack,person:hyeon son,1,1
person:a lepack,person:r duman,1,1
person:l jeong,person:m majik,1,1
person:m banasr,person:m majik,1,1
person:hyeon son,person:m majik,1,1
person:m majik,person:r duman,1,1
person:l jeong,person:m banasr,1,1
person:hyeon son,person:l jeong,1,1
person:l jeong,person:r duman,1,1
person:hyeon son,person:m banasr,1,1
person:m banasr,person:r duman,1,1
person:hyeon son,person:r duman,1,1
person:m chini,person:weiwei yang,1,1
person:j popplau,person:weiwei yang,1,1
person:a formozov,person:weiwei yang,1,1
person:a dieter,person:weiwei yang,1,1
person:patrick piechocinski,person:weiwei yang,1,1
person:cynthia rais,person:weiwei yang,1,1
person:f morellini,person:weiwei yang,1,1
person:olaf sporns,person:weiwei yang,1,1
person:i hanganu opatz,person:weiwei yang,1,1
person:j simon wiegert,person:weiwei yang,1,1
person:j popplau,person:m chini,1,1
person:a formozov,person:m chini,1,1
person:a dieter,person:m chini,1,1
person:m chini,person:patrick piechocinski,1,1
person:cynthia rais,person:m chini,1,1
person:f morellini,person:m chini,1,1
person:m chini,person:olaf sporns,1,1
person:i hanganu opatz,person:m chini,1,1
person:j simon wiegert,person:m chini,1,1
person:a formozov,person:j popplau,1,1
person:a dieter,person:j popplau,1,1
person:j popplau,person:patrick piechocinski,1,1
person:cynthia rais,person:j popplau,1,1
person:f morellini,person:j popplau,1,1
person:j popplau,person:olaf sporns,1,1
person:i hanganu opatz,person:j popplau,1,1
person:j popplau,person:j simon wiegert,1,1
person:a dieter,person:a formozov,1,1
person:a formozov,person:patrick piechocinski,1,1
person:a formozov,person:cynthia rais,1,1
person:a formozov,person:f morellini,1,1
person:a formozov,person:olaf sporns,1,1
person:a formozov,person:i hanganu opatz,1,1
person:a formozov,person:j simon wiegert,1,1
person:a dieter,person:patrick piechocinski,1,1
person:a dieter,person:cynthia rais,1,1
person:a dieter,person:f morellini,1,1
person:a dieter,person:olaf sporns,1,1
person:a dieter,person:i hanganu opatz,1,1
person:a dieter,person:j simon wiegert,1,1
person:cynthia rais,person:patrick piechocinski,1,1
person:f morellini,person:patrick piechocinski,1,1
person:olaf sporns,person:patrick piechocinski,1,1
person:i hanganu opatz,person:patrick piechocinski,1,1
person:j simon wiegert,person:patrick piechocinski,1,1
person:cynthia rais,person:f morellini,1,1
person:cynthia rais,person:olaf sporns,1,1
person:cynthia rais,person:i hanganu opatz,1,1
person:cynthia rais,person:j simon wiegert,1,1
person:f morellini,person:olaf sporns,1,1
person:f morellini,person:i hanganu opatz,1,1
person:f morellini,person:j simon wiegert,1,1
person:i hanganu opatz,person:olaf sporns,1,1
person:j simon wiegert,person:olaf sporns,1,1
person:i hanganu opatz,person:j simon wiegert,1,1
person:a lazar,person:tingshan liu,1,1
person:m turkcan,person:tingshan liu,1,1
person:tingshan liu,person:yu ying zhou,1,1
person:anna lena horlemann,person:michael reimann,1,1
person:anna lena horlemann,person:srikanth ramaswamy,1,1
person:anna lena horlemann,person:eilif muller,1,1
person:anna lena horlemann,person:henry markram,1,1
person:tingting yu,person:yongxin zhao,1,1
person:cun quan zhang,person:yongxin zhao,1,1
person:yongxin zhao,person:zhenghua li,1,1
person:qingming luo,person:yongxin zhao,1,1
person:tonghui xu,person:yongxin zhao,1,1
person:dandan zhu,person:yongxin zhao,1,1
person:cun quan zhang,person:tingting yu,1,1
person:tingting yu,person:zhenghua li,1,1
person:qingming luo,person:tingting yu,1,1
person:tingting yu,person:tonghui xu,1,1
person:dandan zhu,person:tingting yu,1,1
person:cun quan zhang,person:zhenghua li,1,1
person:cun quan zhang,person:qingming luo,1,1
person:cun quan zhang,person:tonghui xu,1,1
person:cun quan zhang,person:dandan zhu,1,1
person:qingming luo,person:zhenghua li,1,1
person:tonghui xu,person:zhenghua li,1,1
person:dandan zhu,person:zhenghua li,1,1
person:qingming luo,person:tonghui xu,1,1
person:dandan zhu,person:qingming luo,1,1
person:dandan zhu,person:tonghui xu,1,1
person:aljoscha nern,person:f davis,1,1
person:f davis,person:s picard,1,1
person:f davis,person:michael reiser,1,1
person:f davis,person:g rubin,1,1
person:f davis,person:s eddy,1,1
person:f davis,person:g henry,1,1
person:aljoscha nern,person:s picard,1,1
person:aljoscha nern,person:s eddy,1,1
person:michael reiser,person:s picard,1,1
person:g rubin,person:s picard,1,1
person:s eddy,person:s picard,1,1
person:g henry,person:s picard,1,1
person:michael reiser,person:s eddy,1,1
person:g henry,person:michael reiser,1,1
person:g rubin,person:s eddy,1,1
person:g henry,person:s eddy,1,1
person:anthony azevedo,person:avinash khandelwal,1,1
person:avinash khandelwal,person:ellen lesser,1,1
person:avinash khandelwal,person:jasper phelps,1,1
person:avinash khandelwal,person:brandon mark,1,1
person:avinash khandelwal,person:l elabbady,1,1
person:avinash khandelwal,person:sumiya kuroda,1,1
person:anne sustar,person:avinash khandelwal,1,1
person:anthony moussa,person:avinash khandelwal,1,1
person:avinash khandelwal,person:chris dallmann,1,1
person:avinash khandelwal,person:s agrawal,1,1
person:avinash khandelwal,person:su yee lee,1,1
person:avinash khandelwal,person:b pratt,1,1
person:andrew cook,person:avinash khandelwal,1,1
person:avinash khandelwal,person:k skutt kakaria,1,1
person:avinash khandelwal,person:stephan gerhard,1,1
person:avinash khandelwal,person:rongwen lu,1,1
person:avinash khandelwal,person:n kemnitz,1,1
person:avinash khandelwal,person:kea joo lee,1,1
person:akhilesh halageri,person:avinash khandelwal,1,1
person:avinash khandelwal,person:m castro,1,1
person:avinash khandelwal,person:dodam ih,1,1
person:avinash khandelwal,person:jay gager,1,1
person:avinash khandelwal,person:m tammam,1,1
person:avinash khandelwal,person:sven dorkenwald,1,1
person:avinash khandelwal,person:f collman,1,1
person:avinash khandelwal,person:cm schneider mizell,1,1
person:avinash khandelwal,person:d brittain,1,1
person:avinash khandelwal,person:c jordan,1,1
person:avinash khandelwal,person:michael dickinson,1,1
person:a pacureanu,person:avinash khandelwal,1,1
person:avinash khandelwal,person:h sebastian seung,1,1
person:avinash khandelwal,person:t macrina,1,1
person:avinash khandelwal,person:john tuthill,1,1
person:a pacureanu,person:andrew cook,1,1
person:a pacureanu,person:michael dickinson,1,1
person:h sebastian seung,person:michael dickinson,1,1
person:arpiar saunders,person:kevin beier,1,1
person:i oldenburg,person:kevin beier,1,1
person:kazunari miyamichi,person:kevin beier,1,1
person:kevin beier,person:n akhtar,1,1
person:kevin beier,person:l luo,1,1
person:kevin beier,person:s whelan,1,1
person:b sabatini,person:kevin beier,1,1
person:c cepko,person:kevin beier,1,1
person:arpiar saunders,person:i oldenburg,1,1
person:arpiar saunders,person:kazunari miyamichi,1,1
person:arpiar saunders,person:n akhtar,1,1
person:arpiar saunders,person:l luo,1,1
person:arpiar saunders,person:s whelan,1,1
person:arpiar saunders,person:b sabatini,1,1
person:arpiar saunders,person:c cepko,1,1
person:i oldenburg,person:kazunari miyamichi,1,1
person:i oldenburg,person:n akhtar,1,1
person:i oldenburg,person:l luo,1,1
person:i oldenburg,person:s whelan,1,1
person:b sabatini,person:i oldenburg,1,1
person:c cepko,person:i oldenburg,1,1
person:kazunari miyamichi,person:n akhtar,1,1
person:kazunari miyamichi,person:s whelan,1,1
person:b sabatini,person:kazunari miyamichi,1,1
person:c cepko,person:kazunari miyamichi,1,1
person:l luo,person:n akhtar,1,1
person:n akhtar,person:s whelan,1,1
person:b sabatini,person:n akhtar,1,1
person:c cepko,person:n akhtar,1,1
person:l luo,person:s whelan,1,1
person:b sabatini,person:l luo,1,1
person:c cepko,person:l luo,1,1
person:b sabatini,person:s whelan,1,1
person:c cepko,person:s whelan,1,1
person:b sabatini,person:c cepko,1,1
person:eugenio piasini,person:guy billings,1,1
person:a lorincz,person:guy billings,1,1
person:guy billings,person:z nusser,1,1
person:guy billings,person:r silver,1,1
person:a lorincz,person:eugenio piasini,1,1
