author_norm,person_id,display_name,works_in_corpus,weighted_degree,betweenness,community_id
person:katja schulze,person:katja schulze,Katja Schulze,1,5.0,0.0,117
person:frederik helmprobst,person:frederik helmprobst,Frederik Helmprobst,1,5.0,0.0,117
person:p kollmannsberger,person:p kollmannsberger,P. Kollmannsberger,1,5.0,0.0,117
person:t dandekar,person:t dandekar,T. Dandekar,1,5.0,0.0,117
person:m chalfie,person:m chalfie,M. Chalfie,1,5.0,0.0,4
person:j sulston,person:j sulston,J. Sulston,1,5.0,0.0,4
person:e southgate,person:e southgate,E. Southgate,1,5.0,0.0,4
person:j thomson,person:j thomson,J. Thomson,1,5.0,0.0,4
person:s brenner,person:s brenner,S. Brenner,1,5.0,0.0,4
person:mario dipoppa,person:mario dipoppa,Mario Dipoppa,1,5.0,0.0,2
person:adam ranson,person:adam ranson,Adam Ranson,1,5.0,0.0,2
person:michael krumin,person:michael krumin,Michael Krumin,1,5.0,0.0,2
person:marius pachitariu,person:marius pachitariu,Marius Pachitariu,1,5.0,0.0,2
person:m carandini,person:m carandini,M. Carandini,1,5.0,0.0,2
person:atsushi kanoke,person:atsushi kanoke,Atsushi Kanoke,1,5.0,0.0,20
person:gratianne rabiller,person:gratianne rabiller,Gratianne Rabiller,1,5.0,0.0,20
person:a stabile,person:a stabile,A. Stabile,1,5.0,0.0,91
person:a pistilli,person:a pistilli,A. Pistilli,1,5.0,0.0,91
person:ruggirello mariangela,person:ruggirello mariangela,Ruggirello Mariangela,1,5.0,0.0,91
person:m rende,person:m rende,M. Rende,1,5.0,0.0,91
person:d bartolini,person:d bartolini,D. Bartolini,1,5.0,0.0,91
person:g di sante,person:g di sante,G. Di Sante,1,5.0,0.0,91
person:k buchanan,person:k buchanan,K. Buchanan,1,5.0,0.0,9
person:m diaz santos,person:m diaz santos,M. Díaz-Santos,1,5.0,0.0,45
person:stephanie ovalle eliseo,person:stephanie ovalle eliseo,Stephanie G Ovalle Eliseo,1,5.0,0.0,45
person:g ryan,person:g ryan,G. Ryan,1,5.0,0.0,45
person:e talamantes,person:e talamantes,E. Talamantes,1,5.0,0.0,45
person:gerado moreno,person:gerado moreno,Gerado Moreno,1,5.0,0.0,45
person:a pournaki,person:a pournaki,A. Pournaki,1,5.0,0.0,36
person:leon merfort,person:leon merfort,Leon Merfort,1,5.0,0.0,36
person:uzair shah,person:uzair shah,Uzair Shah,1,5.0,0.0,6
person:m alzubaidi,person:m alzubaidi,M. Alzubaidi,1,5.0,0.0,6
person:corrado cali,person:corrado cali,Corrado Calí,1,5.0,0.0,6
person:mowafa househ,person:mowafa househ,Mowafa J Househ,1,5.0,0.0,6
person:l petrucco,person:l petrucco,L. Petrucco,1,5.0,0.0,6
person:hagar lavian,person:hagar lavian,Hagar Lavian,1,5.0,0.0,6
person:vilim stih,person:vilim stih,Vilim Štih,1,5.0,0.0,6
person:r portugues,person:r portugues,R. Portugues,1,5.0,0.0,6
person:j ng,person:j ng,J. Ng,1,5.0,0.0,0
person:a browning,person:a browning,A. Browning,1,5.0,0.0,0
person:l lechner,person:l lechner,L. Lechner,1,5.0,0.0,0
person:gillian howard,person:gillian howard,Gillian Howard,1,5.0,0.0,0
person:rajat saxena,person:rajat saxena,Rajat Saxena,1,5.0,0.0,94
person:justin shobe,person:justin shobe,Justin L. Shobe,1,5.0,0.0,94
person:aida andujo,person:aida andujo,Aida M. Andujo,1,5.0,0.0,94
person:wing ning,person:wing ning,Wing Ning,1,5.0,0.0,94
person:christelle anaclet,person:christelle anaclet,Christelle Anaclet,1,5.0,0.0,94
person:bruce mcnaughton,person:bruce mcnaughton,Bruce L. McNaughton,1,5.0,0.0,94
person:alaba sotayo,person:alaba sotayo,Alaba Sotayo,1,5.0,0.0,0
person:alejandro cazzulino,person:alejandro cazzulino,Alejandro Cazzulino,1,5.0,0.0,0
person:anna snyder,person:anna snyder,Anna M. Snyder,1,5.0,0.0,0
person:c denny,person:c denny,C. Denny,1,5.0,0.0,0
person:s siegelbaum,person:s siegelbaum,S. Siegelbaum,1,5.0,0.0,0
person:takuya nanami,person:takuya nanami,Takuya Nanami,1,5.0,0.0,26
person:takashi kohno,person:takashi kohno,Takashi Kohno,1,5.0,0.0,26
person:asta kastanauskaite,person:asta kastanauskaite,Asta Kastanauskaite,1,5.0,0.0,7
person:keisuke imoto,person:keisuke imoto,Keisuke Imoto,1,5.0,0.0,1
person:yuki ishikawa,person:yuki ishikawa,Yuki Ishikawa,1,5.0,0.0,1
person:r tanaka,person:r tanaka,R. Tanaka,1,5.0,0.0,1
person:haneen mohammed,person:haneen mohammed,Haneen Mohammed,1,5.0,0.0,1
person:mary anne mackay,person:mary anne mackay,Mary-Anne B. MacKay,1,5.0,0.0,95
person:john paylor,person:john paylor,John W. Paylor,1,5.0,0.0,95
person:j wong,person:j wong,J. T. Wong,1,5.0,0.0,95
person:i winship,person:i winship,I. Winship,1,5.0,0.0,95
person:g baker,person:g baker,G. Baker,1,5.0,0.0,95
person:s dursun,person:s dursun,S. Dursun,1,5.0,0.0,95
person:susanne kunkel,person:susanne kunkel,Susanne Kunkel,1,5.0,0.0,6
person:jochen eppler,person:jochen eppler,Jochen M. Eppler,1,5.0,0.0,6
person:h plesser,person:h plesser,H. Plesser,1,5.0,0.0,6
person:d moore,person:d moore,D. Moore,1,5.0,0.0,2
person:scott linderman,person:scott linderman,Scott W. Linderman,1,5.0,0.0,1
person:l menzl,person:l menzl,L. Menzl,1,5.0,0.0,6
person:g villa,person:g villa,G. Villa,1,5.0,0.0,6
person:y yabo,person:y yabo,Y. Yabo,1,5.0,0.0,6
person:v venkataramani,person:v venkataramani,V. Venkataramani,1,5.0,0.0,6
person:f ricklefs,person:f ricklefs,F. Ricklefs,1,5.0,0.0,6
person:felix de las pozas,person:felix de las pozas,Félix de las Pozas,1,5.0,0.0,7
person:s mckenzie,person:s mckenzie,S. McKenzie,1,5.0,0.0,2
person:talfan evans,person:talfan evans,Talfan Evans,1,5.0,0.0,2
person:e yoon,person:e yoon,E. Yoon,1,5.0,0.0,2
person:g buzsaki,person:g buzsaki,G. Buzsáki,1,5.0,0.0,2
person:anke borgmann,person:anke borgmann,Anke Borgmann,1,5.0,0.0,109
person:noriyuki hama,person:noriyuki hama,Noriyuki Hama,1,5.0,0.0,109
person:leonie schadt,person:leonie schadt,Leonie C Schadt,1,5.0,0.0,0
person:t ruhwedel,person:t ruhwedel,T. Ruhwedel,1,5.0,0.0,0
person:a sasmita,person:a sasmita,A. O. Sasmita,1,5.0,0.0,0
person:a steyer,person:a steyer,A. Steyer,1,5.0,0.0,0
person:wiebke mobius,person:wiebke mobius,Wiebke Möbius,1,5.0,0.0,0
person:konstanze philipp,person:konstanze philipp,Konstanze Philipp,1,5.0,0.0,20
person:richard kettlitz,person:richard kettlitz,Richard Kettlitz,1,5.0,0.0,20
person:georg fuellen,person:georg fuellen,Georg Fuellen,1,5.0,0.0,20
person:j engel,person:j engel,J. Engel,1,5.0,0.0,5
person:j stern,person:j stern,J. Stern,1,5.0,0.0,5
person:r staba,person:r staba,R. Staba,1,5.0,0.0,5
person:a bragin,person:a bragin,A. Bragin,1,5.0,0.0,5
person:i mody,person:i mody,I. Módy,1,5.0,0.0,5
person:yoh maekawa,person:yoh maekawa,Yoh Maekawa,1,5.0,0.0,16
person:sayaka eno,person:sayaka eno,Sayaka Eno,1,5.0,0.0,16
person:nobuhiro yamagata,person:nobuhiro yamagata,Nobuhiro Yamagata,1,5.0,0.0,16
person:hiromu tanimoto,person:hiromu tanimoto,Hiromu Tanimoto,1,5.0,0.0,16
person:petra guder,person:petra guder,Petra Guder,1,5.0,0.0,0
person:max scheungrab,person:max scheungrab,Max Scheungrab,1,5.0,0.0,0
person:peter kohnert,person:peter kohnert,Peter Kohnert,1,5.0,0.0,0
person:georgios kolyfetis,person:georgios kolyfetis,Georgios Kolyfetis,1,5.0,0.0,0
person:garrett lee,person:garrett lee,Garrett A. Lee,1,5.0,0.0,4
person:jacquelin ho,person:jacquelin ho,Jacquelin Ho,1,5.0,0.0,4
person:cassandra potter,person:cassandra potter,Cassandra C. Potter,1,5.0,0.0,4
person:e hartwieg,person:e hartwieg,E. Hartwieg,1,5.0,0.0,0
person:h horvitz,person:h horvitz,H. Horvitz,1,5.0,0.0,0
person:maxwell shinn,person:maxwell shinn,Maxwell Shinn,1,5.0,0.0,4
person:f vasa,person:f vasa,F. Vása,1,5.0,0.0,4
person:danyal akarca,person:danyal akarca,Danyal Akarca,1,5.0,0.0,5
person:m di biase,person:m di biase,M. D. Di Biase,1,5.0,0.0,5
person:dong zhao,person:dong zhao,Dong Zhao,1,5.0,0.0,0
person:shirui pan,person:shirui pan,Shirui Pan,1,5.0,0.0,0
person:richard benton,person:richard benton,Richard Benton,1,5.0,0.0,96
person:jerome mermet,person:jerome mermet,Jérôme Mermet,1,5.0,0.0,96
person:andre jang,person:andre jang,Andre Jang,1,5.0,0.0,96
person:keita endo,person:keita endo,Keita Endo,1,5.0,0.0,96
person:steeve cruchet,person:steeve cruchet,Steeve Cruchet,1,5.0,0.0,96
person:karen menuz,person:karen menuz,Karen Menuz,1,5.0,0.0,96
person:k franks,person:k franks,K. M. Franks,1,5.0,0.0,9
person:m humayun,person:m humayun,M. Humayun,1,5.0,0.0,8
person:d lyon,person:d lyon,D. Lyon,1,5.0,0.0,6
person:j cazemier,person:j cazemier,J. L. Cazemier,1,5.0,0.0,6
person:patrick van der smagt,person:patrick van der smagt,Patrick van der Smagt,1,5.0,0.0,6
person:m gelbart,person:m gelbart,M. Gelbart,1,5.0,0.0,1
person:naomi shvedov,person:naomi shvedov,Naomi R. Shvedov,1,5.0,0.0,6
person:simon castonguay,person:simon castonguay,Simon J. Castonguay,1,5.0,0.0,6
person:d schick,person:d schick,D. Schick,1,5.0,0.0,6
person:b scott,person:b scott,B. Scott,1,5.0,0.0,6
person:steffen schmidt,person:steffen schmidt,Steffen Schmidt,1,5.0,0.0,2
person:h senevirathne,person:h senevirathne,H. K. Senevirathne,1,5.0,0.0,0
person:christopher adamson,person:christopher adamson,Christopher Adamson,1,5.0,0.0,5
person:m gajwani,person:m gajwani,M. Gajwani,1,5.0,0.0,5
person:matthias klapperstueck,person:matthias klapperstueck,Matthias Klapperstueck,1,5.0,0.0,5
person:james manley,person:james manley,James Manley,1,5.0,0.0,5
person:tim dwyer,person:tim dwyer,Tim Dwyer,1,5.0,0.0,5
person:efrain ribeiro,person:efrain ribeiro,Efrain A. Ribeiro,1,5.0,0.0,14
person:alexander nectow,person:alexander nectow,Alexander R. Nectow,1,5.0,0.0,14
person:l pomeranz,person:l pomeranz,L. Pomeranz,1,5.0,0.0,14
person:mats ekstrand,person:mats ekstrand,Mats I. Ekstrand,1,5.0,0.0,14
person:j koo,person:j koo,J. Koo,1,5.0,0.0,14
person:craig washington,person:craig washington,Craig J. Washington,1,5.0,0.0,0
person:m lowman,person:m lowman,M. Lowman,1,5.0,0.0,0
person:s shibata,person:s shibata,S. Shibata,1,5.0,0.0,18
person:fumiko seki,person:fumiko seki,Fumiko Seki,1,5.0,0.0,18
person:michiko inouye,person:michiko inouye,Michiko O Inouye,1,5.0,0.0,18
person:t nagai,person:t nagai,T. Nagai,1,5.0,0.0,18
person:ranga srinivasan,person:ranga srinivasan,Ranga Srinivasan,1,5.0,0.0,1
person:a gross,person:a gross,A. Gross,1,5.0,0.0,3
person:majd farah,person:majd farah,Majd Farah,1,5.0,0.0,3
person:subhajit jana,person:subhajit jana,Subhajit Jana,1,5.0,0.0,3
person:lucie lentz,person:lucie lentz,Lucie Lentz,1,5.0,0.0,0
person:jessica iliescu,person:jessica iliescu,Jessica Iliescu,1,5.0,0.0,0
person:junichi tanimura,person:junichi tanimura,Junichi Tanimura,1,5.0,0.0,0
person:t riemensperger,person:t riemensperger,T. Riemensperger,1,5.0,0.0,0
person:s jaume,person:s jaume,S. Jaume,1,5.0,0.0,130
person:k knobe,person:k knobe,K. Knobe,1,5.0,0.0,130
person:r newton,person:r newton,R. Newton,1,5.0,0.0,130
person:f schlimbach,person:f schlimbach,F. Schlimbach,1,5.0,0.0,130
person:melanie blower,person:melanie blower,Melanie Blower,1,5.0,0.0,130
person:alexander mathiasen,person:alexander mathiasen,Alexander Mathiasen,1,5.0,0.0,2
person:joanna tsang,person:joanna tsang,Joanna Tsang,1,5.0,0.0,2
person:monique estelle charrier,person:monique estelle charrier,Monique Estelle Charrier,1,5.0,0.0,2
person:e gobbetti,person:e gobbetti,E. Gobbetti,1,5.0,0.0,1
person:halvor herlyng,person:halvor herlyng,Halvor Herlyng,1,5.0,0.0,0
person:m causemann,person:m causemann,M. Causemann,1,5.0,0.0,0
person:a ellingsrud,person:a ellingsrud,A. J. Ellingsrud,1,5.0,0.0,0
person:g halnes,person:g halnes,G. Halnes,1,5.0,0.0,0
person:m rognes,person:m rognes,M. Rognes,1,5.0,0.0,0
person:georg ammer,person:georg ammer,Georg Ammer,1,5.0,0.0,11
person:etienne serbe kamp,person:etienne serbe kamp,Etienne Serbe-Kamp,1,5.0,0.0,11
person:alex mauss,person:alex mauss,Alex S. Mauss,1,5.0,0.0,11
person:sandra fendl,person:sandra fendl,Sandra Fendl,1,5.0,0.0,11
person:ivy chi wai chan,person:ivy chi wai chan,Ivy Chi Wai Chan,1,5.0,0.0,46
person:john hernandez,person:john hernandez,John S Hernandez,1,5.0,0.0,46
person:hagar meltzer,person:hagar meltzer,Hagar Meltzer,1,5.0,0.0,46
person:annie park,person:annie park,Annie Park,1,5.0,0.0,46
person:femke hurtak,person:femke hurtak,Femke Hurtak,1,5.0,0.0,34
person:charles crouse,person:charles crouse,Charles M. Crouse,1,5.0,0.0,4
person:sergio bernal garcia,person:sergio bernal garcia,Sergio Bernal-Garcia,1,5.0,0.0,4
person:alexa schlotter,person:alexa schlotter,Alexa P. Schlotter,1,5.0,0.0,4
person:daniela pereira,person:daniela pereira,Daniela Pereira,1,5.0,0.0,4
person:aleksandra recupero,person:aleksandra recupero,Aleksandra J. Recupero,1,5.0,0.0,4
person:luke hammond,person:luke hammond,Luke A. Hammond,1,5.0,0.0,4
person:kerem kurban,person:kerem kurban,Kerem Kurban,1,5.0,0.0,7
person:ana inacio,person:ana inacio,Ana R. Inácio,1,5.0,0.0,5
person:k lam,person:k lam,K. Lam,1,5.0,0.0,5
person:f pereira,person:f pereira,F. Pereira,1,5.0,0.0,5
person:charles gerfen,person:charles gerfen,Charles R. Gerfen,1,5.0,0.0,5
person:alexander vasserman,person:alexander vasserman,Alexander N. Vasserman,1,5.0,0.0,4
person:jessica ausborn,person:jessica ausborn,Jessica Ausborn,1,5.0,0.0,4
person:sarah doran,person:sarah doran,Sarah J. Doran,1,5.0,0.0,2
person:j parkin,person:j parkin,J. Parkin,1,5.0,0.0,2
person:rossella arcucci,person:rossella arcucci,Rossella Arcucci,1,5.0,0.0,0
person:jason kim,person:jason kim,Jason Z. Kim,1,5.0,0.0,2
person:jonathan soffer,person:jonathan soffer,Jonathan M. Soffer,1,5.0,0.0,2
person:ari kahn,person:ari kahn,Ari E. Kahn,1,5.0,0.0,2
person:j vettel,person:j vettel,J. Vettel,1,5.0,0.0,2
person:shakira suwan,person:shakira suwan,Shakira Suwan,1,5.0,0.0,2
person:dominic lee,person:dominic lee,Dominic S. Lee,1,5.0,0.0,2
person:runze tang,person:runze tang,Runze Tang,1,5.0,0.0,2
person:hechun xia,person:hechun xia,Hechun Xia,1,5.0,0.0,0
person:yanli tan,person:yanli tan,Yanli Tan,1,5.0,0.0,0
person:chuan fang,person:chuan fang,Chuan Fang,1,5.0,0.0,0
person:m maggioni,person:m maggioni,M. Maggioni,1,5.0,0.0,2
person:sheila kusnoor,person:sheila kusnoor,Sheila V. Kusnoor,1,5.0,0.0,53
person:a deutch,person:a deutch,A. Deutch,1,5.0,0.0,53
person:pratyush ramakrishna,person:pratyush ramakrishna,Pratyush Ramakrishna,1,5.0,0.0,9
person:maayan levy,person:maayan levy,Maayan Levy,1,5.0,0.0,0
person:zarion marshall,person:zarion marshall,Zarion D. Marshall,1,5.0,0.0,0
person:j maclean,person:j maclean,J. MacLean,1,5.0,0.0,0
person:barbara feulner,person:barbara feulner,Barbara Feulner,1,5.0,0.0,10
person:m perich,person:m perich,M. Perich,1,5.0,0.0,10
person:raeed chowdhury,person:raeed chowdhury,Raeed H. Chowdhury,1,5.0,0.0,10
person:l miller,person:l miller,L. Miller,1,5.0,0.0,10
person:j gallego,person:j gallego,J. A. Gallego,1,5.0,0.0,10
person:sounak bagchi,person:sounak bagchi,Sounak Bagchi,1,5.0,0.0,33
person:palina pauliuchenka,person:palina pauliuchenka,Palina Pauliuchenka,1,5.0,0.0,33
person:hiroshi shiozaki,person:hiroshi shiozaki,Hiroshi M. Shiozaki,1,5.0,0.0,4
person:david stern,person:david stern,David L. Stern,1,5.0,0.0,4
person:a horn,person:a horn,A. Horn,1,5.0,0.0,20
person:c graydon,person:c graydon,C. Graydon,1,5.0,0.0,6
person:evan lieberman,person:evan lieberman,Evan E. Lieberman,1,5.0,0.0,6
person:d marchette,person:d marchette,D. Marchette,1,5.0,0.0,0
person:m rombach,person:m rombach,M. P. Rombach,1,5.0,0.0,2
person:p mucha,person:p mucha,P. Mucha,1,5.0,0.0,2
person:c herold,person:c herold,C. Herold,1,5.0,0.0,5
person:p schlomer,person:p schlomer,P. Schlömer,1,5.0,0.0,5
person:isabelle mafoppa fomat,person:isabelle mafoppa fomat,Isabelle Mafoppa-Fomat,1,5.0,0.0,5
person:j mehlhorn,person:j mehlhorn,J. Mehlhorn,1,5.0,0.0,5
person:o paredes,person:o paredes,O. Paredes,1,5.0,0.0,99
person:jhonatan lopez,person:jhonatan lopez,Jhonatan B. López,1,5.0,0.0,99
person:c covantes osuna,person:c covantes osuna,C. Covantes-Osuna,1,5.0,0.0,99
person:vladimir ocegueda hernandez,person:vladimir ocegueda hernandez,Vladimir Ocegueda-Hernández,1,5.0,0.0,99
person:r romo vazquez,person:r romo vazquez,R. Romo-Vázquez,1,5.0,0.0,99
person:j morales,person:j morales,J. A. Morales,1,5.0,0.0,99
person:rui zhou,person:rui zhou,Rui Zhou,1,5.0,0.0,0
person:a panigrahi,person:a panigrahi,A. Panigrahi,1,5.0,0.0,2
person:a jacobo,person:a jacobo,A. Jacobo,1,5.0,0.0,137
person:sajjad hossain,person:sajjad hossain,Sajjad Hossain,1,5.0,0.0,137
person:k siletti,person:k siletti,K. Siletti,1,5.0,0.0,137
person:a hudspeth,person:a hudspeth,A. Hudspeth,1,5.0,0.0,137
person:n cano astorga,person:n cano astorga,N. Cano-Astorga,1,5.0,0.0,7
person:s plaza alonso,person:s plaza alonso,S. Plaza-Alonso,1,5.0,0.0,7
person:a meyer,person:a meyer,A. Meyer,1,5.0,0.0,6
person:laura huser,person:laura huser,Laura Hüser,1,5.0,0.0,6
person:karin dedek,person:karin dedek,Karin Dedek,1,5.0,0.0,6
person:s haverkamp,person:s haverkamp,S. Haverkamp,1,5.0,0.0,6
person:sungmin hwang,person:sungmin hwang,Sungmin Hwang,1,5.0,0.0,68
person:g parisi,person:g parisi,G. Parisi,1,5.0,0.0,68
person:f zamponi,person:f zamponi,F. Zamponi,1,5.0,0.0,68
person:c rees,person:c rees,C. L. Rees,1,5.0,0.0,0
person:d hamilton,person:d hamilton,D. J. Hamilton,1,5.0,0.0,0
person:a komendantov,person:a komendantov,A. O. Komendantov,1,5.0,0.0,0
person:johannes knittel,person:johannes knittel,Johannes Knittel,1,5.0,0.0,1
person:fangneng zhan,person:fangneng zhan,Fangneng Zhan,1,5.0,0.0,1
person:gyeong tae kim,person:gyeong tae kim,Gyeong Tae Kim,1,5.0,0.0,5
person:nari kim,person:nari kim,Nari Kim,1,5.0,0.0,5
person:rouven ziegler,person:rouven ziegler,Rouven L. Ziegler,1,5.0,0.0,80
person:j hirtz,person:j hirtz,J. J. Hirtz,1,5.0,0.0,80
person:courtney wilson,person:courtney wilson,Courtney E Wilson,1,5.0,0.0,141
person:r lasher,person:r lasher,R. Lasher,1,5.0,0.0,141
person:y dzowo,person:y dzowo,Y. Dzowo,1,5.0,0.0,141
person:j kinnamon,person:j kinnamon,J. C. Kinnamon,1,5.0,0.0,141
person:t finger,person:t finger,T. Finger,1,5.0,0.0,141
person:pablo lituma,person:pablo lituma,Pablo J. Lituma,1,5.0,0.0,102
person:e woo,person:e woo,E. Woo,1,5.0,0.0,102
person:b hara,person:b hara,B. O’Hara,1,5.0,0.0,102
person:p castillo,person:p castillo,P. Castillo,1,5.0,0.0,102
person:n sibinga,person:n sibinga,N. Sibinga,1,5.0,0.0,102
person:sayan nandi,person:sayan nandi,Sayan Nandi,1,5.0,0.0,102
person:kathrin hartung,person:kathrin hartung,Kathrin Hartung,1,5.0,0.0,2
person:ulrich thomas,person:ulrich thomas,Ulrich Thomas,1,5.0,0.0,2
person:fred shen,person:fred shen,Fred Y. Shen,1,5.0,0.0,56
person:m harrington,person:m harrington,M. Harrington,1,5.0,0.0,56
person:hon pong jimmy cheng,person:hon pong jimmy cheng,Hon Pong Jimmy Cheng,1,5.0,0.0,56
person:theju jacob,person:theju jacob,Theju Jacob,1,5.0,0.0,0
person:k lillis,person:k lillis,K. Lillis,1,5.0,0.0,0
person:waldemar swiercz,person:waldemar swiercz,Waldemar Swiercz,1,5.0,0.0,0
person:negah rahmati,person:negah rahmati,Negah Rahmati,1,5.0,0.0,0
person:k staley,person:k staley,K. Staley,1,5.0,0.0,0
person:a miri,person:a miri,A. Miri,1,5.0,0.0,6
person:kayvon daie,person:kayvon daie,Kayvon Daie,1,5.0,0.0,6
person:aristides arrenberg,person:aristides arrenberg,Aristides B. Arrenberg,1,5.0,0.0,6
person:michelle pang,person:michelle pang,Michelle M. Pang,1,5.0,0.0,15
person:marjorie xie,person:marjorie xie,Marjorie Xie,1,5.0,0.0,15
person:helen yang,person:helen yang,Helen H. Yang,1,5.0,0.0,15
person:v zerbi,person:v zerbi,V. Zerbi,1,5.0,0.0,103
person:m markicevic,person:m markicevic,M. Markicevic,1,5.0,0.0,103
person:f gasparini,person:f gasparini,F. Gasparini,1,5.0,0.0,103
person:aileen schroeter,person:aileen schroeter,Aileen Schroeter,1,5.0,0.0,103
person:m rudin,person:m rudin,M. Rudin,1,5.0,0.0,103
person:n wenderoth,person:n wenderoth,N. Wenderoth,1,5.0,0.0,103
person:nicolas rault,person:nicolas rault,Nicolas Rault,1,5.0,0.0,104
person:tido bergmans,person:tido bergmans,Tido Bergmans,1,5.0,0.0,104
person:natasja delfstra,person:natasja delfstra,Natasja Delfstra,1,5.0,0.0,104
person:bisley kleijnen,person:bisley kleijnen,Bisley J. Kleijnen,1,5.0,0.0,104
person:f zeldenrust,person:f zeldenrust,F. Zeldenrust,1,5.0,0.0,104
person:t celikel,person:t celikel,T. Celikel,1,5.0,0.0,104
person:t godenschwege,person:t godenschwege,T. Godenschwege,1,5.0,0.0,0
person:xiaoliang shan,person:xiaoliang shan,Xiaoliang Shan,1,5.0,0.0,0
person:greg bashaw,person:greg bashaw,Greg J. Bashaw,1,5.0,0.0,0
person:c goodman,person:c goodman,C. Goodman,1,5.0,0.0,0
person:anthony deluca,person:anthony deluca,Anthony Deluca,1,5.0,0.0,105
person:brooke bascom,person:brooke bascom,Brooke Bascom,1,5.0,0.0,105
person:daniela key planas,person:daniela key planas,Daniela A Key Planas,1,5.0,0.0,105
person:matthew kocher,person:matthew kocher,Matthew A. Kocher,1,5.0,0.0,105
person:marielise torres,person:marielise torres,Marielise Torres,1,5.0,0.0,105
person:m arbeitman,person:m arbeitman,M. Arbeitman,1,5.0,0.0,105
person:dan wu,person:dan wu,Dan Wu,1,5.0,0.0,0
person:alina isakova,person:alina isakova,Alina Isakova,1,5.0,0.0,4
person:zhou wan,person:zhou wan,Zhou Wan,1,5.0,0.0,4
person:m wagner,person:m wagner,M. Wagner,1,5.0,0.0,4
person:m crow,person:m crow,M. Crow,1,5.0,0.0,0
person:j gillis,person:j gillis,J. Gillis,1,5.0,0.0,0
person:marcelo fiori,person:marcelo fiori,Marcelo Fiori,1,5.0,0.0,2
person:g sapiro,person:g sapiro,G. Sapiro,1,5.0,0.0,2
person:vikram nathan,person:vikram nathan,Vikram Nathan,1,5.0,0.0,106
person:stephanie tullo,person:stephanie tullo,Stephanie Tullo,1,5.0,0.0,106
person:lizette herrera portillo,person:lizette herrera portillo,Lizette Herrera-Portillo,1,5.0,0.0,106
person:gabriel devenyi,person:gabriel devenyi,Gabriel A. Devenyi,1,5.0,0.0,106
person:yohan yee,person:yohan yee,Yohan Yee,1,5.0,0.0,106
person:m chakravarty,person:m chakravarty,M. Chakravarty,1,5.0,0.0,106
person:b bilgic,person:b bilgic,B. Bilgiç,1,5.0,0.0,107
person:k setsompop,person:k setsompop,K. Setsompop,1,5.0,0.0,107
person:j cohen adad,person:j cohen adad,J. Cohen-Adad,1,5.0,0.0,107
person:v wedeen,person:v wedeen,V. Wedeen,1,5.0,0.0,107
person:l wald,person:l wald,L. Wald,1,5.0,0.0,107
person:e adalsteinsson,person:e adalsteinsson,E. Adalsteinsson,1,5.0,0.0,107
person:k seymour,person:k seymour,K. Seymour,1,5.0,0.0,108
person:r mike,person:r mike,R. Mike,1,5.0,0.0,108
person:k narayanan,person:k narayanan,K. Narayanan,1,5.0,0.0,108
person:lee dongil,person:lee dongil,Lee Dongil,1,5.0,0.0,108
person:pfister hanspeter,person:pfister hanspeter,Pfister Hanspeter,1,5.0,0.0,108
person:lichtman jeff,person:lichtman jeff,Lichtman Jeff,1,5.0,0.0,108
person:m trusel,person:m trusel,M. Trusel,1,5.0,0.0,0
person:d alam,person:d alam,D. Alam,1,5.0,0.0,0
person:ethan marks,person:ethan marks,Ethan S Marks,1,5.0,0.0,0
person:maaya ikeda,person:maaya ikeda,Maaya Z Ikeda,1,5.0,0.0,0
person:t roberts,person:t roberts,T. Roberts,1,5.0,0.0,0
person:c hsu,person:c hsu,C. Hsu,1,5.0,0.0,9
person:s chong,person:s chong,S. Chong,1,5.0,0.0,9
person:yi chia kung,person:yi chia kung,Yi-Chia Kung,1,5.0,0.0,9
person:kuan tsen kuo,person:kuan tsen kuo,Kuan-Tsen Kuo,1,5.0,0.0,9
person:ao cheng,person:ao cheng,Ao Cheng,1,4.0,0.0,1
person:zhanpeng zhu,person:zhanpeng zhu,Zhanpeng Zhu,1,4.0,0.0,1
person:e josephine clowney,person:e josephine clowney,E. Josephine Clowney,1,4.0,0.0,2
person:mitchell vaughn,person:mitchell vaughn,Mitchell J. Vaughn,1,4.0,0.0,110
person:david uygun,person:david uygun,David S. Uygun,1,4.0,0.0,110
person:r basheer,person:r basheer,R. Basheer,1,4.0,0.0,110
person:kevin bender,person:kevin bender,Kevin J. Bender,1,4.0,0.0,110
person:j haas,person:j haas,J. Haas,1,4.0,0.0,110
person:k manjunatha,person:k manjunatha,K. Manjunatha,1,4.0,0.0,6
person:m bruzzone,person:m bruzzone,M. Bruzzone,1,4.0,0.0,6
person:g nicoletti,person:g nicoletti,G. Nicoletti,1,4.0,0.0,6
person:leehod baruch,person:leehod baruch,Leehod Baruch,1,4.0,0.0,111
person:s itzkovitz,person:s itzkovitz,S. Itzkovitz,1,4.0,0.0,111
person:michal golan mashiach,person:michal golan mashiach,Michal Golan-Mashiach,1,4.0,0.0,111
person:e shapiro,person:e shapiro,E. Shapiro,1,4.0,0.0,111
person:e segal,person:e segal,E. Segal,1,4.0,0.0,111
person:d schreiner,person:d schreiner,D. Schreiner,1,4.0,0.0,4
person:j savas,person:j savas,J. Savas,1,4.0,0.0,4
person:e herzog,person:e herzog,E. Herzog,1,4.0,0.0,4
person:n brose,person:n brose,N. Brose,1,4.0,0.0,4
