work_id,author_raw,author_norm,author_order,decision,source_group
work_0016f2020218fbe5,R. Fields,fields|r,1,adjacent_relevant,core_audit
work_0016f2020218fbe5,PhD R. Douglas Fields,fields|prd,2,adjacent_relevant,core_audit
work_001c0f01391e19c4,Andrea Santuy,santuy|a,1,core_relevant,role_bridge
work_001c0f01391e19c4,L. Tomas-Roca,tomas-roca|l,2,core_relevant,role_bridge
work_001c0f01391e19c4,José-Rodrigo Rodríguez,rodríguez|j,3,core_relevant,role_bridge
work_001c0f01391e19c4,J. González-Soriano,gonzález-soriano|j,4,core_relevant,role_bridge
work_001c0f01391e19c4,Fei Zhu,zhu|f,5,core_relevant,role_bridge
work_001c0f01391e19c4,Zhen Qiu,qiu|z,6,core_relevant,role_bridge
work_001c0f01391e19c4,S. Grant,grant|s,7,core_relevant,role_bridge
work_001c0f01391e19c4,J. DeFelipe,defelipe|j,8,core_relevant,role_bridge
work_001c0f01391e19c4,Á. Merchán-Pérez,merchán-pérez|á,9,core_relevant,role_bridge
work_00c9ebcec8853471,Jordan K. Matelsky,matelsky|jk,1,core_relevant,core_audit
work_00c9ebcec8853471,Hannah Martinez,martinez|h,2,core_relevant,core_audit
work_00c9ebcec8853471,Michael S. Robinette,robinette|ms,3,core_relevant,core_audit
work_00c9ebcec8853471,K. Merfeld,merfeld|k,4,core_relevant,core_audit
work_00c9ebcec8853471,Daniel Xenes,xenes|d,5,core_relevant,core_audit
work_00c9ebcec8853471,Cara J. Cavanaugh,cavanaugh|cj,6,core_relevant,core_audit
work_00c9ebcec8853471,Sarah E. Emerson,emerson|se,7,core_relevant,core_audit
work_00c9ebcec8853471,Dhananjay Bhaskar,bhaskar|d,8,core_relevant,core_audit
work_00c9ebcec8853471,Benjamin Clark,clark|b,9,core_relevant,core_audit
work_00c9ebcec8853471,Caitlyn Bishop,bishop|c,10,core_relevant,core_audit
work_00c9ebcec8853471,Konrad Paul Kording,kording|kp,11,core_relevant,core_audit
work_00c9ebcec8853471,Daniel A. Colón-Ramos,colón-ramos|da,12,core_relevant,core_audit
work_00c9ebcec8853471,Patricia K. Rivlin,rivlin|pk,13,core_relevant,core_audit
work_00c9ebcec8853471,Cody J. Smith,smith|cj,14,core_relevant,core_audit
work_00c9ebcec8853471,Brock Andrew Wester,wester|ba,15,core_relevant,core_audit
work_00d72fd3c4223cd5,A. S. Bates,bates|as,1,core_relevant,core_audit
work_00d72fd3c4223cd5,Jasper S. Phelps,phelps|js,2,core_relevant,core_audit
work_00d72fd3c4223cd5,Minsu Kim,kim|m,3,core_relevant,core_audit
work_00d72fd3c4223cd5,H. Yang,yang|h,4,core_relevant,core_audit
work_00d72fd3c4223cd5,Arie Matsliah,matsliah|a,5,core_relevant,core_audit
work_00d72fd3c4223cd5,Zaki Ajabi,ajabi|z,6,core_relevant,core_audit
work_00d72fd3c4223cd5,Eric Perlman,perlman|e,7,core_relevant,core_audit
work_00d72fd3c4223cd5,Kevin M. Delgado,delgado|km,8,core_relevant,core_audit
work_00d72fd3c4223cd5,Mohammed Abdal Monium Osman,osman|mam,9,core_relevant,core_audit
work_00d72fd3c4223cd5,Christopher K. Salmon,salmon|ck,10,core_relevant,core_audit
work_00d72fd3c4223cd5,Jay Gager,gager|j,11,core_relevant,core_audit
work_00d72fd3c4223cd5,B. Silverman,silverman|b,12,core_relevant,core_audit
work_00d72fd3c4223cd5,Sophia Renauld,renauld|s,13,core_relevant,core_audit
work_00d72fd3c4223cd5,Farzaan Salman,salman|f,14,core_relevant,core_audit
work_00d72fd3c4223cd5,Janki Patel,patel|j,15,core_relevant,core_audit
work_00d72fd3c4223cd5,Matt Collie,collie|m,16,core_relevant,core_audit
work_00d72fd3c4223cd5,Jingxuan Fan,fan|j,17,core_relevant,core_audit
work_00d72fd3c4223cd5,Diego A. Pacheco,pacheco|da,18,core_relevant,core_audit
work_00d72fd3c4223cd5,Yun Zhao,zhao|y,19,core_relevant,core_audit
work_00d72fd3c4223cd5,Wenyi Zhang,zhang|w,20,core_relevant,core_audit
work_00d72fd3c4223cd5,L. Capdevila,capdevila|l,21,core_relevant,core_audit
work_00d72fd3c4223cd5,Ruairí J. V. Roberts,roberts|rjv,22,core_relevant,core_audit
work_00d72fd3c4223cd5,E. Munnelly,munnelly|e,23,core_relevant,core_audit
work_00d72fd3c4223cd5,Nina Griggs,griggs|n,24,core_relevant,core_audit
work_00d72fd3c4223cd5,H. Langley,langley|h,25,core_relevant,core_audit
work_00d72fd3c4223cd5,Borja Moya-Llamas,moya-llamas|b,26,core_relevant,core_audit
work_00d72fd3c4223cd5,Zuoyu Zhang,zhang|z,27,core_relevant,core_audit
work_00d72fd3c4223cd5,Ryan T Maloney,maloney|rt,28,core_relevant,core_audit
work_00d72fd3c4223cd5,Szi-chieh Yu,yu|s,29,core_relevant,core_audit
work_00d72fd3c4223cd5,A. Sterling,sterling|a,30,core_relevant,core_audit
work_00d72fd3c4223cd5,Marissa Sorek,sorek|m,31,core_relevant,core_audit
work_00d72fd3c4223cd5,Krzysztof Kruk,kruk|k,32,core_relevant,core_audit
work_00d72fd3c4223cd5,Nikitas Serafetinidis,serafetinidis|n,33,core_relevant,core_audit
work_00d72fd3c4223cd5,Serene Dhawan,dhawan|s,34,core_relevant,core_audit
work_00d72fd3c4223cd5,Finja Klemm,klemm|f,35,core_relevant,core_audit
work_00d72fd3c4223cd5,Paul Brooks,brooks|p,36,core_relevant,core_audit
work_00d72fd3c4223cd5,Ellen Lesser,lesser|e,37,core_relevant,core_audit
work_00d72fd3c4223cd5,Jessica M Jones,jones|jm,38,core_relevant,core_audit
work_00d72fd3c4223cd5,Sara E Pierce-Lundgren,pierce-lundgren|se,39,core_relevant,core_audit
work_00d72fd3c4223cd5,Su-Yee J. Lee,lee|sj,40,core_relevant,core_audit
work_00d72fd3c4223cd5,Yichen Luo,luo|y,41,core_relevant,core_audit
work_00d72fd3c4223cd5,Andrew P Cook,cook|ap,42,core_relevant,core_audit
work_00d72fd3c4223cd5,Theresa H. McKim,mckim|th,43,core_relevant,core_audit
work_00d72fd3c4223cd5,Dimitrios S. Giakoumas,giakoumas|ds,44,core_relevant,core_audit
work_00d72fd3c4223cd5,Benjamin Gorko,gorko|b,45,core_relevant,core_audit
work_00d72fd3c4223cd5,Justin Ellis-Joyce,ellis-joyce|j,46,core_relevant,core_audit
work_00d72fd3c4223cd5,Jiayi Zhang,zhang|j,47,core_relevant,core_audit
work_00d72fd3c4223cd5,Emily C Kophs,kophs|ec,48,core_relevant,core_audit
work_00d72fd3c4223cd5,Tjalda Falt,falt|t,49,core_relevant,core_audit
work_00d72fd3c4223cd5,Alexa M Negron-Morales,negron-morales|am,50,core_relevant,core_audit
work_00d72fd3c4223cd5,Austin T Burke,burke|at,51,core_relevant,core_audit
work_00d72fd3c4223cd5,James Hebditch,hebditch|j,52,core_relevant,core_audit
work_00d72fd3c4223cd5,K. Willie,willie|k,53,core_relevant,core_audit
work_00d72fd3c4223cd5,Ryan Willie,willie|r,54,core_relevant,core_audit
work_00d72fd3c4223cd5,S. Popovych,popovych|s,55,core_relevant,core_audit
work_00d72fd3c4223cd5,N. Kemnitz,kemnitz|n,56,core_relevant,core_audit
work_00d72fd3c4223cd5,Dodam Ih,ih|d,57,core_relevant,core_audit
work_00d72fd3c4223cd5,Kisuk Lee,lee|k,58,core_relevant,core_audit
work_00d72fd3c4223cd5,R. Lu,lu|r,59,core_relevant,core_audit
work_00d72fd3c4223cd5,Akhilesh Halageri,halageri|a,60,core_relevant,core_audit
work_00d72fd3c4223cd5,J. Bae,bae|j,61,core_relevant,core_audit
work_00d72fd3c4223cd5,Benjamin Jourdan,jourdan|b,62,core_relevant,core_audit
work_00d72fd3c4223cd5,Gregory Schwartzman,schwartzman|g,63,core_relevant,core_audit
work_00d72fd3c4223cd5,Damian D Demarest,demarest|dd,64,core_relevant,core_audit
work_00d72fd3c4223cd5,Emil Behnke,behnke|e,65,core_relevant,core_audit
work_00d72fd3c4223cd5,Doug Bland,bland|d,66,core_relevant,core_audit
work_00d72fd3c4223cd5,Anne Kristiansen,kristiansen|a,67,core_relevant,core_audit
work_00d72fd3c4223cd5,Jaime Skelton,skelton|j,68,core_relevant,core_audit
work_00d72fd3c4223cd5,Thomas Stocks,stocks|t,69,core_relevant,core_audit
work_00d72fd3c4223cd5,Dustin Garner,garner|d,70,core_relevant,core_audit
work_00d72fd3c4223cd5,A. Hernandez,hernandez|a,71,core_relevant,core_audit
work_00d72fd3c4223cd5,Sandeep Kumar,kumar|s,72,core_relevant,core_audit
work_00d72fd3c4223cd5,Kevin C. Daly,daly|kc,73,core_relevant,core_audit
work_00d72fd3c4223cd5,S. Dorkenwald,dorkenwald|s,74,core_relevant,core_audit
work_00d72fd3c4223cd5,F. Collman,collman|f,75,core_relevant,core_audit
work_00d72fd3c4223cd5,Marie P. Suver,suver|mp,76,core_relevant,core_audit
work_00d72fd3c4223cd5,Lisa M. Fenk,fenk|lm,77,core_relevant,core_audit
work_00d72fd3c4223cd5,Michael J Pankratz,pankratz|mj,78,core_relevant,core_audit
work_00d72fd3c4223cd5,Zepeng Yao,yao|z,79,core_relevant,core_audit
work_00d72fd3c4223cd5,Fei Wang,wang|f,80,core_relevant,core_audit
work_00d72fd3c4223cd5,Stephen J Huston,huston|sj,81,core_relevant,core_audit
work_00d72fd3c4223cd5,T. Stürner,stürner|t,82,core_relevant,core_audit
work_00d72fd3c4223cd5,G. Jefferis,jefferis|g,83,core_relevant,core_audit
work_00d72fd3c4223cd5,K. Eichler,eichler|k,84,core_relevant,core_audit
work_00d72fd3c4223cd5,A. Seeds,seeds|a,85,core_relevant,core_audit
work_00d72fd3c4223cd5,Stefanie Hampel,hampel|s,86,core_relevant,core_audit
work_00d72fd3c4223cd5,S. Agrawal,agrawal|s,87,core_relevant,core_audit
work_00d72fd3c4223cd5,Tatsuo S. Okubo,okubo|ts,88,core_relevant,core_audit
work_00d72fd3c4223cd5,Meet Zandawala,zandawala|m,89,core_relevant,core_audit
work_00d72fd3c4223cd5,T. Macrina,macrina|t,90,core_relevant,core_audit
work_00d72fd3c4223cd5,Diane Adjavon,adjavon|d,91,core_relevant,core_audit
work_00d72fd3c4223cd5,Jan Funke,funke|j,92,core_relevant,core_audit
work_00d72fd3c4223cd5,John C. Tuthill,tuthill|jc,93,core_relevant,core_audit
work_00d72fd3c4223cd5,Anthony W. Azevedo,azevedo|aw,94,core_relevant,core_audit
work_00d72fd3c4223cd5,H. S. Seung,seung|hs,95,core_relevant,core_audit
work_00d72fd3c4223cd5,Benjamin L. de Bivort,bivort|bld,96,core_relevant,core_audit
work_00d72fd3c4223cd5,M. Murthy,murthy|m,97,core_relevant,core_audit
work_00d72fd3c4223cd5,Jan Drugowitsch,drugowitsch|j,98,core_relevant,core_audit
work_00d72fd3c4223cd5,Rachel I. Wilson,wilson|ri,99,core_relevant,core_audit
work_00d72fd3c4223cd5,W. Lee,lee|w,100,core_relevant,core_audit
work_00f9b510d0a91b47,T. Parag,parag|t,1,core_relevant,core_audit
work_00f9b510d0a91b47,D. Berger,berger|d,2,core_relevant,core_audit
work_00f9b510d0a91b47,L. Kamentsky,kamentsky|l,3,core_relevant,core_audit
work_00f9b510d0a91b47,B. Staffler,staffler|b,4,core_relevant,core_audit
work_00f9b510d0a91b47,D. Wei,wei|d,5,core_relevant,core_audit
work_00f9b510d0a91b47,M. Helmstaedter,helmstaedter|m,6,core_relevant,core_audit
work_00f9b510d0a91b47,J. Lichtman,lichtman|j,7,core_relevant,core_audit
work_00f9b510d0a91b47,H. Pfister,pfister|h,8,core_relevant,core_audit
work_0128137052dec3e0,Yaroslav I. Molkov,molkov|yi,1,adjacent_relevant,core_audit
work_0128137052dec3e0,H. Koizumi,koizumi|h,2,adjacent_relevant,core_audit
work_0128137052dec3e0,Jeffrey C. Smith,smith|jc,3,adjacent_relevant,core_audit
work_0133b141f368655b,M. Bota,bota|m,1,role_bridge,role_bridge
work_0133b141f368655b,H. Dong,dong|h,2,role_bridge,role_bridge
work_0133b141f368655b,L. Swanson,swanson|l,3,role_bridge,role_bridge
work_01a371d322fa7848,Hua Shi,shi|h,1,adjacent_relevant,core_audit
work_01a371d322fa7848,Yue Guan,guan|y,2,adjacent_relevant,core_audit
work_01a371d322fa7848,Jianwei Chen,chen|j,3,adjacent_relevant,core_audit
work_01a371d322fa7848,Qingming Luo,luo|q,4,adjacent_relevant,core_audit
work_01c85c45ede98837,Felix Gonda,gonda|f,1,core_relevant,role_bridge
work_01c85c45ede98837,Xueying Wang,wang|x,2,core_relevant,role_bridge
work_01c85c45ede98837,Johanna Beyer,beyer|j,3,core_relevant,role_bridge
work_01c85c45ede98837,Markus Hadwiger,hadwiger|m,4,core_relevant,role_bridge
work_01c85c45ede98837,J. Lichtman,lichtman|j,5,core_relevant,role_bridge
work_01c85c45ede98837,H. Pfister,pfister|h,6,core_relevant,role_bridge
work_01fc48c8442aa598,Jinbo Zhang,zhang|j,1,core_relevant,core_audit
work_01fc48c8442aa598,Longzhou Xu,xu|l,2,core_relevant,core_audit
work_01fc48c8442aa598,Zaixu Cui,cui|z,3,core_relevant,core_audit
work_020893805fee7188,A. Lazar,lazar|a,1,core_relevant,core_audit
work_020893805fee7188,Yiyin Zhou,zhou|y,2,core_relevant,core_audit
work_020e3982c01153ed,Fang Yan,yan|f,1,adjacent_relevant,unresolved
work_020e3982c01153ed,Jieji Ren,ren|j,2,adjacent_relevant,unresolved
work_020e3982c01153ed,Zhifeng Shao,shao|z,3,adjacent_relevant,unresolved
work_020e3982c01153ed,Xiaowei Li,li|x,4,adjacent_relevant,unresolved
work_022f4537397531be,Thomas Templier,templier|t,1,core_relevant,role_bridge
work_0278bad00a302fb7,Francisco J. Barrantes,barrantes|fj,1,adjacent_relevant,core_audit
work_029643354bb1e658,G. Shepherd,shepherd|g,1,adjacent_relevant,core_audit
work_029643354bb1e658,Naoki Yamawaki,yamawaki|n,2,adjacent_relevant,core_audit
work_02c20c311fe2787b,Jimin Kim,kim|j,1,core_relevant,core_audit
work_02c20c311fe2787b,Eli Shlizerman,shlizerman|e,2,core_relevant,core_audit
work_02c77af0d554feec,T. Parag,parag|t,1,core_relevant,core_audit
work_02c77af0d554feec,Anirban Chakraborty,chakraborty|a,2,core_relevant,core_audit
work_02c77af0d554feec,Stephen M. Plaza,plaza|sm,3,core_relevant,core_audit
work_02c77af0d554feec,Louis K. Scheffer,scheffer|lk,4,core_relevant,core_audit
work_02c7b46148a6c4a5,G. Shepherd,shepherd|g,1,core_relevant,core_audit
work_02c7b46148a6c4a5,K. Harris,harris|k,2,core_relevant,core_audit
work_03006500ac944fb3,Changjoon Park,park|c,1,core_relevant,unresolved
work_03006500ac944fb3,Jinseop S. Kim,kim|js,2,core_relevant,unresolved
work_0308d268ca38e94f,Tetsuo Yamamori,yamamori|t,1,adjacent_relevant,core_audit
work_0308d268ca38e94f,A. Watakabe,watakabe|a,2,adjacent_relevant,core_audit
work_0308d268ca38e94f,Henrik Skibbe,skibbe|h,3,adjacent_relevant,core_audit
work_0331df396f545e68,Ao Cheng,cheng|a,1,core_relevant,core_audit
work_0331df396f545e68,Kai Kang,kang|k,2,core_relevant,core_audit
work_0331df396f545e68,Zhanpeng Zhu,zhu|z,3,core_relevant,core_audit
work_0331df396f545e68,Ruobing Zhang,zhang|r,4,core_relevant,core_audit
work_0331df396f545e68,Lirong Wang,wang|l,5,core_relevant,core_audit
work_03367aebcb1d754d,James B. Isbister,isbister|jb,1,adjacent_relevant,core_audit
work_03367aebcb1d754d,András Ecker,ecker|a,2,adjacent_relevant,core_audit
work_03367aebcb1d754d,C. Pokorny,pokorny|c,3,adjacent_relevant,core_audit
work_03367aebcb1d754d,Sirio Bolaños-Puchet,bolaños-puchet|s,4,adjacent_relevant,core_audit
work_03367aebcb1d754d,Daniela Egas Santander,santander|de,5,adjacent_relevant,core_audit
work_03367aebcb1d754d,Alexis Arnaudon,arnaudon|a,6,adjacent_relevant,core_audit
work_03367aebcb1d754d,O. Awile,awile|o,7,adjacent_relevant,core_audit
work_03367aebcb1d754d,Natalí Barros-Zulaica,barros-zulaica|n,8,adjacent_relevant,core_audit
work_03367aebcb1d754d,Jorge Blanco Alonso,alonso|jb,9,adjacent_relevant,core_audit
work_03367aebcb1d754d,Elvis Boci,boci|e,10,adjacent_relevant,core_audit
work_03367aebcb1d754d,G. Chindemi,chindemi|g,11,adjacent_relevant,core_audit
work_03367aebcb1d754d,J. Courcol,courcol|j,12,adjacent_relevant,core_audit
work_03367aebcb1d754d,T. Damart,damart|t,13,adjacent_relevant,core_audit
work_03367aebcb1d754d,Thomas Delemontex,delemontex|t,14,adjacent_relevant,core_audit
work_03367aebcb1d754d,Alexander Dietz,dietz|a,15,adjacent_relevant,core_audit
work_03367aebcb1d754d,Gianluca Ficarelli,ficarelli|g,16,adjacent_relevant,core_audit
work_03367aebcb1d754d,Michael Gevaert,gevaert|m,17,adjacent_relevant,core_audit
work_03367aebcb1d754d,J. Herttuainen,herttuainen|j,18,adjacent_relevant,core_audit
work_03367aebcb1d754d,Genrich Ivaska,ivaska|g,19,adjacent_relevant,core_audit
work_03367aebcb1d754d,W. Ji,ji|w,20,adjacent_relevant,core_audit
work_03367aebcb1d754d,D. Keller,keller|d,21,adjacent_relevant,core_audit
work_03367aebcb1d754d,J. King,king|j,22,adjacent_relevant,core_audit
work_03367aebcb1d754d,Pramod S. Kumbhar,kumbhar|ps,23,adjacent_relevant,core_audit
work_03367aebcb1d754d,Samuel Lapere,lapere|s,24,adjacent_relevant,core_audit
work_03367aebcb1d754d,Polina Litvak,litvak|p,25,adjacent_relevant,core_audit
work_03367aebcb1d754d,Darshan Mandge,mandge|d,26,adjacent_relevant,core_audit
work_03367aebcb1d754d,Eilif B. Muller,muller|eb,27,adjacent_relevant,core_audit
work_03367aebcb1d754d,Fernando L. Pereira,pereira|fl,28,adjacent_relevant,core_audit
work_03367aebcb1d754d,Judit Planas,planas|j,29,adjacent_relevant,core_audit
work_03367aebcb1d754d,Rajnish Ranjan,ranjan|r,30,adjacent_relevant,core_audit
work_03367aebcb1d754d,M. Reva,reva|m,31,adjacent_relevant,core_audit
work_03367aebcb1d754d,Armando Romani,romani|a,32,adjacent_relevant,core_audit
work_03367aebcb1d754d,Christian A. Rössert,rössert|ca,33,adjacent_relevant,core_audit
work_03367aebcb1d754d,F. Schürmann,schürmann|f,34,adjacent_relevant,core_audit
work_03367aebcb1d754d,Vishal Sood,sood|v,35,adjacent_relevant,core_audit
work_03367aebcb1d754d,Aleksandra Teska,teska|a,36,adjacent_relevant,core_audit
work_03367aebcb1d754d,Anil M Tuncel,tuncel|am,37,adjacent_relevant,core_audit
work_03367aebcb1d754d,Werner Van Geit,geit|wv,38,adjacent_relevant,core_audit
work_03367aebcb1d754d,M. Wolf,wolf|m,39,adjacent_relevant,core_audit
work_03367aebcb1d754d,H. Markram,markram|h,40,adjacent_relevant,core_audit
work_03367aebcb1d754d,Srikanth Ramaswamy,ramaswamy|s,41,adjacent_relevant,core_audit
work_03367aebcb1d754d,Michael W. Reimann,reimann|mw,42,adjacent_relevant,core_audit
work_0344c5d0298b1c78,Jimin Kim,kim|j,1,core_relevant,unresolved
work_0344c5d0298b1c78,W. Leahy,leahy|w,2,core_relevant,unresolved
work_0344c5d0298b1c78,Eli Shlizerman,shlizerman|e,3,core_relevant,unresolved
work_036e22a15502fd7e,Amirhossein Khalilian-Gourtani,khalilian-gourtani|a,1,core_relevant,core_audit
work_036e22a15502fd7e,Mariano Tepper,tepper|m,2,core_relevant,core_audit
work_036e22a15502fd7e,Victor Minden,minden|v,3,core_relevant,core_audit
work_036e22a15502fd7e,D. Chklovskii,chklovskii|d,4,core_relevant,core_audit
work_03b8b6340a7756de,A. P. Brown,brown|ap,1,adjacent_relevant,core_audit
work_03b8b6340a7756de,L. Cossell,cossell|l,2,adjacent_relevant,core_audit
work_03b8b6340a7756de,M. Strom,strom|m,3,adjacent_relevant,core_audit
work_03b8b6340a7756de,A. Tyson,tyson|a,4,adjacent_relevant,core_audit
work_03b8b6340a7756de,Mateo Vélez‐Fort,vélez‐fort|m,5,adjacent_relevant,core_audit
work_03b8b6340a7756de,T. Margrie,margrie|t,6,adjacent_relevant,core_audit
work_03c23d6e53a2fa11,O. M’Saad,m’saad|o,1,core_relevant,core_audit
work_03c23d6e53a2fa11,Ravikiran Kasula,kasula|r,2,core_relevant,core_audit
work_03c23d6e53a2fa11,I. Kondratiuk,kondratiuk|i,3,core_relevant,core_audit
work_03c23d6e53a2fa11,Phylicia Kidd,kidd|p,4,core_relevant,core_audit
work_03c23d6e53a2fa11,H. Falahati,falahati|h,5,core_relevant,core_audit
work_03c23d6e53a2fa11,Juliana E. Gentile,gentile|je,6,core_relevant,core_audit
work_03c23d6e53a2fa11,Robert F. Niescier,niescier|rf,7,core_relevant,core_audit
work_03c23d6e53a2fa11,Katherine E Watters,watters|ke,8,core_relevant,core_audit
work_03c23d6e53a2fa11,R. Sterner,sterner|r,9,core_relevant,core_audit
work_03c23d6e53a2fa11,Seong Lee,lee|s,10,core_relevant,core_audit
work_03c23d6e53a2fa11,Xinran Liu,liu|x,11,core_relevant,core_audit
work_03c23d6e53a2fa11,P. De Camilli,camilli|pd,12,core_relevant,core_audit
work_03c23d6e53a2fa11,J. Rothman,rothman|j,13,core_relevant,core_audit
work_03c23d6e53a2fa11,A. Koleske,koleske|a,14,core_relevant,core_audit
work_03c23d6e53a2fa11,T. Biederer,biederer|t,15,core_relevant,core_audit
work_03c23d6e53a2fa11,J. Bewersdorf,bewersdorf|j,16,core_relevant,core_audit
work_03f019b1ea59c828,Anna V. Diakova,diakova|av,1,core_relevant,core_audit
work_03f019b1ea59c828,A. Makarova,makarova|a,2,core_relevant,core_audit
work_03f019b1ea59c828,Song Pang,pang|s,3,core_relevant,core_audit
work_03f019b1ea59c828,C. Xu,xu|c,4,core_relevant,core_audit
work_03f019b1ea59c828,H. Hess,hess|h,5,core_relevant,core_audit
work_03f019b1ea59c828,A. Polilov,polilov|a,6,core_relevant,core_audit
work_03f185e6c6909898,Le Gao,gao|l,1,adjacent_relevant,unresolved
work_03f185e6c6909898,Haifang Wang,wang|h,2,adjacent_relevant,unresolved
work_03f185e6c6909898,Yu Chen,chen|y,3,adjacent_relevant,unresolved
work_03f185e6c6909898,Zhaoqin Chen,chen|z,4,adjacent_relevant,unresolved
work_03f185e6c6909898,Li Deng,deng|l,5,adjacent_relevant,unresolved
work_03f185e6c6909898,Dechen Liu,liu|d,6,adjacent_relevant,unresolved
work_03f185e6c6909898,Xiaojing Ding,ding|x,7,adjacent_relevant,unresolved
work_03f185e6c6909898,Ziwei Le,le|z,8,adjacent_relevant,unresolved
work_03f185e6c6909898,Yuan Liu,liu|y,9,adjacent_relevant,unresolved
work_03f185e6c6909898,Yun Du,du|y,10,adjacent_relevant,unresolved
work_03f185e6c6909898,Qiumiao Wang,wang|q,11,adjacent_relevant,unresolved
work_03f185e6c6909898,Yannong Dou,dou|y,12,adjacent_relevant,unresolved
work_03f185e6c6909898,Dan Wang,wang|d,13,adjacent_relevant,unresolved
work_03f185e6c6909898,Yuzhe Huang,huang|y,14,adjacent_relevant,unresolved
work_03f185e6c6909898,Lijie Zhan,zhan|l,15,adjacent_relevant,unresolved
work_03f185e6c6909898,Shujun Lei,lei|s,16,adjacent_relevant,unresolved
work_03f185e6c6909898,Qingxu Liu,liu|q,17,adjacent_relevant,unresolved
work_03f185e6c6909898,Tao Jiang,jiang|t,18,adjacent_relevant,unresolved
work_03f185e6c6909898,Miao Ren,ren|m,19,adjacent_relevant,unresolved
work_03f185e6c6909898,Zhao Feng,feng|z,20,adjacent_relevant,unresolved
work_03f185e6c6909898,Anan Li,li|a,21,adjacent_relevant,unresolved
work_03f185e6c6909898,Hui Gong,gong|h,22,adjacent_relevant,unresolved
work_03f185e6c6909898,Xiaohong Xu,xu|x,23,adjacent_relevant,unresolved
work_03f185e6c6909898,Chun Xu,xu|c,24,adjacent_relevant,unresolved
work_03f185e6c6909898,Xiaofei Wang,wang|x,25,adjacent_relevant,unresolved
work_03f185e6c6909898,Jun Yan,yan|j,26,adjacent_relevant,unresolved
work_043907deaaf11bc4,Sara S. Patterson,patterson|ss,1,core_relevant,core_audit
work_043907deaaf11bc4,J. Kuchenbecker,kuchenbecker|j,2,core_relevant,core_audit
work_043907deaaf11bc4,James R. Anderson,anderson|jr,3,core_relevant,core_audit
work_043907deaaf11bc4,J. Neitz,neitz|j,4,core_relevant,core_audit
work_043d6cf6b22999a9,D. Park,park|d,1,adjacent_relevant,core_audit
work_043d6cf6b22999a9,Hajung Mun,mun|h,2,adjacent_relevant,core_audit
work_043d6cf6b22999a9,Minhyeok Jeong,jeong|m,3,adjacent_relevant,core_audit
work_043d6cf6b22999a9,Dahee Kang,kang|d,4,adjacent_relevant,core_audit
work_043d6cf6b22999a9,Jongmin Lee,lee|j,5,adjacent_relevant,core_audit
work_043d6cf6b22999a9,Yoonmyung Lee,lee|y,6,adjacent_relevant,core_audit
work_047847ced0c96ed0,Ioannis Pisokas,pisokas|i,1,adjacent_relevant,role_bridge
work_047847ced0c96ed0,Stanley Heinze,heinze|s,2,adjacent_relevant,role_bridge
work_047847ced0c96ed0,B. Webb,webb|b,3,adjacent_relevant,role_bridge
work_047e0665d50b50ba,Ignacio Arganda-Carreras,arganda-carreras|i,1,core_relevant,role_bridge
work_047e0665d50b50ba,Srinivas C. Turaga,turaga|sc,2,core_relevant,role_bridge
work_047e0665d50b50ba,D. Berger,berger|d,3,core_relevant,role_bridge
work_047e0665d50b50ba,D. Ciresan,ciresan|d,4,core_relevant,role_bridge
work_047e0665d50b50ba,A. Giusti,giusti|a,5,core_relevant,role_bridge
work_047e0665d50b50ba,L. Gambardella,gambardella|l,6,core_relevant,role_bridge
work_047e0665d50b50ba,J. Schmidhuber,schmidhuber|j,7,core_relevant,role_bridge
work_047e0665d50b50ba,D. Laptev,laptev|d,8,core_relevant,role_bridge
work_047e0665d50b50ba,Sarvesh Dwivedi,dwivedi|s,9,core_relevant,role_bridge
work_047e0665d50b50ba,J. Buhmann,buhmann|j,10,core_relevant,role_bridge
work_047e0665d50b50ba,Ting Liu,liu|t,11,core_relevant,role_bridge
work_047e0665d50b50ba,Mojtaba Seyedhosseini,seyedhosseini|m,12,core_relevant,role_bridge
work_047e0665d50b50ba,T. Tasdizen,tasdizen|t,13,core_relevant,role_bridge
work_047e0665d50b50ba,L. Kamentsky,kamentsky|l,14,core_relevant,role_bridge
work_047e0665d50b50ba,Radim Burget,burget|r,15,core_relevant,role_bridge
work_047e0665d50b50ba,Václav Uher,uher|v,16,core_relevant,role_bridge
work_047e0665d50b50ba,Xiao Tan,tan|x,17,core_relevant,role_bridge
work_047e0665d50b50ba,Changming Sun,sun|c,18,core_relevant,role_bridge
work_047e0665d50b50ba,T. Pham,pham|t,19,core_relevant,role_bridge
work_047e0665d50b50ba,Erhan Bas,bas|e,20,core_relevant,role_bridge
work_047e0665d50b50ba,M. Uzunbas,uzunbas|m,21,core_relevant,role_bridge
work_047e0665d50b50ba,Albert Cardona,cardona|a,22,core_relevant,role_bridge
work_047e0665d50b50ba,J. Schindelin,schindelin|j,23,core_relevant,role_bridge
work_047e0665d50b50ba,H. Seung,seung|h,24,core_relevant,role_bridge
work_04bc672be1766531,E. Donà,donà|e,1,core_relevant,core_audit
work_04bc672be1766531,G. Jefferis,jefferis|g,2,core_relevant,core_audit
work_05006ad65a5c5f62,M. Roy,roy|m,1,adjacent_relevant,core_audit
work_05006ad65a5c5f62,Oksana Sorokina,sorokina|o,2,adjacent_relevant,core_audit
work_05006ad65a5c5f62,Colin Mclean,mclean|c,3,adjacent_relevant,core_audit
