topic_kind,topic,time_bin,time_role,n_catalog,n_on_topic,n_year_cites_pct_ge50,n_kcore_ge3,n_in_ge5,n_cites_ge50,n_tpr_pct_ge50,n_history_milestone,n_contemporary,n_sota_proving,n_sota_plus_history,example_history_year,example_history_title,example_history_doi,example_sota_year,example_sota_title,example_sota_doi,fill_status,notes
organism,mouse,pre-2005,history,1,1,1,0,0,1,0,1,0,0,1,2002,Geometry and structural plasticity of synaptic connectivity.,10.1016/s0896-6273(02)00652-9,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2005–2009,history,2,2,1,1,1,1,1,1,0,0,1,2009,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,10.1371/journal.pbio.1000074,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2010–2015,history,44,44,31,27,17,30,21,38,0,0,38,2011,Network anatomy and in vivo physiology of visual cortical neurons,10.1038/nature09802,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2016–2018,history,42,42,23,23,11,19,16,34,0,0,34,2016,Anatomy and function of an excitatory network in the visual cortex,10.1038/nature17192,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2019,contemporary,18,18,12,13,5,7,9,0,16,0,16,,,,2019,Synaptic Partner Assignment Using Attentional Voxel Association Networks,10.1109/isbi45749.2020.9098489,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2020,contemporary,21,21,12,14,5,7,8,0,16,0,16,,,,2020,The Mind of a Mouse.,10.1016/j.cell.2020.08.010,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2021,contemporary,31,31,17,17,6,8,11,0,24,0,24,,,,2021,Functional connectomics spanning multiple areas of mouse visual cortex,10.1038/s41586-025-08790-w,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2022,contemporary,12,12,7,8,3,0,7,0,10,0,10,,,,2022,Multi-layered maps of neuropil with segmentation-guided contrastive learning,10.1038/s41592-023-02059-8,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2023,contemporary,21,21,9,14,2,0,10,0,17,0,17,,,,2023,Cell-type-specific inhibitory circuitry from a connectomic census of mouse visual cortex,10.1101/2023.01.23.525290,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2024,contemporary,25,25,17,15,1,3,12,0,23,0,23,,,,2024,A petavoxel fragment of human cerebral cortex reconstructed at nanoscale resolution,10.1126/science.adk4858,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2025,sota,29,29,20,23,5,4,29,0,0,9,9,,,,2025,Inhibitory specificity from a connectomic census of mouse visual cortex,10.1038/s41586-024-07780-8,keyword_draft,Keyword-draft tags; human charting still required.
organism,mouse,2026,sota,25,25,8,16,0,0,25,0,0,17,17,,,,2026,Learning the wiring rules of a mammalian cortical column,10.64898/2026.07.09.737432,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,pre-2005,history,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2005–2009,history,1,1,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2010–2015,history,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2016–2018,history,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2019,contemporary,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2020,contemporary,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2021,contemporary,1,1,1,1,1,1,1,0,1,0,1,,,,2021,A connectomic study of a petascale fragment of human cerebral cortex,10.1101/2021.05.29.446289,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2022,contemporary,1,1,1,1,1,1,1,0,1,0,1,,,,2022,Connectomic comparison of mouse and human cortex,10.1126/science.abo0924,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2023,contemporary,3,3,2,1,1,1,2,0,2,0,2,,,,2023,Immersion fixation and staining of multi-cubic millimeter volumes for electron microscopy-based…,10.1016/j.biopsych.2023.01.025,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2024,contemporary,4,4,2,2,1,1,2,0,3,0,3,,,,2024,A petavoxel fragment of human cerebral cortex reconstructed at nanoscale resolution,10.1126/science.adk4858,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2025,sota,3,3,1,1,0,0,3,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,human,2026,sota,3,3,1,3,0,0,3,0,0,3,3,,,,2026,A quantitative census of millions of postsynaptic structures in a large electron microscopy vol…,10.64898/2026.02.19.706834,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,pre-2005,history,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2005–2009,history,0,0,0,0,0,0,0,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2010–2015,history,2,2,1,1,0,1,1,2,0,0,2,2012,Graph Theoretical Model of a Sensorimotor Connectome in Zebrafish,10.1371/journal.pone.0037292,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2016–2018,history,9,9,5,8,3,1,6,8,0,0,8,2017,Automated synaptic connectivity inference for volume electron microscopy,10.1038/nmeth.4206,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2019,contemporary,2,2,1,1,0,1,1,0,1,0,1,,,,2019,A Cellular-Resolution Atlas of the Larval Zebrafish Brain.,10.1016/j.neuron.2019.04.034,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2020,contemporary,1,1,1,1,1,1,1,0,1,0,1,,,,2020,Whitening of odor representations by the wiring diagram of the olfactory bulb,10.1038/s41593-019-0576-z,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2021,contemporary,6,6,4,4,1,0,4,0,5,0,5,,,,2021,NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale,10.1007/978-3-030-87193-2_16,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2022,contemporary,5,5,4,4,2,3,4,0,5,0,5,,,,2022,Automated synapse-level reconstruction of neural circuits in the larval zebrafish brain,10.1038/s41592-022-01621-0,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2023,contemporary,9,9,6,6,1,1,5,0,8,0,8,,,,2023,Cyclic structure with cellular precision in a vertebrate sensorimotor neural circuit,10.1016/j.cub.2023.05.010,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2024,contemporary,2,2,2,1,0,0,1,0,2,0,2,,,,2024,Predicting modular functions and neural coding of behavior from a synaptic wiring diagram,10.1038/s41593-024-01784-3,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2025,sota,3,3,2,3,1,0,3,0,0,0,0,,,,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,zebrafish,2026,sota,6,6,1,4,0,0,6,0,0,5,5,,,,2026,ConnectomeBench2: A Unified Benchmark for Automated Connectomic Proofreading,10.48550/arxiv.2606.21116,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,pre-2005,history,1,1,1,1,0,1,1,1,0,0,1,1998,Three-Dimensional Structure and Composition of CA3→CA1 Axons in Rat Hippocampal Slices: Implica…,10.1523/jneurosci.18-20-08300.1998,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2005–2009,history,3,3,2,2,1,3,2,3,0,0,3,2005,Highly Nonrandom Features of Synaptic Connectivity in Local Cortical Circuits,10.1371/journal.pbio.0030068,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2010–2015,history,22,22,9,12,7,10,12,16,0,0,16,2010,Ultrastructural analysis of hippocampal neuropil from the connectomics perspective,10.1016/j.neuron.2010.08.014,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2016–2018,history,17,17,14,11,7,9,9,15,0,0,15,2017,High-precision automated reconstruction of neurons with flood-filling networks,10.1038/s41592-018-0049-4,,,,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2019,contemporary,4,4,0,3,1,0,2,0,3,0,3,,,,2019,Wide-field amacrine cell inputs to ON parasol ganglion cells in macaque retina,10.1002/cne.24840,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2020,contemporary,4,4,2,3,2,1,3,0,3,0,3,,,,2020,Whole-animal connectome and cell-type complement of the three-segmented Platynereis dumerilii l…,10.1101/2020.08.21.260984,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2021,contemporary,8,8,4,5,0,3,3,0,7,0,7,,,,2021,Synaptic inputs to broad thorny ganglion cells in macaque retina,10.1002/cne.25156,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2022,contemporary,6,6,3,5,2,0,4,0,5,0,5,,,,2022,SyConn2: dense synaptic connectivity inference for volume electron microscopy,10.1038/s41592-022-01624-x,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2023,contemporary,6,6,3,4,0,0,2,0,5,0,5,,,,2023,Comparative connectomics reveals noncanonical wiring for color vision in human foveal retina,10.1073/pnas.2300545120,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2024,contemporary,6,6,1,4,0,0,3,0,5,0,5,,,,2024,A connectome manipulation framework for the systematic and reproducible study of structure–func…,10.1101/2024.05.24.593860,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2025,sota,8,8,6,5,1,0,8,0,0,1,1,,,,2025,Whole-body connectome of a segmented annelid larva,10.1101/2024.03.17.585258,keyword_draft,Keyword-draft tags; human charting still required.
organism,other,2026,sota,5,5,2,3,0,0,5,0,0,3,3,,,,2026,The Cerebellar Connectome,10.1007/s12311-026-02042-x,keyword_draft,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,pre-2005,history,3,3,1,1,1,2,2,1,0,0,1,2004,Serial Block-Face Scanning Electron Microscopy to Reconstruct Three-Dimensional Tissue Nanostru…,10.1371/journal.pbio.0020329,,,,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2005–2009,history,10,10,7,6,5,7,6,7,0,0,7,2008,Ome sweet ome: what can the genome tell us about the connectome?,10.1016/j.conb.2008.08.010,,,,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2010–2015,history,100,100,59,55,33,64,54,81,0,0,81,2012,Volume electron microscopy for neuronal circuit reconstruction.,10.1016/j.conb.2011.10.022,,,,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2016–2018,history,94,94,46,50,23,35,30,72,0,0,72,2018,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of…,10.3389/fncir.2018.00088,,,,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2019,contemporary,49,49,27,25,10,11,17,0,37,0,37,,,,2019,Large Scale Image Segmentation with Structured Loss Based Deep Learning for Connectome Reconstr…,10.1109/tpami.2018.2835450,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2020,contemporary,41,41,19,23,5,4,11,0,31,0,31,,,,2020,DotMotif: an open-source tool for connectome subgraph isomorphism search and graph queries,10.1101/2020.06.08.140533,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2021,contemporary,44,44,19,22,5,7,13,0,32,0,32,,,,2021,PyTorch Connectomics: A Scalable and Flexible Segmentation Framework for EM Connectomics,,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2022,contemporary,45,45,23,25,8,8,15,0,35,0,35,,,,2022,neuPrint: An open access tool for EM connectomics,10.3389/fninf.2022.896292,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2023,contemporary,28,28,11,15,2,1,6,0,20,0,20,,,,2023,mEMbrain: an interactive deep learning MATLAB tool for connectomic segmentation on commodity de…,10.3389/fncir.2023.952921,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2024,contemporary,39,39,18,29,3,0,12,0,34,0,34,,,,2024,The fly connectome reveals a path to the effectome,10.1038/s41586-024-07982-0,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2025,sota,55,55,28,28,1,1,55,0,0,4,4,,,,2025,Light-microscopy-based connectomic reconstruction of mammalian brain tissue,10.1038/s41586-025-08985-1,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
organism,no_dataset_tag,2026,sota,40,40,14,21,0,0,40,0,0,22,22,,,,2026,ConnectoFM: A Foundation Model for Learning the Language of the Connectome,10.64898/2026.06.06.730367,partial_no_registry_dataset,Keyword-draft tags; human charting still required.
